,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx,Exception
91,43.0,41.0,59.0,57.0,244.0,1.0,0.0,1.0,2.0,16.96,48.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,14,2,
92,45.0,43.0,62.0,60.0,241.0,1.0,0.0,1.0,2.0,16.48,47.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,15,2,
93,120.0,56.0,234.0,81.0,355.0,10.0,0.0,1.0,32.0,21.44,136.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,1,2,
94,140.0,68.0,275.0,105.0,354.0,14.0,0.0,1.0,36.0,23.44,130.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,2,2,
95,160.0,80.0,317.0,129.0,422.0,18.0,0.0,1.0,40.0,25.92,194.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,3,2,
96,180.0,92.0,359.0,153.0,426.0,22.0,0.0,1.0,44.0,8.14,179.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,4,2,
97,200.0,104.0,403.0,177.0,463.0,26.0,0.0,1.0,50.0,18.15,213.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,5,2,
98,220.0,116.0,443.0,201.0,498.0,30.0,0.0,1.0,52.0,24.27,249.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,6,2,
99,240.0,128.0,485.0,225.0,527.0,34.0,0.0,1.0,56.0,26.36,254.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,7,2,
100,260.0,140.0,527.0,249.0,556.0,38.0,0.0,1.0,60.0,32.27,272.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,8,2,
101,280.0,152.0,569.0,273.0,538.0,42.0,0.0,1.0,64.0,38.31,263.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,9,2,
102,300.0,164.0,611.0,297.0,547.0,46.0,0.0,1.0,68.0,42.34,268.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,10,2,
103,320.0,176.0,653.0,321.0,574.0,50.0,0.0,1.0,72.0,48.41,282.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,11,2,
104,340.0,188.0,695.0,345.0,689.0,54.0,0.0,1.0,76.0,54.39,357.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,12,2,
105,360.0,200.0,737.0,369.0,698.0,58.0,0.0,1.0,80.0,59.5,358.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,13,2,
106,380.0,212.0,779.0,393.0,669.0,62.0,0.0,1.0,84.0,66.47,328.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,14,2,
107,400.0,224.0,821.0,417.0,827.0,66.0,0.0,1.0,88.0,74.44,461.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,15,2,
108,779.0,159.0,2129.0,260.0,1290.0,84.0,0.0,1.0,211.0,98.09,831.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,1,2,
109,923.0,188.0,2529.0,321.0,1701.0,136.0,0.0,1.0,252.0,102.09,1128.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,2,2,
110,1067.0,223.0,2924.0,395.0,2222.0,197.0,0.0,1.0,293.0,18.23,1439.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,3,2,
111,1211.0,258.0,3321.0,470.0,2924.0,255.0,0.0,1.0,326.0,79.12,1906.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,4,2,
112,1355.0,290.0,3722.0,540.0,3405.0,319.0,0.0,1.0,374.0,36.5,2250.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,5,2,
113,1499.0,323.0,4151.0,611.0,4579.0,381.0,0.0,1.0,433.0,83.38,3129.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,6,2,
114,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,7,2,
115,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,4,1,2,
116,17.0,15.0,20.0,18.0,210.0,1.0,0.0,1.0,2.0,14.0,22.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,1,3,
117,19.0,17.0,23.0,21.0,216.0,1.0,0.0,1.0,2.0,14.99,24.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,2,3,
118,21.0,19.0,26.0,24.0,221.0,1.0,0.0,1.0,2.0,14.48,21.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,3,3,
119,23.0,21.0,29.0,27.0,214.0,1.0,0.0,1.0,2.0,15.5,19.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,4,3,
120,25.0,23.0,32.0,30.0,215.0,1.0,0.0,1.0,2.0,14.99,20.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,5,3,
121,27.0,25.0,35.0,33.0,218.0,1.0,0.0,1.0,2.0,15.5,20.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,6,3,
122,29.0,27.0,38.0,36.0,225.0,1.0,0.0,1.0,2.0,15.98,30.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,7,3,
123,31.0,29.0,41.0,39.0,221.0,1.0,0.0,1.0,2.0,15.98,30.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,8,3,
124,33.0,31.0,44.0,42.0,223.0,1.0,0.0,1.0,2.0,15.98,29.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,9,3,
125,35.0,33.0,47.0,45.0,227.0,1.0,0.0,1.0,2.0,16.0,36.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,10,3,
126,37.0,35.0,50.0,48.0,232.0,1.0,0.0,1.0,2.0,16.0,38.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,11,3,
127,39.0,37.0,53.0,51.0,234.0,1.0,0.0,1.0,2.0,16.0,43.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,12,3,
128,41.0,39.0,56.0,54.0,249.0,1.0,0.0,1.0,2.0,16.0,52.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,13,3,
129,43.0,41.0,59.0,57.0,244.0,1.0,0.0,1.0,2.0,16.48,50.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,14,3,
130,45.0,43.0,62.0,60.0,241.0,1.0,0.0,1.0,2.0,16.48,46.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,15,3,
131,120.0,54.0,228.0,76.0,319.0,5.0,0.0,1.0,32.0,20.48,111.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,1,3,
132,140.0,57.0,267.0,80.0,332.0,5.0,0.0,1.0,38.0,21.92,124.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,2,3,
133,159.0,68.0,304.0,99.0,381.0,9.0,0.0,1.0,42.0,23.92,155.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,3,3,
134,177.0,77.0,339.0,114.0,387.0,11.0,0.0,1.0,44.0,25.44,173.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,4,3,
135,198.0,86.0,382.0,129.0,390.0,13.0,0.0,1.0,48.0,27.44,162.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,5,3,
136,216.0,93.0,415.0,140.0,433.0,15.0,0.0,1.0,51.0,17.33,200.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,6,3,
137,231.0,104.0,441.0,159.0,450.0,17.0,0.0,1.0,50.0,18.37,216.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,7,3,
138,248.0,113.0,472.0,174.0,508.0,19.0,0.0,1.0,50.0,21.5,266.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,8,3,
139,267.0,120.0,509.0,185.0,484.0,21.0,0.0,1.0,53.0,24.39,230.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,9,3,
140,285.0,131.0,542.0,204.0,517.0,23.0,0.0,1.0,55.0,28.47,276.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,10,3,
141,303.0,138.0,576.0,215.0,563.0,25.0,0.0,1.0,57.0,30.47,296.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,11,3,
142,321.0,149.0,612.0,234.0,563.0,27.0,0.0,1.0,59.0,33.54,312.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,12,3,
143,339.0,156.0,646.0,245.0,603.0,29.0,0.0,1.0,61.0,37.48,341.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,13,3,
144,357.0,167.0,679.0,264.0,594.0,31.0,0.0,1.0,63.0,41.44,318.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,14,3,
145,375.0,174.0,713.0,275.0,699.0,33.0,0.0,1.0,65.0,44.5,408.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,15,3,
146,773.0,128.0,1996.0,188.0,1135.0,23.0,0.0,1.0,222.0,35.09,680.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,1,3,
147,906.0,149.0,2306.0,226.0,1305.0,23.0,0.0,1.0,251.0,105.68,820.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,2,3,
148,1033.0,166.0,2596.0,250.0,1755.0,93.0,0.0,1.0,276.0,107.0,1167.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,3,3,
149,1168.0,165.0,2908.0,242.0,2165.0,128.0,0.0,1.0,315.0,120.47,1417.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,4,3,
150,1302.0,206.0,3224.0,316.0,2599.0,166.0,0.0,1.0,345.0,133.67,1786.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,5,3,
151,1438.0,193.0,3559.0,284.0,3161.0,197.0,0.0,1.0,363.0,167.21,2194.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,6,3,
152,1548.0,217.0,3752.0,326.0,3702.0,235.0,0.0,1.0,350.0,37.63,2517.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,7,3,
153,1685.0,238.0,4077.0,359.0,4558.0,272.0,0.0,1.0,392.0,141.99,3084.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,8,3,
154,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,9,3,
155,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,4,1,3,
156,17.0,15.0,20.0,18.0,210.0,2.0,0.0,1.0,2.0,14.48,20.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,1,4,
157,19.0,17.0,23.0,21.0,211.0,2.0,0.0,1.0,2.0,14.48,18.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,2,4,
158,21.0,19.0,26.0,24.0,212.0,2.0,0.0,1.0,2.0,15.5,22.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,3,4,
159,23.0,21.0,29.0,27.0,213.0,1.0,0.0,1.0,2.0,14.99,25.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,4,4,
160,25.0,23.0,32.0,30.0,216.0,1.0,0.0,1.0,2.0,15.5,26.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,5,4,
161,27.0,25.0,35.0,33.0,216.0,1.0,0.0,1.0,2.0,15.5,24.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,6,4,
162,29.0,27.0,38.0,36.0,217.0,1.0,0.0,1.0,2.0,15.98,27.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,7,4,
163,31.0,29.0,41.0,39.0,225.0,1.0,0.0,1.0,2.0,15.98,32.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,8,4,
