,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx,Exception
88,37.0,35.0,50.0,48.0,229.0,1.0,0.0,1.0,2.0,20.18,37.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,11,2,
89,39.0,37.0,53.0,51.0,232.0,1.0,0.0,1.0,2.0,21.17,37.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,12,2,
90,41.0,39.0,56.0,54.0,238.0,1.0,0.0,1.0,2.0,21.14,44.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,13,2,
91,43.0,41.0,59.0,57.0,238.0,1.0,0.0,1.0,2.0,21.14,42.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,14,2,
92,45.0,43.0,62.0,60.0,244.0,1.0,0.0,1.0,2.0,21.17,48.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,1,15,2,
93,120.0,56.0,234.0,81.0,339.0,10.0,0.0,1.0,32.0,25.62,133.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,1,2,
94,140.0,68.0,275.0,105.0,367.0,14.0,0.0,1.0,36.0,27.7,136.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,2,2,
95,160.0,80.0,317.0,129.0,409.0,18.0,0.0,1.0,40.0,9.51,168.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,3,2,
96,180.0,92.0,359.0,153.0,445.0,22.0,0.0,1.0,44.0,19.52,203.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,4,2,
97,200.0,104.0,403.0,177.0,466.0,26.0,0.0,1.0,50.0,22.62,217.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,5,2,
98,220.0,116.0,443.0,201.0,476.0,30.0,0.0,1.0,52.0,27.77,216.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,6,2,
99,240.0,128.0,485.0,225.0,527.0,34.0,0.0,1.0,56.0,30.65,274.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,7,2,
100,260.0,140.0,527.0,249.0,555.0,38.0,0.0,1.0,60.0,35.7,286.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,8,2,
101,280.0,152.0,569.0,273.0,603.0,42.0,0.0,1.0,64.0,40.7,319.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,9,2,
102,300.0,164.0,611.0,297.0,592.0,46.0,0.0,1.0,68.0,45.75,282.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,10,2,
103,320.0,176.0,653.0,321.0,642.0,50.0,0.0,1.0,72.0,50.79,330.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,11,2,
104,340.0,188.0,695.0,345.0,675.0,54.0,0.0,1.0,76.0,56.81,340.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,12,2,
105,360.0,200.0,737.0,369.0,739.0,58.0,0.0,1.0,80.0,62.83,399.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,13,2,
106,380.0,212.0,779.0,393.0,704.0,62.0,0.0,1.0,84.0,69.85,364.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,14,2,
107,400.0,224.0,821.0,417.0,718.0,66.0,0.0,1.0,88.0,74.9,380.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,2,15,2,
108,779.0,159.0,2129.0,259.0,1327.0,84.0,0.0,1.0,211.0,71.61,852.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,1,2,
109,923.0,190.0,2529.0,324.0,1790.0,136.0,0.0,1.0,252.0,62.75,1146.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,2,2,
110,1067.0,221.0,2924.0,393.0,2207.0,197.0,0.0,1.0,293.0,98.63,1415.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,3,2,
111,1211.0,256.0,3321.0,467.0,2939.0,255.0,0.0,1.0,326.0,164.98,1926.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,4,2,
112,1355.0,291.0,3722.0,541.0,3701.0,319.0,0.0,1.0,374.0,53.4,2381.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,5,2,
113,1499.0,323.0,4151.0,611.0,4577.0,381.0,0.0,1.0,433.0,139.87,3033.0,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,6,2,
114,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,3,7,2,
115,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/2.onnx,TA,4,1,2,
116,17.0,15.0,20.0,18.0,212.0,1.0,0.0,1.0,2.0,18.75,22.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,1,3,
117,19.0,17.0,23.0,21.0,209.0,1.0,0.0,1.0,2.0,19.7,20.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,2,3,
118,21.0,19.0,26.0,24.0,215.0,1.0,0.0,1.0,2.0,20.21,23.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,3,3,
119,23.0,21.0,29.0,27.0,214.0,1.0,0.0,1.0,2.0,19.26,19.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,4,3,
120,25.0,23.0,32.0,30.0,224.0,1.0,0.0,1.0,2.0,20.18,24.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,5,3,
121,27.0,25.0,35.0,33.0,217.0,1.0,0.0,1.0,2.0,20.18,27.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,6,3,
122,29.0,27.0,38.0,36.0,221.0,1.0,0.0,1.0,2.0,20.18,28.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,7,3,
123,31.0,29.0,41.0,39.0,222.0,1.0,0.0,1.0,2.0,20.69,31.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,8,3,
124,33.0,31.0,44.0,42.0,243.0,1.0,0.0,1.0,2.0,20.69,31.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,9,3,
125,35.0,33.0,47.0,45.0,229.0,1.0,0.0,1.0,2.0,20.18,36.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,10,3,
126,37.0,35.0,50.0,48.0,229.0,1.0,0.0,1.0,2.0,20.18,32.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,11,3,
127,39.0,37.0,53.0,51.0,236.0,1.0,0.0,1.0,2.0,21.14,42.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,12,3,
128,41.0,39.0,56.0,54.0,233.0,1.0,0.0,1.0,2.0,21.14,41.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,13,3,
129,43.0,41.0,59.0,57.0,247.0,1.0,0.0,1.0,2.0,20.66,51.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,14,3,
130,45.0,43.0,62.0,60.0,242.0,1.0,0.0,1.0,2.0,21.17,47.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,1,15,3,
131,120.0,54.0,228.0,76.0,328.0,5.0,0.0,1.0,32.0,25.14,123.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,1,3,
132,140.0,57.0,267.0,80.0,333.0,5.0,0.0,1.0,38.0,26.18,110.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,2,3,
133,159.0,68.0,304.0,99.0,369.0,9.0,0.0,1.0,42.0,28.18,145.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,3,3,
134,177.0,75.0,339.0,110.0,371.0,11.0,0.0,1.0,44.0,29.62,151.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,4,3,
135,198.0,84.0,382.0,125.0,420.0,13.0,0.0,1.0,48.0,17.68,174.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,5,3,
136,216.0,95.0,415.0,144.0,417.0,15.0,0.0,1.0,51.0,19.74,198.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,6,3,
137,231.0,104.0,441.0,159.0,433.0,17.0,0.0,1.0,50.0,23.83,199.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,7,3,
138,248.0,111.0,472.0,170.0,479.0,19.0,0.0,1.0,50.0,24.74,215.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,8,3,
139,267.0,120.0,509.0,185.0,509.0,21.0,0.0,1.0,53.0,27.76,257.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,9,3,
140,285.0,131.0,542.0,204.0,506.0,23.0,0.0,1.0,55.0,31.73,261.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,10,3,
141,303.0,138.0,576.0,215.0,541.0,25.0,0.0,1.0,57.0,34.81,275.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,11,3,
142,321.0,149.0,612.0,234.0,549.0,27.0,0.0,1.0,59.0,36.85,285.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,12,3,
143,339.0,156.0,646.0,245.0,525.0,29.0,0.0,1.0,61.0,38.88,256.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,13,3,
144,357.0,167.0,679.0,264.0,575.0,31.0,0.0,1.0,63.0,43.85,290.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,14,3,
145,375.0,174.0,713.0,275.0,593.0,33.0,0.0,1.0,65.0,46.92,315.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,2,15,3,
146,773.0,140.0,1996.0,213.0,1162.0,23.0,0.0,1.0,222.0,154.73,671.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,1,3,
147,906.0,143.0,2306.0,212.0,1365.0,23.0,0.0,1.0,251.0,74.33,799.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,2,3,
148,1033.0,163.0,2596.0,245.0,1828.0,93.0,0.0,1.0,276.0,59.35,1172.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,3,3,
149,1168.0,174.0,2908.0,261.0,2098.0,128.0,0.0,1.0,315.0,57.4,1377.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,4,3,
150,1302.0,211.0,3224.0,328.0,2723.0,166.0,0.0,1.0,345.0,50.63,1847.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,5,3,
151,1438.0,198.0,3559.0,293.0,3262.0,197.0,0.0,1.0,363.0,190.31,2224.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,6,3,
152,1548.0,216.0,3752.0,324.0,3832.0,235.0,0.0,1.0,350.0,22.29,2527.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,7,3,
153,1685.0,240.0,4077.0,366.0,4533.0,272.0,0.0,1.0,392.0,103.63,2978.0,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,8,3,
154,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,3,9,3,
155,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/3.onnx,TA,4,1,3,
156,17.0,15.0,20.0,18.0,209.0,2.0,0.0,1.0,2.0,18.24,20.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,1,4,
157,19.0,17.0,23.0,21.0,225.0,2.0,0.0,1.0,2.0,19.7,29.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,2,4,
158,21.0,19.0,26.0,24.0,219.0,2.0,0.0,1.0,2.0,20.21,26.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,3,4,
159,23.0,21.0,29.0,27.0,217.0,1.0,0.0,1.0,2.0,19.7,22.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,4,4,
160,25.0,23.0,32.0,30.0,214.0,1.0,0.0,1.0,2.0,19.7,23.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,5,4,
161,27.0,25.0,35.0,33.0,219.0,1.0,0.0,1.0,2.0,20.18,30.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,6,4,
162,29.0,27.0,38.0,36.0,224.0,1.0,0.0,1.0,2.0,20.18,27.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,7,4,
163,31.0,29.0,41.0,39.0,243.0,1.0,0.0,1.0,2.0,20.69,29.0,False,new,experiments/results/TA_2_2/pathLabels/4.onnx,TA,1,8,4,
