,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
45,5,0,4,0,27,0,0,0,1,0.0,8.0,false,OpenSet RA,r,AT,4,1
46,315,0,386,0,222,0,0,0,74,0.0,174.0,false,OpenSet RA,r,AT,4,2
47,1484,0,2556,0,1129,203,0,0,563,0.0,718.0,false,OpenSet RA,r,AT,4,3
48,3377,731,6968,1507,4460,373,0,1,2052,225.4,1738.0,false,OpenSet RA,r,AT,4,4
49,5761,741,12181,1490,7009,304,0,1,3264,231.23,3252.0,false,OpenSet RA,r,AT,4,5
50,8128,0,15001,0,6783,140,0,0,3007,155.71,5599.0,true,OpenSet RA,r,AT,4,6
51,8454,0,15001,0,7280,112,0,0,2663,123.79,6702.0,true,OpenSet RA,r,AT,4,7
52,8469,0,15001,0,8866,0,0,0,1717,158.57,8427.0,true,OpenSet RA,r,AT,4,8
53,9223,0,15001,0,11376,0,0,0,690,92.64,10982.0,true,OpenSet RA,r,AT,4,9
54,10192,0,15001,0,13440,0,0,0,495,159.25,13025.0,true,OpenSet RA,r,AT,4,10
55,10272,0,15001,0,15887,0,0,0,250,185.31,15469.0,true,OpenSet RA,r,AT,4,11
56,10390,0,15001,0,20276,0,0,0,246,157.32,19872.0,true,OpenSet RA,r,AT,4,12
57,10635,0,15001,0,24861,0,0,0,202,161.2,24395.0,true,OpenSet RA,r,AT,4,13
58,11642,0,15001,0,29873,0,0,0,182,157.45,29351.0,true,OpenSet RA,r,AT,4,14
59,12434,0,15001,0,36496,0,0,0,136,220.09,35936.0,true,OpenSet RA,r,AT,4,15
60,5,0,4,0,47,0,0,0,1,0.0,18.0,false,OpenSet RA,r,AT,5,1
61,1231,0,1626,0,805,0,0,0,344,0.0,706.0,false,OpenSet RA,r,AT,5,2
62,4150,0,5991,0,2350,0,0,0,1758,0.0,2109.0,false,OpenSet RA,r,AT,5,3
63,9764,0,15001,0,6521,0,0,0,4309,114.19,5960.0,true,OpenSet RA,r,AT,5,4
64,9744,0,15001,0,8119,0,0,0,1640,37.87,7670.0,true,OpenSet RA,r,AT,5,5
65,10126,0,15001,0,9945,0,0,0,988,178.79,9552.0,true,OpenSet RA,r,AT,5,6
66,10174,0,15001,0,12644,0,0,0,983,133.73,12149.0,true,OpenSet RA,r,AT,5,7
67,11536,0,15001,0,17895,0,0,0,665,155.02,17438.0,true,OpenSet RA,r,AT,5,8
68,11758,0,15001,0,22255,0,0,0,593,125.96,21751.0,true,OpenSet RA,r,AT,5,9
69,11072,0,15001,0,25079,0,0,0,459,178.49,24564.0,true,OpenSet RA,r,AT,5,10
70,11934,0,15001,0,31709,0,0,0,376,167.4,31195.0,true,OpenSet RA,r,AT,5,11
71,12495,0,15001,0,37670,0,0,0,297,144.78,37121.0,true,OpenSet RA,r,AT,5,12
72,13224,0,15001,0,45178,0,0,0,245,187.86,44583.0,true,OpenSet RA,r,AT,5,13
73,13510,0,15001,0,52374,0,0,0,200,183.2,51714.0,true,OpenSet RA,r,AT,5,14
74,13847,0,15001,0,62104,0,0,0,154,174.74,61448.0,true,OpenSet RA,r,AT,5,15
75,5,0,4,0,59,0,0,0,1,0.0,15.0,false,OpenSet RA,r,AT,6,1
76,3534,0,4637,0,2143,0,0,0,964,0.0,1964.0,false,OpenSet RA,r,AT,6,2
77,10166,0,15001,0,7289,0,0,0,2778,61.88,6773.0,true,OpenSet RA,r,AT,6,3
78,11543,0,15001,0,9904,0,0,0,2042,141.9,9476.0,true,OpenSet RA,r,AT,6,4
79,12283,0,15001,0,14423,0,0,0,1604,139.3,13916.0,true,OpenSet RA,r,AT,6,5
80,11385,0,15001,0,17160,0,0,0,1459,190.6,16646.0,true,OpenSet RA,r,AT,6,6
81,12205,0,15001,0,22327,0,0,0,904,148.58,21765.0,true,OpenSet RA,r,AT,6,7
82,11957,0,15001,0,27656,0,0,0,726,154.49,27110.0,true,OpenSet RA,r,AT,6,8
83,12056,0,15001,0,32592,0,0,0,581,159.37,32063.0,true,OpenSet RA,r,AT,6,9
84,12888,0,15001,0,40096,0,0,0,411,182.86,39528.0,true,OpenSet RA,r,AT,6,10
85,13452,0,15001,0,48125,0,0,0,339,175.84,47479.0,true,OpenSet RA,r,AT,6,11
86,13873,0,15001,0,57662,0,0,0,372,186.25,56970.0,true,OpenSet RA,r,AT,6,12
87,13790,0,15001,0,65481,0,0,0,215,186.86,64775.0,true,OpenSet RA,r,AT,6,13
88,14041,0,15001,0,74540,0,0,0,245,243.31,73792.0,true,OpenSet RA,r,AT,6,14
89,14320,0,15001,0,86611,0,0,0,213,208.24,85833.0,true,OpenSet RA,r,AT,6,15
90,5,0,4,0,48,0,0,0,1,0.0,18.0,false,OpenSet RA,r,AT,7,1
91,9153,0,11792,0,6309,0,0,0,2399,121.0,5889.0,false,OpenSet RA,r,AT,7,2
92,12197,0,15001,0,10469,0,0,0,2858,138.35,9987.0,true,OpenSet RA,r,AT,7,3
93,12386,0,15001,0,15299,0,0,0,2130,144.05,14835.0,true,OpenSet RA,r,AT,7,4
94,12684,0,15001,0,20049,0,0,0,1922,134.52,19461.0,true,OpenSet RA,r,AT,7,5
95,12658,0,15001,0,26375,0,0,0,1337,150.06,25742.0,true,OpenSet RA,r,AT,7,6
96,12282,0,15001,0,31361,0,0,0,1044,167.24,30785.0,true,OpenSet RA,r,AT,7,7
97,12583,0,15001,0,38947,0,0,0,786,156.62,38309.0,true,OpenSet RA,r,AT,7,8
98,13291,0,15001,0,48640,0,0,0,573,195.73,47992.0,true,OpenSet RA,r,AT,7,9
99,13819,0,15001,0,56250,0,0,0,512,165.27,55543.0,true,OpenSet RA,r,AT,7,10
100,13945,0,15001,0,68536,0,0,0,416,204.47,67753.0,true,OpenSet RA,r,AT,7,11
101,14020,0,15001,0,78985,0,0,0,370,219.66,78193.0,true,OpenSet RA,r,AT,7,12
102,13978,0,15001,0,92181,0,0,0,340,230.16,91365.0,true,OpenSet RA,r,AT,7,13
103,14263,0,15001,0,101968,0,0,0,284,266.18,101116.0,true,OpenSet RA,r,AT,7,14
104,14365,0,15001,0,121024,0,0,0,260,290.67,120075.0,true,OpenSet RA,r,AT,7,15
105,5,0,4,0,59,0,0,0,1,0.0,22.0,false,OpenSet RA,r,AT,8,1
106,12599,0,15001,0,10091,0,0,0,2493,152.79,9555.0,true,OpenSet RA,r,AT,8,2
107,13025,0,15001,0,16222,0,0,0,2638,170.22,15671.0,true,OpenSet RA,r,AT,8,3
108,13730,0,15001,0,21651,0,0,0,2382,167.85,21079.0,true,OpenSet RA,r,AT,8,4
109,13085,0,15001,0,26919,0,0,0,2107,123.52,26221.0,true,OpenSet RA,r,AT,8,5
110,12801,0,15001,0,34405,0,0,0,1371,147.72,33730.0,true,OpenSet RA,r,AT,8,6
111,12674,0,15001,0,41753,0,0,0,1059,160.11,41085.0,true,OpenSet RA,r,AT,8,7
112,13386,0,15001,0,53999,0,0,0,840,194.49,53315.0,true,OpenSet RA,r,AT,8,8
113,13713,0,15001,0,63128,0,0,0,642,213.91,62392.0,true,OpenSet RA,r,AT,8,9
114,14116,0,15001,0,76245,0,0,0,482,258.12,75409.0,true,OpenSet RA,r,AT,8,10
115,14105,0,15001,0,86764,0,0,0,398,226.42,85939.0,true,OpenSet RA,r,AT,8,11
116,14166,0,15001,0,100818,0,0,0,364,279.82,99908.0,true,OpenSet RA,r,AT,8,12
117,14387,0,15001,0,119333,0,0,0,343,277.16,118393.0,true,OpenSet RA,r,AT,8,13
118,14550,0,15001,0,135170,0,0,0,302,194.58,134125.0,true,OpenSet RA,r,AT,8,14
119,14539,0,15001,0,152028,0,0,0,288,301.22,150887.0,true,OpenSet RA,r,AT,8,15
120,5,0,4,0,78,0,0,0,1,0.0,32.0,false,OpenSet RA,r,AT,9,1
121,13255,0,15001,0,15856,0,0,0,3016,196.34,15274.0,true,OpenSet RA,r,AT,9,2
122,14096,0,15001,0,22301,0,0,0,2745,144.65,21714.0,true,OpenSet RA,r,AT,9,3
123,13851,0,15001,0,28615,0,0,0,2523,169.35,27983.0,true,OpenSet RA,r,AT,9,4
124,13374,0,15001,0,36521,0,0,0,1931,156.92,35811.0,true,OpenSet RA,r,AT,9,5
125,12539,0,15001,0,43323,0,0,0,1482,184.81,42710.0,true,OpenSet RA,r,AT,9,6
126,13559,0,15001,0,58159,0,0,0,1048,233.2,57426.0,true,OpenSet RA,r,AT,9,7
127,13917,0,15001,0,70698,0,0,0,885,278.5,69944.0,true,OpenSet RA,r,AT,9,8
128,14056,0,15001,0,83120,0,0,0,709,261.16,82262.0,true,OpenSet RA,r,AT,9,9
129,14254,0,15001,0,97912,0,0,0,591,206.93,96996.0,true,OpenSet RA,r,AT,9,10
130,14361,0,15001,0,116551,0,0,0,530,294.26,115533.0,true,OpenSet RA,r,AT,9,11
131,14315,0,15001,0,130141,0,0,0,442,296.74,129107.0,true,OpenSet RA,r,AT,9,12
132,14587,0,15001,0,157204,0,0,0,469,335.82,155991.0,true,OpenSet RA,r,AT,9,13
133,14494,0,15001,0,171250,0,0,0,283,328.78,170116.0,true,OpenSet RA,r,AT,9,14
134,14557,0,15001,0,191005,0,0,0,305,218.31,189775.0,true,OpenSet RA,r,AT,9,15
135,5,0,4,0,94,0,0,0,1,0.0,39.0,false,OpenSet RA,r,AT,10,1
136,13606,0,15001,0,20708,0,0,0,3330,194.6,20094.0,true,OpenSet RA,r,AT,10,2
137,14310,0,15001,0,30583,0,0,0,2874,167.0,29904.0,true,OpenSet RA,r,AT,10,3
138,13988,0,15001,0,35957,0,0,0,2612,166.18,35248.0,true,OpenSet RA,r,AT,10,4
139,13308,0,15001,0,43923,0,0,0,1876,229.32,43125.0,true,OpenSet RA,r,AT,10,5
140,13268,0,15001,0,55956,0,0,0,1483,247.54,55164.0,true,OpenSet RA,r,AT,10,6
141,13799,0,15001,0,68879,0,0,0,1009,253.27,68037.0,true,OpenSet RA,r,AT,10,7
142,13942,0,15001,0,86652,0,0,0,868,263.9,85716.0,true,OpenSet RA,r,AT,10,8
143,14213,0,15001,0,104621,0,0,0,688,190.18,103621.0,true,OpenSet RA,r,AT,10,9
144,14275,0,15001,0,122131,0,0,0,522,278.82,121059.0,true,OpenSet RA,r,AT,10,10
145,14416,0,15001,0,144807,0,0,0,497,303.99,143639.0,true,OpenSet RA,r,AT,10,11
146,14400,0,15001,0,167504,0,0,0,526,304.89,166237.0,true,OpenSet RA,r,AT,10,12
147,14414,0,15001,0,186110,0,0,0,377,315.03,184813.0,true,OpenSet RA,r,AT,10,13
148,14560,0,15001,0,208508,0,0,0,372,325.97,207228.0,true,OpenSet RA,r,AT,10,14
149,14583,0,15001,0,240306,0,0,0,312,469.17,238873.0,true,OpenSet RA,r,AT,10,15
150,5,0,4,0,112,0,0,0,1,0.0,46.0,false,OpenSet RA,r,AT,11,1
151,13679,0,15001,0,29504,0,0,0,4436,151.08,28711.0,true,OpenSet RA,r,AT,11,2
152,14196,0,15001,0,35882,0,0,0,2693,147.03,35192.0,true,OpenSet RA,r,AT,11,3
153,14070,0,15001,0,44724,0,0,0,2726,245.91,43872.0,true,OpenSet RA,r,AT,11,4
154,13054,0,15001,0,56025,0,0,0,2081,226.33,55177.0,true,OpenSet RA,r,AT,11,5
155,13780,0,15001,0,70776,0,0,0,1459,267.69,69910.0,true,OpenSet RA,r,AT,11,6
156,14008,0,15001,0,91531,0,0,0,1165,271.26,90613.0,true,OpenSet RA,r,AT,11,7
157,14256,0,15001,0,112599,0,0,0,899,297.56,111628.0,true,OpenSet RA,r,AT,11,8
158,14394,0,15001,0,133502,0,0,0,837,266.35,132356.0,true,OpenSet RA,r,AT,11,9
159,14509,0,15001,0,149644,0,0,0,635,348.19,148478.0,true,OpenSet RA,r,AT,11,10
160,14466,0,15001,0,179503,0,0,0,609,378.48,178218.0,true,OpenSet RA,r,AT,11,11
161,14636,0,15001,0,201668,0,0,0,552,395.99,200243.0,true,OpenSet RA,r,AT,11,12
162,14556,0,15001,0,219126,0,0,0,447,498.76,217752.0,true,OpenSet RA,r,AT,11,13
163,14655,0,15001,0,250557,0,0,0,386,565.07,249072.0,true,OpenSet RA,r,AT,11,14
164,14578,0,15001,0,310466,0,0,0,398,551.11,308817.0,true,OpenSet RA,r,AT,11,15
165,5,0,4,0,148,0,0,0,1,0.0,47.0,false,OpenSet RA,r,AT,12,1
166,14199,0,15001,0,33496,0,0,0,4295,150.93,32733.0,true,OpenSet RA,r,AT,12,2
167,14208,0,15001,0,44306,0,0,0,2874,235.9,43510.0,true,OpenSet RA,r,AT,12,3
168,14188,0,15001,0,53361,0,0,0,2774,151.33,52467.0,true,OpenSet RA,r,AT,12,4
169,13538,0,15001,0,66656,0,0,0,2056,247.81,65802.0,true,OpenSet RA,r,AT,12,5
170,14036,0,15001,0,86560,0,0,0,1397,283.88,85558.0,true,OpenSet RA,r,AT,12,6
171,14247,0,15001,0,109296,0,0,0,1124,305.11,108239.0,true,OpenSet RA,r,AT,12,7
172,14220,0,15001,0,135271,0,0,0,1007,360.92,134039.0,true,OpenSet RA,r,AT,12,8
173,14542,0,15001,0,162237,0,0,0,904,337.92,160970.0,true,OpenSet RA,r,AT,12,9
174,14627,0,15001,0,184620,0,0,0,715,278.8,183222.0,true,OpenSet RA,r,AT,12,10
175,14592,0,15001,0,213356,0,0,0,715,522.2,211936.0,true,OpenSet RA,r,AT,12,11
176,14597,0,15001,0,218689,0,0,0,481,564.61,217121.0,true,OpenSet RA,r,AT,12,12
177,14650,0,15001,0,273926,0,0,0,441,578.89,272131.0,true,OpenSet RA,r,AT,12,13
178,14499,0,15001,0,311978,0,0,0,355,625.8,310139.0,true,OpenSet RA,r,AT,12,14
179,14620,0,15001,0,345341,0,0,0,287,630.95,343473.0,true,OpenSet RA,r,AT,12,15
180,5,0,4,0,178,0,0,0,1,0.0,77.0,false,OpenSet RA,r,AT,13,1
181,14227,0,15001,0,38673,0,0,0,3765,229.57,37875.0,true,OpenSet RA,r,AT,13,2
182,14225,0,15001,0,50358,0,0,0,2940,251.14,49553.0,true,OpenSet RA,r,AT,13,3
183,14225,0,15001,0,66430,0,0,0,2860,262.77,65469.0,true,OpenSet RA,r,AT,13,4
184,13865,0,15001,0,83931,0,0,0,2001,316.98,82865.0,true,OpenSet RA,r,AT,13,5
185,14081,0,15001,0,106401,0,0,0,1558,307.29,105338.0,true,OpenSet RA,r,AT,13,6
186,14523,0,15001,0,134942,0,0,0,1233,378.3,133680.0,true,OpenSet RA,r,AT,13,7
187,14377,0,15001,0,160192,0,0,0,900,205.66,158824.0,true,OpenSet RA,r,AT,13,8
188,14372,0,15001,0,187039,0,0,0,739,483.27,185645.0,true,OpenSet RA,r,AT,13,9
189,14606,0,15001,0,219900,0,0,0,718,585.67,218312.0,true,OpenSet RA,r,AT,13,10
190,14557,0,15001,0,249414,0,0,0,458,605.03,247841.0,true,OpenSet RA,r,AT,13,11
191,14690,0,15001,0,288585,0,0,0,526,716.64,286802.0,true,OpenSet RA,r,AT,13,12
192,14642,0,15001,0,341126,0,0,0,454,626.87,339165.0,true,OpenSet RA,r,AT,13,13
193,14639,0,15001,0,373157,0,0,0,378,673.55,371143.0,true,OpenSet RA,r,AT,13,14
194,14629,0,15001,0,410599,0,0,0,388,489.91,408517.0,true,OpenSet RA,r,AT,13,15
195,5,0,4,0,186,0,0,0,1,0.0,65.0,false,OpenSet RA,r,AT,14,1
196,14363,0,15001,0,47861,0,0,0,3428,209.33,47022.0,true,OpenSet RA,r,AT,14,2
197,14257,0,15001,0,59713,0,0,0,2925,259.11,58857.0,true,OpenSet RA,r,AT,14,3
198,14294,0,15001,0,79632,0,0,0,2845,143.93,78560.0,true,OpenSet RA,r,AT,14,4
199,14150,0,15001,0,103970,0,0,0,2013,330.5,102815.0,true,OpenSet RA,r,AT,14,5
200,14347,0,15001,0,127454,0,0,0,1566,285.27,126189.0,true,OpenSet RA,r,AT,14,6
201,14464,0,15001,0,160871,0,0,0,1126,534.71,159422.0,true,OpenSet RA,r,AT,14,7
202,14525,0,15001,0,195989,0,0,0,935,628.73,194454.0,true,OpenSet RA,r,AT,14,8
203,14536,0,15001,0,229291,0,0,0,791,586.86,227650.0,true,OpenSet RA,r,AT,14,9
204,14707,0,15001,0,276441,0,0,0,708,654.24,274523.0,true,OpenSet RA,r,AT,14,10
205,14730,0,15001,0,306277,0,0,0,603,603.81,304337.0,true,OpenSet RA,r,AT,14,11
206,14694,0,15001,0,347028,0,0,0,500,702.51,344981.0,true,OpenSet RA,r,AT,14,12
207,14673,0,15001,0,390297,0,0,0,420,690.99,388202.0,true,OpenSet RA,r,AT,14,13
208,14651,0,15001,0,445588,0,0,0,369,533.63,443223.0,true,OpenSet RA,r,AT,14,14
209,14643,0,15001,0,502516,0,0,0,312,572.44,499971.0,true,OpenSet RA,r,AT,14,15
210,5,0,4,0,188,0,0,0,1,0.0,58.0,false,OpenSet RA,r,AT,15,1
211,14392,0,15001,0,54986,0,0,0,3156,247.71,54084.0,true,OpenSet RA,r,AT,15,2
212,14319,0,15001,0,70364,0,0,0,3015,291.26,69332.0,true,OpenSet RA,r,AT,15,3
213,14337,0,15001,0,92775,0,0,0,2995,314.2,91551.0,true,OpenSet RA,r,AT,15,4
214,14106,0,15001,0,124452,0,0,0,1935,446.13,123100.0,true,OpenSet RA,r,AT,15,5
215,14360,0,15001,0,149385,0,0,0,1579,543.27,147881.0,true,OpenSet RA,r,AT,15,6
216,14648,0,15001,0,191484,0,0,0,1286,319.0,189885.0,true,OpenSet RA,r,AT,15,7
217,14603,0,15001,0,231547,0,0,0,1101,626.57,229798.0,true,OpenSet RA,r,AT,15,8
218,14479,0,15001,0,256925,0,0,0,822,552.95,255125.0,true,OpenSet RA,r,AT,15,9
219,14701,0,15001,0,317172,0,0,0,699,705.73,315059.0,true,OpenSet RA,r,AT,15,10
220,14742,0,15001,0,353713,0,0,0,580,472.32,351510.0,true,OpenSet RA,r,AT,15,11
221,14698,0,15001,0,395678,0,0,0,456,529.54,393395.0,true,OpenSet RA,r,AT,15,12
222,14641,0,15001,0,464363,0,0,0,545,713.81,461828.0,true,OpenSet RA,r,AT,15,13
223,14643,0,15001,0,527316,0,0,0,352,759.09,524579.0,true,OpenSet RA,r,AT,15,14
224,14640,0,15001,0,556069,0,0,0,295,870.1,553291.0,true,OpenSet RA,r,AT,15,15
