,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
60,712,214,1695,488,1229,801,0,1,0,184.68,130.0,false,OpenSet RA,r,BW,5,1
61,4407,0,15001,0,45775,9312,0,0,0,327.59,864.0,true,OpenSet RA,r,BW,5,2
62,7266,0,15001,0,19210,5505,0,0,0,291.46,1411.0,true,OpenSet RA,r,BW,5,3
63,9564,0,15001,0,3163,46,0,0,0,0.0,2290.0,true,OpenSet RA,r,BW,5,4
64,9974,0,15001,0,2802,0,0,0,0,0.0,2312.0,true,OpenSet RA,r,BW,5,5
65,10127,0,15001,0,3044,0,0,0,0,0.0,2408.0,true,OpenSet RA,r,BW,5,6
66,10281,0,15001,0,2942,0,0,0,0,0.0,2458.0,true,OpenSet RA,r,BW,5,7
67,10274,0,15001,0,3279,0,0,0,0,0.0,2859.0,true,OpenSet RA,r,BW,5,8
68,10462,0,15001,0,3269,0,0,0,0,0.0,2802.0,true,OpenSet RA,r,BW,5,9
69,10584,0,15001,0,3407,0,0,0,0,0.0,2989.0,true,OpenSet RA,r,BW,5,10
70,10491,0,15001,0,3417,0,0,0,0,0.0,2989.0,true,OpenSet RA,r,BW,5,11
71,10638,0,15001,0,3402,0,0,0,0,0.0,2957.0,true,OpenSet RA,r,BW,5,12
72,10776,0,15001,0,3485,0,0,0,0,0.0,3040.0,true,OpenSet RA,r,BW,5,13
73,10732,0,15001,0,3702,0,0,0,0,0.0,3192.0,true,OpenSet RA,r,BW,5,14
74,10944,0,15001,0,3874,0,0,0,0,0.0,3361.0,true,OpenSet RA,r,BW,5,15
75,3095,517,9278,1333,31011,5203,0,1,0,271.5,502.0,false,OpenSet RA,r,BW,6,1
76,6910,0,15001,0,18771,5322,0,0,0,327.82,1777.0,true,OpenSet RA,r,BW,6,2
77,9617,0,15001,0,3249,0,0,0,0,0.0,2747.0,true,OpenSet RA,r,BW,6,3
78,10016,0,15001,0,3466,0,0,0,0,0.0,3067.0,true,OpenSet RA,r,BW,6,4
79,10314,0,15001,0,3697,0,0,0,0,0.0,3264.0,true,OpenSet RA,r,BW,6,5
80,10261,0,15001,0,3619,0,0,0,0,0.0,3262.0,true,OpenSet RA,r,BW,6,6
81,10494,0,15001,0,3737,0,0,0,0,0.0,3399.0,true,OpenSet RA,r,BW,6,7
82,10584,0,15001,0,4295,0,0,0,0,0.0,3950.0,true,OpenSet RA,r,BW,6,8
83,10451,0,15001,0,3924,0,0,0,0,0.0,3586.0,true,OpenSet RA,r,BW,6,9
84,10703,0,15001,0,4149,0,0,0,0,0.0,3782.0,true,OpenSet RA,r,BW,6,10
85,10840,0,15001,0,4218,0,0,0,0,0.0,3827.0,true,OpenSet RA,r,BW,6,11
86,10851,0,15001,0,4731,0,0,0,0,0.0,4322.0,true,OpenSet RA,r,BW,6,12
87,11024,0,15001,0,4897,0,0,0,0,0.0,4454.0,true,OpenSet RA,r,BW,6,13
88,11159,0,15001,0,5222,0,0,0,0,151.92,4701.0,true,OpenSet RA,r,BW,6,14
89,11222,0,15001,0,5486,0,0,0,0,183.22,4879.0,true,OpenSet RA,r,BW,6,15
90,7005,0,15001,0,66529,4271,0,0,0,333.53,889.0,true,OpenSet RA,r,BW,7,1
91,9266,0,15001,0,3788,0,0,0,0,0.0,3226.0,true,OpenSet RA,r,BW,7,2
92,10044,0,15001,0,3903,0,0,0,0,0.0,3553.0,true,OpenSet RA,r,BW,7,3
93,10139,0,15001,0,4136,0,0,0,0,0.0,3726.0,true,OpenSet RA,r,BW,7,4
94,10449,0,15001,0,4699,0,0,0,0,0.0,4389.0,true,OpenSet RA,r,BW,7,5
95,10378,0,15001,0,4623,0,0,0,0,0.0,4327.0,true,OpenSet RA,r,BW,7,6
96,10525,0,15001,0,5195,0,0,0,0,79.07,4883.0,true,OpenSet RA,r,BW,7,7
97,10752,0,15001,0,5671,0,0,0,0,217.14,5367.0,true,OpenSet RA,r,BW,7,8
98,10805,0,15001,0,5697,0,0,0,0,55.86,5371.0,true,OpenSet RA,r,BW,7,9
99,10887,0,15001,0,5723,0,0,0,0,103.63,5375.0,true,OpenSet RA,r,BW,7,10
100,11035,0,15001,0,5892,0,0,0,0,146.52,5481.0,true,OpenSet RA,r,BW,7,11
101,11193,0,15001,0,6244,0,0,0,0,101.67,5778.0,true,OpenSet RA,r,BW,7,12
102,11281,0,15001,0,6425,0,0,0,0,46.16,5872.0,true,OpenSet RA,r,BW,7,13
103,11351,0,15001,0,6690,0,0,0,0,113.18,6162.0,true,OpenSet RA,r,BW,7,14
104,11382,0,15001,0,6432,0,0,0,0,186.72,5925.0,true,OpenSet RA,r,BW,7,15
105,8459,0,15001,0,11687,1215,0,0,0,322.93,1565.0,true,OpenSet RA,r,BW,8,1
106,9534,0,15001,0,4190,0,0,0,0,0.0,3847.0,true,OpenSet RA,r,BW,8,2
107,10204,0,15001,0,4706,0,0,0,0,0.0,4399.0,true,OpenSet RA,r,BW,8,3
108,10421,0,15001,0,5139,0,0,0,0,51.47,4817.0,true,OpenSet RA,r,BW,8,4
109,10452,0,15001,0,5847,0,0,0,0,75.18,5559.0,true,OpenSet RA,r,BW,8,5
110,10510,0,15001,0,6160,0,0,0,0,38.66,5871.0,true,OpenSet RA,r,BW,8,6
111,10794,0,15001,0,6171,0,0,0,0,127.96,5863.0,true,OpenSet RA,r,BW,8,7
112,10893,0,15001,0,7112,0,0,0,0,128.83,6798.0,true,OpenSet RA,r,BW,8,8
113,10952,0,15001,0,7068,0,0,0,0,48.65,6712.0,true,OpenSet RA,r,BW,8,9
114,11064,0,15001,0,7226,0,0,0,0,56.66,6795.0,true,OpenSet RA,r,BW,8,10
115,11202,0,15001,0,7502,0,0,0,0,223.38,7087.0,true,OpenSet RA,r,BW,8,11
116,11337,0,15001,0,7982,0,0,0,0,68.53,7547.0,true,OpenSet RA,r,BW,8,12
117,11383,0,15001,0,8123,0,0,0,0,165.19,7669.0,true,OpenSet RA,r,BW,8,13
118,11369,0,15001,0,8182,0,0,0,0,92.56,7691.0,true,OpenSet RA,r,BW,8,14
119,11368,0,15001,0,8447,0,0,0,0,240.12,8008.0,true,OpenSet RA,r,BW,8,15
120,9349,0,15001,0,5535,5,0,0,0,199.33,2280.0,true,OpenSet RA,r,BW,9,1
121,10150,0,15001,0,5123,0,0,0,0,86.49,4782.0,true,OpenSet RA,r,BW,9,2
122,10140,0,15001,0,5949,0,0,0,0,94.93,5601.0,true,OpenSet RA,r,BW,9,3
123,10610,0,15001,0,7118,0,0,0,0,43.82,6815.0,true,OpenSet RA,r,BW,9,4
124,10654,0,15001,0,7540,0,0,0,0,172.63,7254.0,true,OpenSet RA,r,BW,9,5
125,10532,0,15001,0,7590,0,0,0,0,54.52,7263.0,true,OpenSet RA,r,BW,9,6
126,10935,0,15001,0,8137,0,0,0,0,48.93,7821.0,true,OpenSet RA,r,BW,9,7
127,10996,0,15001,0,8705,0,0,0,0,149.72,8337.0,true,OpenSet RA,r,BW,9,8
128,11222,0,15001,0,8889,0,0,0,0,149.73,8459.0,true,OpenSet RA,r,BW,9,9
129,11276,0,15001,0,8951,0,0,0,0,179.7,8500.0,true,OpenSet RA,r,BW,9,10
130,11401,0,15001,0,8536,0,0,0,0,90.47,8081.0,true,OpenSet RA,r,BW,9,11
131,11420,0,15001,0,9924,0,0,0,0,199.9,9479.0,true,OpenSet RA,r,BW,9,12
132,11340,0,15001,0,9971,0,0,0,0,123.12,9548.0,true,OpenSet RA,r,BW,9,13
133,11386,0,15001,0,10136,0,0,0,0,151.03,9725.0,true,OpenSet RA,r,BW,9,14
134,11390,0,15001,0,9577,0,0,0,0,106.0,9100.0,true,OpenSet RA,r,BW,9,15
135,9503,0,15001,0,6757,1,0,0,0,210.34,4220.0,true,OpenSet RA,r,BW,10,1
136,10528,0,15001,0,6130,0,0,0,0,72.38,5844.0,true,OpenSet RA,r,BW,10,2
137,10584,0,15001,0,7921,0,0,0,0,219.7,7633.0,true,OpenSet RA,r,BW,10,3
138,10601,0,15001,0,8827,0,0,0,0,151.17,8553.0,true,OpenSet RA,r,BW,10,4
139,10879,0,15001,0,9277,0,0,0,0,185.32,8967.0,true,OpenSet RA,r,BW,10,5
140,10879,0,15001,0,8595,0,0,0,0,140.3,8251.0,true,OpenSet RA,r,BW,10,6
141,10970,0,15001,0,9822,0,0,0,0,182.5,9463.0,true,OpenSet RA,r,BW,10,7
142,11144,0,15001,0,10462,0,0,0,0,137.95,10124.0,true,OpenSet RA,r,BW,10,8
143,11320,0,15001,0,9300,0,0,0,0,84.02,8850.0,true,OpenSet RA,r,BW,10,9
144,11415,0,15001,0,11316,0,0,0,0,233.36,10917.0,true,OpenSet RA,r,BW,10,10
145,11404,0,15001,0,11583,0,0,0,0,167.18,11170.0,true,OpenSet RA,r,BW,10,11
146,11446,0,15001,0,12078,0,0,0,0,198.2,11633.0,true,OpenSet RA,r,BW,10,12
147,11434,0,15001,0,12033,0,0,0,0,161.79,11634.0,true,OpenSet RA,r,BW,10,13
148,11442,0,15001,0,12335,0,0,0,0,245.57,11931.0,true,OpenSet RA,r,BW,10,14
149,11449,0,15001,0,12762,0,0,0,0,79.24,12319.0,true,OpenSet RA,r,BW,10,15
150,9238,0,15001,0,3193,0,0,0,0,0.0,2815.0,true,OpenSet RA,r,BW,11,1
151,10382,0,15001,0,6676,0,0,0,0,65.01,6357.0,true,OpenSet RA,r,BW,11,2
152,10647,0,15001,0,9778,0,0,0,0,203.44,9499.0,true,OpenSet RA,r,BW,11,3
153,10688,0,15001,0,10756,0,0,0,0,210.1,10449.0,true,OpenSet RA,r,BW,11,4
154,10581,0,15001,0,11210,0,0,0,0,124.54,10864.0,true,OpenSet RA,r,BW,11,5
155,11075,0,15001,0,11891,0,0,0,0,197.56,11554.0,true,OpenSet RA,r,BW,11,6
156,10985,0,15001,0,11756,0,0,0,0,279.17,11345.0,true,OpenSet RA,r,BW,11,7
157,11270,0,15001,0,12755,0,0,0,0,230.6,12349.0,true,OpenSet RA,r,BW,11,8
158,11426,0,15001,0,11698,0,0,0,0,191.81,11307.0,true,OpenSet RA,r,BW,11,9
159,11429,0,15001,0,13652,0,0,0,0,207.92,13263.0,true,OpenSet RA,r,BW,11,10
160,11382,0,15001,0,12316,0,0,0,0,283.24,11894.0,true,OpenSet RA,r,BW,11,11
161,11368,0,15001,0,14199,0,0,0,0,135.06,13780.0,true,OpenSet RA,r,BW,11,12
162,11366,0,15001,0,14369,0,0,0,0,204.35,13950.0,true,OpenSet RA,r,BW,11,13
163,11371,0,15001,0,15219,0,0,0,0,227.96,14766.0,true,OpenSet RA,r,BW,11,14
164,11368,0,15001,0,15184,0,0,0,0,272.39,14693.0,true,OpenSet RA,r,BW,11,15
165,9583,0,15001,0,2558,0,0,0,0,0.0,2255.0,true,OpenSet RA,r,BW,12,1
166,10045,0,15001,0,9860,0,0,0,0,33.75,9533.0,true,OpenSet RA,r,BW,12,2
167,10332,0,15001,0,11990,0,0,0,0,216.6,11687.0,true,OpenSet RA,r,BW,12,3
168,10755,0,15001,0,11155,0,0,0,0,213.54,10830.0,true,OpenSet RA,r,BW,12,4
169,11103,0,15001,0,13655,0,0,0,0,194.81,13309.0,true,OpenSet RA,r,BW,12,5
170,10866,0,15001,0,13683,0,0,0,0,204.7,13350.0,true,OpenSet RA,r,BW,12,6
171,11293,0,15001,0,14486,0,0,0,0,183.17,14101.0,true,OpenSet RA,r,BW,12,7
172,11410,0,15001,0,15653,0,0,0,0,285.37,15204.0,true,OpenSet RA,r,BW,12,8
173,11436,0,15001,0,14766,0,0,0,0,191.11,14381.0,true,OpenSet RA,r,BW,12,9
174,11397,0,15001,0,16014,0,0,0,0,140.85,15640.0,true,OpenSet RA,r,BW,12,10
175,11369,0,15001,0,16467,0,0,0,0,295.74,16049.0,true,OpenSet RA,r,BW,12,11
176,11367,0,15001,0,17091,0,0,0,0,130.8,16664.0,true,OpenSet RA,r,BW,12,12
177,11368,0,15001,0,17394,0,0,0,0,194.45,16924.0,true,OpenSet RA,r,BW,12,13
178,11372,0,15001,0,17162,0,0,0,0,259.12,16699.0,true,OpenSet RA,r,BW,12,14
179,11368,0,15001,0,17448,0,0,0,0,263.2,16954.0,true,OpenSet RA,r,BW,12,15
180,9838,0,15001,0,2560,0,0,0,0,0.0,2199.0,true,OpenSet RA,r,BW,13,1
181,10128,0,15001,0,12019,0,0,0,0,217.63,11656.0,true,OpenSet RA,r,BW,13,2
182,10860,0,15001,0,12284,0,0,0,0,265.26,11939.0,true,OpenSet RA,r,BW,13,3
183,11049,0,15001,0,15214,0,0,0,0,278.06,14843.0,true,OpenSet RA,r,BW,13,4
184,10761,0,15001,0,15718,0,0,0,0,191.32,15346.0,true,OpenSet RA,r,BW,13,5
185,11333,0,15001,0,15300,0,0,0,0,235.4,14926.0,true,OpenSet RA,r,BW,13,6
186,11387,0,15001,0,15492,0,0,0,0,245.8,15050.0,true,OpenSet RA,r,BW,13,7
187,11400,0,15001,0,16426,0,0,0,0,225.62,15988.0,true,OpenSet RA,r,BW,13,8
188,11459,0,15001,0,16256,0,0,0,0,236.82,15865.0,true,OpenSet RA,r,BW,13,9
189,11453,0,15001,0,19214,0,0,0,0,280.3,18789.0,true,OpenSet RA,r,BW,13,10
190,11458,0,15001,0,19848,0,0,0,0,305.51,19386.0,true,OpenSet RA,r,BW,13,11
191,11449,0,15001,0,20087,0,0,0,0,260.75,19658.0,true,OpenSet RA,r,BW,13,12
192,11446,0,15001,0,19402,0,0,0,0,299.99,18921.0,true,OpenSet RA,r,BW,13,13
193,11467,0,15001,0,20533,0,0,0,0,316.55,20063.0,true,OpenSet RA,r,BW,13,14
194,11470,0,15001,0,20333,0,0,0,0,238.28,19810.0,true,OpenSet RA,r,BW,13,15
195,10391,0,15001,0,2722,0,0,0,0,0.0,2400.0,true,OpenSet RA,r,BW,14,1
196,10422,0,15001,0,15091,0,0,0,0,248.87,14716.0,true,OpenSet RA,r,BW,14,2
197,10908,0,15001,0,14166,0,0,0,0,242.39,13838.0,true,OpenSet RA,r,BW,14,3
198,10631,0,15001,0,17157,0,0,0,0,241.54,16820.0,true,OpenSet RA,r,BW,14,4
199,11233,0,15001,0,18760,0,0,0,0,227.98,18355.0,true,OpenSet RA,r,BW,14,5
200,11222,0,15001,0,16468,0,0,0,0,210.96,16048.0,true,OpenSet RA,r,BW,14,6
201,11427,0,15001,0,20707,0,0,0,0,197.93,20281.0,true,OpenSet RA,r,BW,14,7
202,11445,0,15001,0,22043,0,0,0,0,222.41,21581.0,true,OpenSet RA,r,BW,14,8
203,11517,0,15001,0,22065,0,0,0,0,289.54,21659.0,true,OpenSet RA,r,BW,14,9
204,11520,0,15001,0,19886,0,0,0,0,156.46,19432.0,true,OpenSet RA,r,BW,14,10
205,11533,0,15001,0,23226,0,0,0,0,273.67,22765.0,true,OpenSet RA,r,BW,14,11
206,11539,0,15001,0,22639,0,0,0,0,253.64,22198.0,true,OpenSet RA,r,BW,14,12
207,11539,0,15001,0,22859,0,0,0,0,286.23,22374.0,true,OpenSet RA,r,BW,14,13
208,11546,0,15001,0,23530,0,0,0,0,356.94,23036.0,true,OpenSet RA,r,BW,14,14
209,11556,0,15001,0,24031,0,0,0,0,236.89,23512.0,true,OpenSet RA,r,BW,14,15
210,9792,0,15001,0,5845,0,0,0,0,129.86,5504.0,true,OpenSet RA,r,BW,15,1
211,10596,0,15001,0,18219,0,0,0,0,229.99,17913.0,true,OpenSet RA,r,BW,15,2
212,10413,0,15001,0,18279,0,0,0,0,205.7,17885.0,true,OpenSet RA,r,BW,15,3
213,11049,0,15001,0,20962,0,0,0,0,228.44,20595.0,true,OpenSet RA,r,BW,15,4
214,11359,0,15001,0,21308,0,0,0,0,196.17,20948.0,true,OpenSet RA,r,BW,15,5
215,11369,0,15001,0,19773,0,0,0,0,170.36,19336.0,true,OpenSet RA,r,BW,15,6
216,11475,0,15001,0,23993,0,0,0,0,307.89,23502.0,true,OpenSet RA,r,BW,15,7
217,11389,0,15001,0,25237,0,0,0,0,217.82,24768.0,true,OpenSet RA,r,BW,15,8
218,11400,0,15001,0,24793,0,0,0,0,111.77,24285.0,true,OpenSet RA,r,BW,15,9
219,11410,0,15001,0,25497,0,0,0,0,349.05,25002.0,true,OpenSet RA,r,BW,15,10
220,11420,0,15001,0,25341,0,0,0,0,393.14,24850.0,true,OpenSet RA,r,BW,15,11
221,11442,0,15001,0,26174,0,0,0,0,314.24,25664.0,true,OpenSet RA,r,BW,15,12
222,11456,0,15001,0,27115,0,0,0,0,350.3,26592.0,true,OpenSet RA,r,BW,15,13
223,11459,0,15001,0,27947,0,0,0,0,276.89,27420.0,true,OpenSet RA,r,BW,15,14
224,11478,0,15001,0,28317,0,0,0,0,383.37,27751.0,true,OpenSet RA,r,BW,15,15
