,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,idx
86,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/88.onnx,TL,1,1,88
87,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/89.onnx,TL,1,1,89
88,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/90.onnx,TL,1,1,90
89,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/91.onnx,TL,1,1,91
90,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/92.onnx,TL,1,1,92
91,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/93.onnx,TL,1,1,93
92,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/94.onnx,TL,1,1,94
93,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/95.onnx,TL,1,1,95
94,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/96.onnx,TL,1,1,96
95,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/97.onnx,TL,1,1,97
96,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/98.onnx,TL,1,1,98
97,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/99.onnx,TL,1,1,99
98,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/100.onnx,TL,1,1,100
99,,,False,True,new,experiments/results/TL_2_2/pathLabelsSGDNoMomentum/101.onnx,TL,1,1,101
