testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments
TL-1-4,mono,,96,50,272,102,11,0,0,0,0,10.13MB,55,True,
TL-1-5,compos,BFS,21,5,25,5,12,1,0,1,6,15.44MB,25,True,
TL-1-5,compos,MA,8,7,10,8,19,2,0,1,0,15.92MB,25,True,
TL-1-5,compos,RA,7,7,8,8,20,2,0,1,0,15.94MB,25,True,
TL-1-5,mono,,139,72,404,155,11,0,0,0,0,10.19MB,66,True,
TL-1-6,compos,BFS,24,5,29,5,13,1,0,1,7,15.44MB,38,True,
TL-1-6,compos,RA,7,7,8,8,21,2,0,1,0,15.92MB,26,True,
TL-1-6,compos,MA,8,7,10,8,21,2,0,1,0,16.00MB,25,True,
TL-1-6,mono,,190,98,562,219,9,0,0,0,0,10.92MB,57,True,
TL-1-7,compos,BFS,27,5,33,5,14,1,0,1,8,15.45MB,26,True,
TL-1-7,compos,RA,7,7,8,8,28,2,0,1,0,16.00MB,26,True,
TL-1-7,compos,MA,8,7,10,8,21,2,0,1,0,16.00MB,26,True,
TL-1-7,mono,,249,128,746,294,17,0,0,0,0,12.34MB,72,True,
TL-1-8,compos,MA,8,7,10,8,21,2,0,1,0,15.93MB,27,True,
TL-1-8,compos,BFS,30,5,37,5,14,1,0,1,9,15.44MB,35,True,
TL-1-8,compos,RA,7,7,8,8,24,2,0,1,0,16.00MB,26,True,
TL-1-8,mono,,316,162,956,380,23,0,0,0,0,13.75MB,74,True,
TL-1-9,compos,MA,8,7,10,8,29,2,0,1,0,16.48MB,34,True,
TL-1-9,compos,BFS,33,5,41,5,16,1,0,1,10,15.44MB,30,True,
TL-1-9,compos,RA,7,7,8,8,24,2,0,1,0,16.00MB,26,True,
TL-1-9,mono,,391,200,1192,477,27,0,0,0,0,15.44MB,64,True,
TL-10-1,compos,MA,355,25,602,26,296,2,0,1,96,90.20MB,29,True,
TL-10-1,compos,RA,716,25,1117,26,935,2,0,1,350,17.05MB,29,True,
TL-10-1,compos,BFS,4078,23,4817,23,1142,2,0,1,3522,120.19MB,38,True,
TL-10-10,compos,RA,25,25,26,26,169,2,0,1,0,15.96MB,43,True,
TL-10-10,compos,BFS,118674,23,158537,23,526221,2,0,1,100546,665.42MB,45,True,
TL-10-10,compos,MA,641,25,888,26,553,2,0,1,10,15.93MB,45,True,
TL-10-11,compos,BFS,129385,23,173056,23,632597,2,0,1,109602,663.96MB,46,True,
TL-10-11,compos,MA,552,25,700,26,522,2,0,1,0,126.70MB,44,True,
TL-10-11,compos,RA,25,25,26,26,174,2,0,1,0,15.92MB,44,True,
TL-10-12,compos,RA,25,25,26,26,184,2,0,1,0,16.00MB,49,True,
TL-10-12,compos,MA,552,25,700,26,533,2,0,1,0,137.66MB,57,True,
TL-10-12,compos,BFS,140096,23,187575,23,744880,2,0,1,118658,665.75MB,47,True,
TL-10-13,compos,BFS,150807,23,202094,23,872481,2,0,1,127714,669.33MB,47,True,
TL-10-13,compos,RA,25,25,26,26,176,2,0,1,0,16.00MB,49,True,
TL-10-13,compos,MA,552,25,700,26,525,2,0,1,0,149.66MB,48,True,
TL-10-14,compos,RA,25,25,26,26,180,2,0,1,0,16.43MB,63,True,
TL-10-14,compos,MA,552,25,700,26,537,2,0,1,0,16.36MB,47,True,
TL-10-14,compos,BFS,161518,23,216613,23,999231,2,0,1,136770,668.17MB,50,True,
TL-10-15,compos,BFS,172229,23,231132,23,1150269,2,0,1,145826,668.74MB,51,True,
TL-10-15,compos,MA,552,25,700,26,564,2,0,1,0,27.43MB,47,True,
TL-10-15,compos,RA,25,25,26,26,173,2,0,1,0,18.68MB,48,True,
TL-10-2,compos,RA,25,25,26,26,146,2,0,1,0,26.96MB,31,True,
TL-10-2,compos,BFS,14127,23,17518,23,7256,2,0,1,12215,322.81MB,32,True,
TL-10-2,compos,MA,582,25,1156,26,482,2,0,1,97,49.61MB,33,True,
TL-10-3,compos,MA,717,25,1401,26,610,2,0,1,80,123.73MB,33,True,
TL-10-3,compos,RA,25,25,26,26,139,2,0,1,0,27.44MB,34,True,
TL-10-3,compos,BFS,37808,23,48967,23,47599,2,0,1,32504,511.02MB,34,True,
TL-10-4,compos,MA,996,25,1951,26,806,2,0,1,61,124.61MB,37,True,
TL-10-4,compos,BFS,51114,23,67088,23,88425,2,0,1,43687,546.39MB,37,True,
TL-10-4,compos,RA,25,25,26,26,140,2,0,1,0,27.92MB,37,True,
TL-10-5,compos,RA,25,25,26,26,174,2,0,1,0,28.00MB,37,True,
TL-10-5,compos,MA,790,25,1489,26,679,2,0,1,32,38.84MB,36,True,
TL-10-5,compos,BFS,64051,23,84394,23,142731,2,0,1,54627,590.99MB,37,True,
TL-10-6,compos,RA,25,25,26,26,161,2,0,1,0,15.47MB,40,True,
TL-10-6,compos,BFS,74821,23,99201,23,201018,2,0,1,63599,611.13MB,39,True,
TL-10-6,compos,MA,853,25,1507,26,673,2,0,1,23,76.63MB,41,True,
TL-10-7,compos,RA,25,25,26,26,172,2,0,1,0,15.44MB,39,True,
TL-10-7,compos,BFS,87210,23,115783,23,276767,2,0,1,74081,644.52MB,41,True,
TL-10-7,compos,MA,758,25,1265,26,630,2,0,1,18,42.72MB,41,True,
TL-10-8,compos,RA,25,25,26,26,166,2,0,1,0,15.44MB,41,True,
TL-10-8,compos,BFS,97566,23,129928,23,356829,2,0,1,82768,659.10MB,42,True,
TL-10-8,compos,MA,602,25,855,26,519,2,0,1,9,117.67MB,53,True,
TL-10-9,compos,MA,591,25,819,26,511,2,0,1,9,123.58MB,53,True,
TL-10-9,compos,BFS,108704,23,144882,23,442726,2,0,1,92182,646.22MB,43,True,
TL-10-9,compos,RA,25,25,26,26,163,2,0,1,0,15.92MB,44,True,
TL-11-1,compos,RA,717,27,1117,28,946,2,0,1,349,54.87MB,44,True,
TL-11-1,compos,BFS,7685,25,9139,25,3531,2,0,1,6569,208.49MB,39,True,
TL-11-1,compos,MA,424,27,732,28,372,2,0,1,111,124.17MB,41,True,
TL-11-10,compos,RA,27,27,28,28,194,2,0,1,0,15.93MB,47,True,
TL-11-10,compos,MA,894,27,1224,28,800,2,0,1,10,45.28MB,58,True,
TL-11-11,compos,RA,27,27,28,28,235,2,0,1,0,17.98MB,62,True,
TL-11-11,compos,MA,840,27,1190,28,772,2,0,1,11,29.52MB,47,True,
TL-11-12,compos,MA,800,27,1031,28,803,2,0,1,0,28.22MB,46,True,
TL-11-12,compos,RA,27,27,28,28,190,2,0,1,0,20.22MB,56,True,
TL-11-13,compos,MA,800,27,1031,28,760,2,0,1,0,47.19MB,47,True,
TL-11-13,compos,RA,27,27,28,28,201,2,0,1,0,19.47MB,51,True,
TL-11-14,compos,RA,27,27,28,28,222,2,0,1,0,21.72MB,52,True,
TL-11-14,compos,MA,800,27,1031,28,772,2,0,1,0,64.14MB,62,True,
TL-11-15,compos,MA,800,27,1031,28,834,2,0,1,0,83.39MB,51,True,
TL-11-15,compos,RA,27,27,28,28,220,2,0,1,0,23.92MB,52,True,
TL-11-2,compos,RA,27,27,28,28,182,2,0,1,0,14.96MB,31,True,
TL-11-2,compos,BFS,45154,25,57144,25,64983,1,0,1,39831,529.15MB,32,True,
TL-11-2,compos,MA,947,27,1958,28,790,2,0,1,174,101.69MB,33,True,
TL-11-3,compos,MA,1348,27,2919,28,1174,2,0,1,141,139.71MB,44,True,
TL-11-3,compos,BFS,126785,25,167614,25,515528,1,0,1,111175,666.60MB,43,True,
TL-11-3,compos,RA,27,27,28,28,198,2,0,1,0,14.98MB,35,True,
TL-11-4,compos,MA,1149,27,2315,28,979,2,0,1,67,107.60MB,37,True,
TL-11-4,compos,BFS,174844,25,233756,25,1049009,1,0,1,152609,669.00MB,36,True,
TL-11-4,compos,RA,27,27,28,28,186,2,0,1,0,14.96MB,37,True,
TL-11-5,compos,MA,1413,27,2860,28,1217,2,0,1,58,151.71MB,50,True,
TL-11-5,compos,RA,27,27,28,28,172,2,0,1,0,15.44MB,39,True,
TL-11-5,compos,BFS,209832,25,281875,25,1593564,1,0,1,182365,669.29MB,39,True,
TL-11-6,compos,RA,27,27,28,28,173,2,0,1,0,15.48MB,50,True,
TL-11-6,compos,MA,992,27,1781,28,846,2,0,1,26,45.39MB,51,True,
TL-11-6,compos,BFS,,,,,,,,,,,,,TO
TL-11-7,compos,MA,952,27,1542,28,821,2,0,1,18,35.53MB,46,True,
TL-11-7,compos,RA,27,27,28,28,234,2,0,1,0,15.44MB,57,True,
TL-11-8,compos,RA,27,27,28,28,197,2,0,1,0,15.92MB,44,True,
TL-11-8,compos,MA,899,27,1375,28,791,2,0,1,12,18.35MB,53,True,
TL-11-9,compos,RA,27,27,28,28,197,2,0,1,0,15.94MB,45,True,
TL-11-9,compos,MA,708,27,1018,28,655,2,0,1,9,68.51MB,42,True,
TL-12-1,compos,BFS,11961,27,13945,27,5496,1,0,1,10787,100.69MB,42,True,
TL-12-1,compos,MA,546,29,981,30,495,2,0,1,150,38.52MB,31,True,
TL-12-1,compos,RA,2242,29,3823,30,2230,2,0,1,1176,114.71MB,32,True,
TL-12-10,compos,MA,992,29,1439,30,983,2,0,1,10,151.30MB,56,True,
TL-12-10,compos,RA,29,29,30,30,235,2,0,1,0,21.91MB,60,True,
TL-12-11,compos,MA,1042,29,1511,30,1006,2,0,1,11,62.11MB,49,True,
TL-12-11,compos,RA,29,29,30,30,240,2,0,1,0,23.15MB,47,True,
TL-12-12,compos,MA,897,29,1246,30,885,2,0,1,0,135.03MB,62,True,
TL-12-12,compos,RA,29,29,30,30,249,2,0,1,0,23.44MB,47,True,
TL-12-13,compos,MA,897,29,1246,30,927,2,0,1,0,16.97MB,49,True,
TL-12-13,compos,RA,29,29,30,30,260,2,0,1,0,26.70MB,50,True,
TL-12-14,compos,MA,897,29,1246,30,929,2,0,1,0,36.00MB,52,True,
TL-12-14,compos,RA,29,29,30,30,279,2,0,1,0,27.90MB,48,True,
TL-12-15,compos,RA,29,29,30,30,273,2,0,1,0,20.59MB,54,True,
TL-12-15,compos,MA,897,29,1246,30,1020,2,0,1,0,61.79MB,50,True,
TL-12-2,compos,MA,1518,29,3248,30,1426,2,0,1,294,94.67MB,33,True,
TL-12-2,compos,RA,29,29,30,30,220,2,0,1,0,14.99MB,41,True,
TL-12-2,compos,BFS,49758,27,61813,27,69008,1,0,1,44565,571.93MB,41,True,
TL-12-3,compos,MA,2177,29,4887,30,2131,2,0,1,252,149.85MB,45,True,
TL-12-3,compos,RA,29,29,30,30,223,2,0,1,0,14.96MB,51,True,
TL-12-3,compos,BFS,165157,27,214682,27,761065,1,0,1,147234,802.59MB,47,True,
TL-12-4,compos,MA,2239,29,4976,30,2015,2,0,1,157,116.41MB,37,True,
TL-12-4,compos,BFS,,,,,,,,,,,,,TO
TL-12-4,compos,RA,29,29,30,30,210,2,0,1,0,14.96MB,36,True,
TL-12-5,compos,RA,29,29,30,30,230,2,0,1,0,15.95MB,39,True,
TL-12-5,compos,MA,2478,29,5319,30,2361,2,0,1,104,137.47MB,40,True,
TL-12-6,compos,RA,29,29,30,30,215,2,0,1,0,17.11MB,41,True,
TL-12-6,compos,MA,1688,29,3206,30,1553,2,0,1,45,58.16MB,41,True,
TL-12-7,compos,RA,29,29,30,30,213,2,0,1,0,19.29MB,55,True,
TL-12-7,compos,MA,1455,29,2560,30,1309,2,0,1,27,87.07MB,42,True,
TL-12-8,compos,MA,1466,29,2279,30,1358,2,0,1,19,106.17MB,43,True,
TL-12-8,compos,RA,29,29,30,30,236,2,0,1,0,19.45MB,45,True,
TL-12-9,compos,RA,29,29,30,30,236,2,0,1,0,19.69MB,45,True,
TL-12-9,compos,MA,1575,29,2509,30,1416,2,0,1,20,48.97MB,56,True,
TL-13-1,compos,BFS,18232,29,21172,29,10687,1,0,1,16606,270.14MB,32,True,
TL-13-1,compos,RA,2251,31,3833,32,3175,2,0,1,1180,82.83MB,31,True,
TL-13-1,compos,MA,918,31,1714,32,810,2,0,1,260,87.69MB,32,True,
TL-13-10,compos,RA,31,31,32,32,278,2,0,1,0,27.08MB,56,True,
TL-13-10,compos,MA,2036,31,3269,32,1952,2,0,1,21,143.49MB,46,True,
TL-13-11,compos,MA,1712,31,2351,32,1650,2,0,1,11,65.11MB,47,True,
TL-13-11,compos,RA,31,31,32,32,286,2,0,1,0,28.35MB,59,True,
TL-13-12,compos,MA,1706,31,2369,32,1739,2,0,1,12,121.16MB,48,True,
TL-13-12,compos,RA,31,31,32,32,303,2,0,1,0,30.65MB,48,True,
TL-13-13,compos,MA,1284,31,1804,32,1421,2,0,1,0,37.93MB,50,True,
TL-13-13,compos,RA,31,31,32,32,284,2,0,1,0,32.87MB,63,True,
TL-13-14,compos,MA,1284,31,1804,32,1498,2,0,1,0,54.29MB,50,True,
TL-13-14,compos,RA,31,31,32,32,304,2,0,1,0,24.52MB,53,True,
TL-13-15,compos,MA,1284,31,1804,32,1494,2,0,1,0,88.11MB,53,True,
TL-13-15,compos,RA,31,31,32,32,318,2,0,1,0,25.99MB,54,True,
TL-13-2,compos,BFS,80522,29,99517,29,173044,1,0,1,72855,630.23MB,33,True,
TL-13-2,compos,MA,2527,31,5793,32,2730,2,0,1,534,197.10MB,34,True,
TL-13-2,compos,RA,31,31,32,32,283,2,0,1,0,20.56MB,34,True,
TL-13-3,compos,RA,31,31,32,32,278,2,0,1,0,19.66MB,36,True,
TL-13-3,compos,BFS,,,,,,,,,,,,,TO
TL-13-3,compos,MA,2854,31,6788,32,3009,2,0,1,326,191.26MB,37,True,
TL-13-4,compos,MA,3217,31,7429,32,3608,2,0,1,220,119.93MB,38,True,
TL-13-4,compos,RA,31,31,32,32,251,2,0,1,0,20.86MB,38,True,
TL-13-5,compos,MA,3825,31,8623,32,4090,2,0,1,167,228.06MB,51,True,
TL-13-5,compos,RA,31,31,32,32,254,2,0,1,0,23.02MB,40,True,
TL-13-6,compos,MA,2963,31,6236,32,2824,2,0,1,90,186.75MB,51,True,
TL-13-6,compos,RA,31,31,32,32,268,2,0,1,0,23.21MB,51,True,
TL-13-7,compos,RA,31,31,32,32,253,2,0,1,0,23.41MB,42,True,
TL-13-7,compos,MA,2844,31,5657,32,3010,2,0,1,62,160.77MB,42,True,
TL-13-8,compos,MA,1986,31,3489,32,1885,2,0,1,28,53.35MB,46,True,
TL-13-8,compos,RA,31,31,32,32,269,2,0,1,0,24.62MB,46,True,
TL-13-9,compos,RA,31,31,32,32,298,2,0,1,0,25.84MB,45,True,
TL-13-9,compos,MA,2369,31,4130,32,2224,2,0,1,29,214.52MB,48,True,
TL-14-1,compos,BFS,37242,33,43425,34,36870,2,0,1,34227,512.49MB,32,True,
TL-14-1,compos,RA,6922,33,12601,34,9679,2,0,1,3809,212.01MB,31,True,
TL-14-1,compos,MA,980,33,1850,34,906,2,0,1,266,139.41MB,32,True,
TL-14-10,compos,MA,3181,33,5465,34,3329,2,0,1,30,240.96MB,51,True,
TL-14-10,compos,RA,33,33,34,34,333,2,0,1,0,34.24MB,50,True,
TL-14-11,compos,MA,2822,33,4440,34,2807,2,0,1,22,198.27MB,48,True,
TL-14-11,compos,RA,33,33,34,34,325,2,0,1,0,36.54MB,50,True,
TL-14-12,compos,MA,2524,33,3842,34,2571,2,0,1,16,186.24MB,66,True,
TL-14-12,compos,RA,33,33,34,34,318,2,0,1,0,38.86MB,50,True,
TL-14-13,compos,MA,2379,33,3305,34,2244,2,0,1,13,122.83MB,67,True,
TL-14-13,compos,RA,33,33,34,34,334,2,0,1,0,21.03MB,54,True,
TL-14-14,compos,MA,2336,33,3289,34,2538,2,0,1,14,84.62MB,56,True,
TL-14-14,compos,RA,33,33,34,34,327,2,0,1,0,35.05MB,57,True,
TL-14-15,compos,RA,33,33,34,34,324,2,0,1,0,36.95MB,56,True,
TL-14-15,compos,MA,2119,33,2877,34,2152,2,0,1,0,176.00MB,69,True,
TL-14-2,compos,RA,33,33,34,34,304,2,0,1,0,27.60MB,33,True,
TL-14-2,compos,MA,3524,33,8378,34,4255,2,0,1,739,260.26MB,34,True,
TL-14-2,compos,BFS,184126,33,228369,34,881519,6,0,1,168175,701.87MB,35,True,
TL-14-3,compos,MA,5094,33,12650,34,6305,2,0,1,606,356.97MB,37,True,
TL-14-3,compos,BFS,,,,,,,,,,,,,TO
TL-14-3,compos,RA,33,33,34,34,319,2,0,1,0,26.76MB,38,True,
TL-14-4,compos,MA,4604,33,11090,34,5421,2,0,1,317,112.04MB,50,True,
TL-14-4,compos,RA,33,33,34,34,306,2,0,1,0,28.93MB,40,True,
TL-14-5,compos,MA,4487,33,10370,34,5085,2,0,1,206,172.04MB,52,True,
TL-14-5,compos,RA,33,33,34,34,304,2,0,1,0,30.11MB,42,True,
TL-14-6,compos,RA,33,33,34,34,314,2,0,1,0,29.31MB,42,True,
TL-14-6,compos,MA,4149,33,8993,34,4900,2,0,1,121,322.56MB,42,True,
TL-14-7,compos,RA,33,33,34,34,310,2,0,1,0,30.52MB,61,True,
TL-14-7,compos,MA,3400,33,6761,34,3676,2,0,1,67,164.58MB,43,True,
TL-14-8,compos,RA,33,33,34,34,320,2,0,1,0,31.75MB,58,True,
TL-14-8,compos,MA,3942,33,7740,34,4170,2,0,1,65,314.80MB,47,True,
TL-14-9,compos,RA,33,33,34,34,323,2,0,1,0,32.99MB,49,True,
TL-14-9,compos,MA,2950,33,5212,34,3146,2,0,1,34,178.07MB,45,True,
TL-15-1,compos,RA,6937,35,12629,36,12429,2,0,1,3819,190.88MB,42,True,
TL-15-1,compos,BFS,40284,33,46436,33,41943,1,0,1,37238,501.18MB,32,True,
TL-15-1,compos,MA,1325,35,2585,36,1333,2,0,1,370,101.23MB,32,True,
TL-15-10,compos,RA,35,35,36,36,386,2,0,1,0,43.45MB,51,True,
TL-15-10,compos,MA,4457,35,8230,36,4752,2,0,1,45,298.41MB,67,True,
TL-15-11,compos,MA,3896,35,6378,36,4271,2,0,1,28,219.62MB,66,True,
TL-15-11,compos,RA,35,35,36,36,444,2,0,1,0,44.76MB,49,True,
TL-15-12,compos,MA,3636,35,5740,36,4002,2,0,1,23,261.25MB,66,True,
TL-15-12,compos,RA,35,35,36,36,457,2,0,1,0,21.56MB,68,True,
TL-15-13,compos,RA,35,35,36,36,440,2,0,1,0,32.17MB,52,True,
TL-15-13,compos,MA,3591,35,5342,36,3965,2,0,1,17,229.65MB,56,True,
TL-15-14,compos,RA,35,35,36,36,409,2,0,1,0,17.92MB,56,True,
TL-15-14,compos,MA,3144,35,4429,36,3279,2,0,1,14,165.48MB,72,True,
TL-15-15,compos,RA,35,35,36,36,378,2,0,1,0,45.46MB,57,True,
TL-15-15,compos,MA,3207,35,4520,36,3584,2,0,1,15,255.62MB,57,True,
TL-15-2,compos,RA,35,35,36,36,315,2,0,1,0,34.68MB,35,True,
TL-15-2,compos,BFS,198180,33,242382,33,1003410,1,0,1,182192,719.56MB,36,True,
TL-15-2,compos,MA,5177,35,12824,36,7414,2,0,1,1133,220.11MB,34,True,
TL-15-3,compos,BFS,,,,,,,,,,,,,TO
TL-15-3,compos,MA,7662,35,19877,36,12360,2,0,1,953,442.34MB,39,True,
TL-15-3,compos,RA,35,35,36,36,385,2,0,1,0,34.84MB,38,True,
TL-15-4,compos,MA,6535,35,16323,36,9049,2,0,1,450,230.79MB,52,True,
TL-15-4,compos,RA,35,35,36,36,366,2,0,1,0,36.01MB,51,True,
TL-15-5,compos,MA,6044,35,14641,36,8127,2,0,1,272,383.53MB,43,True,
TL-15-5,compos,RA,35,35,36,36,399,2,0,1,0,37.23MB,52,True,
TL-15-6,compos,MA,5982,35,13999,36,8039,2,0,1,188,441.83MB,55,True,
TL-15-6,compos,RA,35,35,36,36,330,2,0,1,0,37.44MB,42,True,
TL-15-7,compos,RA,35,35,36,36,343,2,0,1,0,39.66MB,47,True,
TL-15-7,compos,MA,6229,35,13893,36,8371,2,0,1,141,461.44MB,57,True,
TL-15-8,compos,RA,35,35,36,36,369,2,0,1,0,39.91MB,46,True,
TL-15-8,compos,MA,4615,35,9273,36,5245,2,0,1,73,235.07MB,56,True,
TL-15-9,compos,MA,4198,35,8034,36,4471,2,0,1,48,171.69MB,48,True,
TL-15-9,compos,RA,35,35,36,36,413,2,0,1,0,41.16MB,50,True,
TL-2-1,compos,BFS,28,7,31,7,15,1,0,1,14,15.46MB,25,True,
TL-2-1,compos,RA,15,9,17,10,25,2,0,1,3,16.48MB,35,True,
TL-2-1,compos,MA,11,9,13,10,23,2,0,1,2,16.48MB,24,True,
TL-2-1,mono,,63,14,202,17,6,0,0,0,0,8.30MB,56,True,
TL-2-10,compos,BFS,180,7,252,7,46,1,0,1,74,20.48MB,29,True,
TL-2-10,compos,RA,9,9,10,10,31,2,0,1,0,17.46MB,28,True,
TL-2-10,compos,MA,14,9,16,10,30,2,0,1,0,17.44MB,29,True,
TL-2-10,mono,,58554,16214,286123,53936,1327,0,0,0,0,673.22MB,267,True,
TL-2-11,compos,MA,14,9,16,10,41,2,0,1,0,17.93MB,40,True,
TL-2-11,compos,BFS,194,7,273,7,48,1,0,1,80,21.44MB,37,True,
TL-2-11,compos,RA,9,9,10,10,29,2,0,1,0,17.44MB,30,True,
TL-2-11,mono,,82933,22824,407762,76737,1807,0,0,0,0,716.08MB,294,True,
TL-2-12,compos,MA,14,9,16,10,29,2,0,1,0,17.92MB,30,True,
TL-2-12,compos,BFS,208,7,294,7,49,1,0,1,86,22.48MB,30,True,
TL-2-12,compos,RA,9,9,10,10,31,2,0,1,0,17.44MB,30,True,
TL-2-12,mono,,114232,31265,564579,106057,2696,0,0,0,0,843.31MB,356,True,
TL-2-13,compos,MA,14,9,16,10,30,2,0,1,0,17.92MB,30,True,
TL-2-13,compos,BFS,222,7,315,7,71,1,0,1,92,22.96MB,41,True,
TL-2-13,compos,RA,9,9,10,10,32,2,0,1,0,17.44MB,30,True,
TL-2-13,mono,,153651,41846,762778,143027,3592,0,0,0,0,1.42GB,428,True,
TL-2-14,compos,BFS,236,7,336,7,75,1,0,1,98,23.92MB,39,True,
TL-2-14,compos,MA,14,9,16,10,29,2,0,1,0,17.92MB,30,True,
TL-2-14,compos,RA,9,9,10,10,31,2,0,1,0,17.45MB,30,True,
TL-2-14,mono,,202486,54900,1009067,188868,5307,0,0,0,0,1.81GB,484,True,
TL-2-15,compos,RA,9,9,10,10,34,2,0,1,0,18.48MB,31,True,
TL-2-15,compos,MA,14,9,16,10,30,2,0,1,0,17.92MB,31,True,
TL-2-15,compos,BFS,250,7,357,7,61,1,0,1,104,24.96MB,31,True,
TL-2-15,mono,,262129,70784,1310658,244891,7059,0,0,0,0,2.28GB,615,True,
TL-2-2,compos,RA,9,9,10,10,24,2,0,1,0,15.93MB,26,True,
TL-2-2,compos,BFS,42,7,50,7,19,1,0,1,19,15.45MB,25,True,
TL-2-2,compos,MA,17,9,22,10,27,2,0,1,2,16.96MB,25,True,
TL-2-2,mono,,322,90,1259,192,11,0,0,0,0,13.21MB,59,True,
TL-2-3,compos,BFS,89,7,119,7,26,1,0,1,34,16.96MB,26,True,
TL-2-3,compos,RA,9,9,10,10,24,2,0,1,0,16.49MB,33,True,
TL-2-3,compos,MA,14,9,16,10,26,2,0,1,0,16.96MB,26,True,
TL-2-3,mono,,1021,296,4338,757,41,0,0,0,0,14.98MB,75,True,
TL-2-4,compos,BFS,96,7,126,7,39,1,0,1,38,17.44MB,38,True,
TL-2-4,compos,MA,14,9,16,10,27,2,0,1,0,16.96MB,26,True,
TL-2-4,compos,RA,9,9,10,10,25,2,0,1,0,16.49MB,37,True,
TL-2-4,mono,,2496,725,11107,2033,81,0,0,0,0,41.48MB,70,True,
TL-2-5,compos,RA,9,9,10,10,27,2,0,1,0,16.00MB,27,True,
TL-2-5,compos,MA,14,9,16,10,29,2,0,1,0,16.96MB,27,True,
TL-2-5,compos,BFS,110,7,147,7,42,1,0,1,44,17.92MB,37,True,
TL-2-5,mono,,5179,1494,23738,4431,162,0,0,0,0,41.90MB,94,True,
TL-2-6,compos,BFS,124,7,168,7,35,1,0,1,50,17.92MB,27,True,
TL-2-6,compos,MA,14,9,16,10,27,2,0,1,0,17.44MB,27,True,
TL-2-6,compos,RA,9,9,10,10,27,2,0,1,0,16.00MB,29,True,
