testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments
TL-9-15,compos,RA,23,23,24,24,154,2,0,1,0,16.00MB,59,True,
TL-9-15,compos,BFS,108013,21,147135,21,496318,15,0,1,89899,664.23MB,60,True,
TL-9-15,compos,MA,378,23,471,24,417,2,0,1,0,47.90MB,49,True,
TL-9-2,compos,RA,23,23,24,24,117,2,0,1,0,24.48MB,30,True,
TL-9-2,compos,BFS,7334,21,9129,21,2581,2,0,1,6255,183.52MB,31,True,
TL-9-2,compos,MA,519,23,1006,24,417,2,0,1,91,14.00MB,31,True,
TL-9-3,compos,BFS,22960,21,30179,21,20321,10,0,1,19435,435.53MB,41,True,
TL-9-3,compos,MA,506,23,980,24,412,2,0,1,47,17.69MB,39,True,
TL-9-3,compos,RA,23,23,24,24,118,2,0,1,0,24.48MB,44,True,
TL-9-4,compos,RA,23,23,24,24,116,2,0,1,0,24.96MB,34,True,
TL-9-4,compos,BFS,31720,21,42270,21,38363,8,0,1,26664,505.05MB,36,True,
TL-9-4,compos,MA,549,23,1053,24,452,2,0,1,34,43.68MB,36,True,
TL-9-5,compos,BFS,39686,21,53220,21,61354,9,0,1,33216,532.58MB,36,True,
TL-9-5,compos,MA,454,23,735,24,412,2,0,1,16,14.96MB,36,True,
TL-9-5,compos,RA,23,23,24,24,119,2,0,1,0,25.44MB,38,True,
TL-9-6,compos,MA,494,23,816,24,430,2,0,1,15,33.74MB,48,True,
TL-9-6,compos,RA,23,23,24,24,116,2,0,1,0,25.92MB,38,True,
TL-9-6,compos,BFS,47076,21,63428,21,88743,9,0,1,39304,524.90MB,38,True,
TL-9-7,compos,MA,497,23,775,24,411,2,0,1,11,41.56MB,39,True,
TL-9-7,compos,BFS,54501,21,73510,21,121992,9,0,1,45473,557.25MB,40,True,
TL-9-7,compos,RA,23,23,24,24,128,2,0,1,0,26.48MB,38,True,
TL-9-8,compos,BFS,61008,21,82556,21,155436,8,0,1,50833,586.30MB,39,True,
TL-9-8,compos,MA,353,23,509,24,328,2,0,1,8,132.54MB,41,True,
TL-9-8,compos,RA,23,23,24,24,137,2,0,1,0,27.44MB,42,True,
TL-9-9,compos,MA,455,23,628,24,392,2,0,1,9,37.76MB,49,True,
TL-9-9,compos,RA,23,23,24,24,139,2,0,1,0,27.92MB,41,True,
TL-9-9,compos,BFS,67875,21,91889,21,193666,11,0,1,56547,596.62MB,41,True,
