testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments
DP-2-10,compos,MA,685,162,984,279,315,99,2,1,52,125.25MB,26,True,
DP-2-10,compos,BFS,451,92,594,137,75,15,1,32,24,14.00MB,27,True,
DP-2-10,compos,RA,52,41,56,45,48,4,0,1,1,18.48MB,27,True,
DP-2-10,mono,,897,291,1839,499,33,0,0,0,0,9.59MB,71,True,
DP-2-11,compos,BFS,502,98,656,146,110,15,1,35,26,17.36MB,35,True,
DP-2-11,compos,RA,55,43,59,47,50,4,0,1,1,18.96MB,27,True,
DP-2-11,compos,MA,777,172,1098,296,314,100,3,1,44,132.27MB,27,True,
DP-2-11,mono,,1032,311,2126,533,26,0,0,0,0,13.03MB,94,True,
DP-2-12,compos,MA,874,181,1215,310,364,115,2,1,48,19.90MB,27,True,
DP-2-12,compos,RA,58,45,62,49,73,4,0,1,1,19.44MB,29,True,
DP-2-12,compos,BFS,555,104,720,155,85,15,1,38,28,18.38MB,28,True,
DP-2-12,mono,,1177,331,2435,567,37,0,0,0,0,13.12MB,65,True,
DP-2-13,compos,BFS,610,110,786,164,89,15,1,41,30,21.39MB,27,True,
DP-2-13,compos,RA,61,47,65,51,53,4,0,1,1,18.96MB,27,True,
DP-2-13,compos,MA,979,192,1344,330,443,103,3,1,63,51.93MB,35,True,
DP-2-13,mono,,1332,351,2766,601,34,0,0,0,0,14.84MB,76,True,
DP-2-14,compos,MA,1089,202,1476,347,523,143,2,1,68,90.93MB,27,True,
DP-2-14,compos,BFS,667,116,854,173,98,15,1,44,32,26.40MB,28,True,
DP-2-14,compos,RA,64,49,68,53,53,4,0,1,1,19.44MB,35,True,
DP-2-14,mono,,1497,371,3119,635,47,0,0,0,0,15.58MB,87,True,
DP-2-15,compos,MA,1205,212,1614,364,532,150,2,1,73,123.95MB,27,True,
DP-2-15,compos,RA,67,51,71,55,55,4,0,1,1,19.44MB,27,True,
DP-2-15,compos,BFS,726,122,924,182,112,15,1,47,34,28.39MB,27,True,
DP-2-15,mono,,1672,391,3494,669,45,0,0,0,0,16.15MB,85,True,
DP-2-2,compos,RA,28,25,32,29,37,4,0,1,1,16.96MB,26,True,
DP-2-2,compos,MA,165,82,288,143,114,51,3,1,18,21.16MB,27,True,
DP-2-2,compos,BFS,107,44,163,65,37,14,1,8,10,19.44MB,25,True,
DP-2-2,mono,,177,131,335,227,10,0,0,0,0,10.28MB,58,True,
DP-2-3,compos,BFS,136,50,204,74,42,15,1,11,13,20.96MB,26,True,
DP-2-3,compos,MA,209,92,354,160,135,60,2,1,25,28.21MB,26,True,
DP-2-3,compos,RA,31,27,35,31,42,4,0,1,1,17.44MB,26,True,
DP-2-3,mono,,232,151,446,261,9,0,0,0,0,10.71MB,57,True,
DP-2-4,compos,BFS,169,56,249,83,49,14,1,14,17,22.96MB,26,True,
DP-2-4,compos,MA,259,102,426,177,147,68,3,1,27,36.24MB,31,True,
DP-2-4,compos,RA,34,29,38,33,41,4,0,1,1,17.44MB,27,True,
DP-2-4,mono,,297,171,579,295,10,0,0,0,0,10.93MB,59,True,
DP-2-5,compos,BFS,206,62,298,92,53,15,1,17,18,24.48MB,25,True,
DP-2-5,compos,MA,315,112,504,194,230,101,2,1,27,66.24MB,36,True,
DP-2-5,compos,RA,37,31,41,35,43,4,0,1,1,17.92MB,26,True,
DP-2-5,mono,,372,191,734,329,11,0,0,0,0,12.16MB,56,True,
DP-2-6,compos,RA,40,33,44,37,43,4,0,1,1,17.92MB,27,True,
DP-2-6,compos,BFS,247,68,351,101,59,15,1,20,21,26.96MB,26,True,
DP-2-6,compos,MA,377,122,588,211,207,80,3,1,29,59.24MB,35,True,
DP-2-6,mono,,457,211,911,363,21,0,0,0,0,13.99MB,60,True,
DP-2-7,compos,MA,445,132,678,228,217,94,2,1,33,72.24MB,26,True,
DP-2-7,compos,BFS,292,74,408,110,61,15,1,23,24,27.92MB,26,True,
DP-2-7,compos,RA,43,35,47,39,45,4,0,1,1,18.00MB,26,True,
DP-2-7,mono,,552,231,1110,397,22,0,0,0,0,14.37MB,69,True,
DP-2-8,compos,RA,46,37,50,41,45,4,0,1,1,18.48MB,38,True,
DP-2-8,compos,BFS,341,80,469,119,68,15,1,26,27,14.00MB,36,True,
DP-2-8,compos,MA,519,142,774,245,225,84,3,1,35,80.24MB,26,True,
DP-2-8,mono,,657,251,1331,431,29,0,0,0,0,15.90MB,70,True,
DP-2-9,compos,MA,599,152,876,262,289,108,2,1,48,108.25MB,27,True,
DP-2-9,compos,RA,49,39,53,43,61,4,0,1,1,18.48MB,27,True,
DP-2-9,compos,BFS,394,86,534,128,97,15,1,29,30,14.00MB,33,True,
DP-2-9,mono,,772,271,1574,465,18,0,0,0,0,16.50MB,77,True,
DP-3-1,compos,BFS,989,247,2200,515,1557,419,46,1,54,137.93MB,26,True,
DP-3-1,compos,RA,41,34,49,42,57,4,0,5,0,18.96MB,27,True,
DP-3-1,compos,MA,69,34,84,42,110,4,0,10,0,14.00MB,35,True,
DP-3-1,mono,,1206,1132,3151,2738,57,0,0,0,0,14.64MB,65,True,
DP-3-10,compos,MA,10783,1489,17579,3472,10140,298,544,1,570,398.43MB,36,True,
DP-3-10,compos,RA,110,71,129,89,98,12,1,2,2,25.92MB,28,True,
DP-3-10,compos,BFS,8688,832,13881,1622,30760,1391,189,1,457,430.56MB,28,True,
DP-3-10,mono,,21591,9610,62362,24662,295,0,0,0,0,165.90MB,125,True,
DP-3-11,compos,RA,116,74,135,92,107,12,1,2,2,26.48MB,28,True,
DP-3-11,compos,BFS,10112,952,15349,1862,37735,1459,207,1,401,490.34MB,28,True,
DP-3-11,compos,MA,13616,1694,21870,3959,13657,414,628,1,669,681.91MB,28,True,
DP-3-11,mono,,26646,11092,77351,28508,331,0,0,0,0,163.53MB,153,True,
DP-3-12,compos,RA,122,77,141,95,109,12,1,2,2,27.92MB,29,True,
DP-3-12,compos,MA,16605,1917,26265,4493,18434,470,714,1,800,604.47MB,29,True,
DP-3-12,compos,BFS,11344,1041,16432,2036,31100,1374,233,1,188,434.89MB,28,True,
DP-3-12,mono,,32457,12682,94638,32636,433,0,0,0,0,202.80MB,182,True,
DP-3-13,compos,BFS,12672,1174,18054,2300,37564,1579,260,1,175,516.04MB,28,True,
DP-3-13,compos,MA,19521,2142,30391,5023,23233,558,794,1,574,754.48MB,29,True,
DP-3-13,compos,RA,128,80,147,98,134,12,1,2,2,14.00MB,29,True,
DP-3-13,mono,,39078,14380,114391,37046,443,0,0,0,0,295.44MB,168,True,
DP-3-14,compos,MA,23337,2405,35387,5663,29329,603,894,1,635,716.38MB,29,True,
DP-3-14,compos,RA,134,83,153,101,108,12,1,2,2,14.00MB,30,True,
DP-3-14,compos,BFS,13902,1315,19628,2580,46184,1733,291,1,159,531.28MB,37,True,
DP-3-14,mono,,46563,16186,136778,41738,579,0,0,0,0,338.49MB,216,True,
DP-3-15,compos,MA,27345,2674,41357,6311,37071,594,997,1,1171,738.88MB,29,True,
DP-3-15,compos,RA,140,86,159,104,141,12,1,2,2,14.00MB,37,True,
DP-3-15,compos,BFS,15122,1125,21213,2216,52875,1791,324,1,155,540.90MB,28,True,
DP-3-15,mono,,54966,18100,161967,46712,631,0,0,0,0,418.60MB,226,True,
DP-3-2,compos,MA,1015,320,2090,690,588,75,122,1,65,130.88MB,27,True,
DP-3-2,compos,RA,62,47,81,65,90,12,1,2,2,20.96MB,34,True,
DP-3-2,compos,BFS,1401,382,3092,827,2566,554,57,1,106,158.26MB,27,True,
DP-3-2,mono,,1887,1642,5018,4046,76,0,0,0,0,16.78MB,71,True,
DP-3-3,compos,MA,1514,424,3041,938,787,98,163,1,98,36.68MB,35,True,
DP-3-3,compos,RA,68,50,87,68,75,12,1,2,2,20.96MB,30,True,
DP-3-3,compos,BFS,1836,434,3802,957,3617,551,74,1,144,210.59MB,27,True,
DP-3-3,mono,,2838,2260,7671,5636,93,0,0,0,0,33.94MB,90,True,
DP-3-4,compos,BFS,2314,535,4638,1160,4507,672,83,1,194,145.00MB,27,True,
DP-3-4,compos,MA,2165,553,4222,1258,1262,130,209,1,130,91.44MB,27,True,
DP-3-4,compos,RA,74,53,93,71,80,12,1,2,2,21.92MB,27,True,
DP-3-4,mono,,4113,2986,11278,7508,101,0,0,0,0,49.70MB,75,True,
DP-3-5,compos,RA,80,56,99,74,82,12,1,2,2,22.48MB,27,True,
DP-3-5,compos,MA,3061,687,5805,1578,2013,160,263,1,197,76.95MB,27,True,
DP-3-5,compos,BFS,3003,568,5807,1238,6276,773,96,1,266,227.93MB,27,True,
DP-3-5,mono,,5766,3820,16007,9662,115,0,0,0,0,47.96MB,78,True,
DP-3-6,compos,RA,86,59,105,77,81,12,1,2,2,23.44MB,28,True,
DP-3-6,compos,MA,4108,793,7517,1811,3089,213,300,1,227,278.00MB,27,True,
DP-3-6,compos,BFS,4065,691,7583,1478,10992,986,112,1,357,295.03MB,36,True,
DP-3-6,mono,,7851,4762,22026,12098,162,0,0,0,0,53.06MB,83,True,
DP-3-7,compos,RA,92,62,111,80,88,12,1,2,2,23.92MB,33,True,
DP-3-7,compos,BFS,5166,802,9176,1742,14663,1202,122,1,408,345.96MB,35,True,
DP-3-7,compos,MA,5384,943,9532,2165,4041,259,332,1,320,246.63MB,39,True,
DP-3-7,mono,,10422,5812,29503,14816,203,0,0,0,0,70.27MB,90,True,
DP-3-8,compos,MA,6905,1111,11833,2567,5839,281,401,1,373,285.30MB,27,True,
DP-3-8,compos,RA,98,65,117,83,89,12,1,2,2,24.48MB,27,True,
DP-3-8,compos,BFS,6343,836,10914,1682,21538,1358,144,1,470,351.70MB,28,True,
DP-3-8,mono,,13533,6970,38606,17816,204,0,0,0,0,120.23MB,119,True,
DP-3-9,compos,BFS,7562,835,12540,1688,26286,1416,166,1,456,407.22MB,40,True,
DP-3-9,compos,MA,8949,1247,14969,2864,7309,237,465,1,410,303.20MB,28,True,
DP-3-9,compos,RA,104,68,123,86,91,12,1,2,2,25.44MB,29,True,
DP-3-9,mono,,17238,8236,49503,21098,250,0,0,0,0,115.04MB,129,True,
DP-4-1,compos,RA,76,49,97,69,103,4,0,9,0,22.48MB,35,True,
DP-4-1,compos,BFS,10396,2809,32382,8129,558561,7680,272,1,388,392.31MB,28,True,
DP-4-1,compos,MA,9177,49,23712,69,4010,16,61,7954,149,106.08MB,27,True,
DP-4-1,mono,,11536,11259,39084,34493,268,0,0,0,0,133.29MB,106,True,
DP-4-10,compos,RA,281,135,404,225,271,56,36,2,4,68.79MB,30,True,
DP-4-10,mono,,545065,296163,2050017,1017635,8255,0,0,0,0,3.87GB,1391,True,
DP-4-11,compos,RA,296,139,421,229,286,56,38,2,4,74.85MB,30,True,
DP-4-11,mono,,721696,369179,2728444,1272413,11893,0,0,0,0,4.92GB,1881,True,
DP-4-12,compos,RA,311,143,438,233,298,56,40,2,4,77.89MB,30,True,
DP-4-12,mono,,939001,453459,3566201,1566947,15412,0,0,0,0,6.39GB,2519,True,
DP-4-13,compos,RA,326,147,455,237,334,56,42,2,4,86.92MB,29,True,
DP-4-13,mono,,1202896,549819,4586892,1904141,25159,0,0,0,0,7.29GB,3375,True,
DP-4-14,compos,RA,341,151,472,241,348,56,44,2,4,96.99MB,31,True,
DP-4-14,mono,,,,,,,,,,,,,,Exception
DP-4-15,compos,RA,356,155,489,245,399,56,46,2,4,113.03MB,31,True,
DP-4-2,compos,MA,15813,970,44090,2778,51002,2477,2941,1,512,577.00MB,27,True,
DP-4-2,compos,BFS,17985,10876,56436,32934,1613084,9019,633,1,1126,507.81MB,27,True,
DP-4-2,compos,RA,115,73,161,113,123,20,3,8,2,14.00MB,36,True,
DP-4-2,mono,,21001,19619,72481,62147,419,0,0,0,0,172.02MB,142,True,
DP-4-3,compos,BFS,18074,771,49921,2065,107266,1200,1047,1,1308,607.31MB,36,True,
DP-4-3,compos,RA,129,77,175,117,128,20,3,4,3,14.00MB,32,True,
DP-4-3,compos,MA,29543,2443,81929,7411,491495,7391,4431,1,1219,682.83MB,28,True,
DP-4-3,mono,,36256,31899,127292,103421,725,0,0,0,0,300.01MB,199,True,
DP-4-4,compos,BFS,,,,,,,,,,,,,TO
DP-4-4,compos,MA,47188,3448,126611,10694,1051711,9809,6258,1,2289,858.34MB,28,True,
DP-4-4,compos,RA,152,81,202,121,149,20,3,2,4,14.00MB,40,True,
DP-4-4,mono,,59545,48915,212217,161219,1016,0,0,0,0,526.21MB,274,True,
DP-4-5,compos,RA,206,115,319,205,208,56,26,2,4,36.65MB,29,True,
DP-4-5,compos,MA,,,,,,,,,,,,,TO
DP-4-5,mono,,93520,71483,337612,238445,1457,0,0,0,0,817.07MB,334,True,
DP-4-6,compos,RA,221,119,336,209,226,56,28,2,4,45.66MB,28,True,
DP-4-6,mono,,141241,100419,515489,338003,2181,0,0,0,0,1.13GB,427,True,
DP-4-7,compos,RA,236,123,353,213,226,56,30,2,4,50.69MB,29,True,
DP-4-7,mono,,206176,136539,759516,462797,3418,0,0,0,0,1.44GB,576,True,
DP-4-8,compos,RA,251,127,370,217,239,56,32,2,4,52.75MB,36,True,
DP-4-8,mono,,292201,180659,1085017,615731,4535,0,0,0,0,2.18GB,771,True,
DP-4-9,compos,RA,266,131,387,221,278,56,34,2,4,59.77MB,29,True,
DP-4-9,mono,,403600,233595,1508972,799709,6009,0,0,0,0,2.84GB,1015,True,
DP-5-1,compos,RA,108,72,160,124,136,4,0,22,0,27.92MB,28,True,
DP-5-1,compos,MA,,,,,,,,,,,,,TO
DP-5-1,compos,BFS,,,,,,,,,,,,,TO
DP-5-1,mono,,113342,112277,474349,416780,2299,0,0,0,0,1.20GB,432,True,
DP-5-10,compos,RA,1416,297,3062,689,5468,370,1083,1,8,173.14MB,31,True,
DP-5-11,compos,RA,1544,302,3345,694,6548,370,1232,1,8,235.25MB,31,True,
DP-5-12,compos,RA,1678,307,3644,699,8047,370,1391,1,8,204.25MB,31,True,
DP-5-13,compos,RA,1818,312,3959,704,8653,370,1560,1,8,285.97MB,31,True,
DP-5-14,compos,RA,1964,317,4290,709,9618,370,1739,1,8,232.59MB,31,True,
DP-5-15,compos,RA,2116,322,4637,714,12001,370,1928,1,8,355.74MB,32,True,
DP-5-2,compos,RA,205,97,302,169,202,28,6,16,3,27.64MB,40,True,
DP-5-2,mono,,240195,232167,1024710,899285,5095,0,0,0,0,2.13GB,779,True,
DP-5-3,compos,RA,238,112,346,194,228,36,7,8,4,36.68MB,29,True,
DP-5-3,mono,,476038,442237,2066941,1766830,10607,0,0,0,0,3.76GB,1643,True,
DP-5-4,compos,RA,302,117,419,199,271,36,7,1,7,47.71MB,29,True,
DP-5-4,mono,,886001,782867,3906532,3198425,22546,0,0,0,0,7.00GB,3464,True,
DP-5-5,compos,RA,435,182,709,364,588,110,76,1,7,21.86MB,30,True,
DP-5-5,mono,,,,,,,,,,,,,,Exception
DP-5-6,compos,RA,467,187,747,369,634,110,82,1,7,50.96MB,42,True,
DP-5-7,compos,RA,1068,282,2309,674,3001,370,694,1,8,195.00MB,38,True,
DP-5-8,compos,RA,1178,287,2544,679,3837,370,815,1,8,81.67MB,30,True,
DP-5-9,compos,RA,1294,292,2795,684,4421,370,944,1,8,246.34MB,30,True,
DP-6-1,compos,RA,183,111,318,243,218,4,0,33,0,19.71MB,28,True,
DP-6-1,mono,,,,,,,,,,,,,,Exception
DP-6-10,compos,RA,13341,9737,41087,33308,913945,2067,23641,1,16,458.92MB,33,True,
DP-6-11,compos,RA,15715,11672,48864,40123,1250087,2075,28879,1,16,526.55MB,32,True,
DP-6-12,compos,RA,,,,,,,,,,,,,TO
DP-6-2,compos,RA,242,147,416,309,279,28,6,35,1,33.74MB,29,True,
DP-6-3,compos,RA,423,163,660,335,469,60,14,20,5,97.78MB,38,True,
DP-6-4,compos,RA,572,169,831,341,619,60,15,1,11,149.81MB,30,True,
DP-6-5,compos,RA,882,265,1492,587,1635,216,176,1,13,122.41MB,43,True,
DP-6-6,compos,RA,947,271,1571,593,1693,216,190,1,13,78.39MB,34,True,
DP-6-7,compos,RA,1072,277,1727,599,1835,208,204,1,15,148.25MB,31,True,
DP-6-8,compos,RA,3265,463,7472,1205,40043,1284,2390,1,15,338.88MB,32,True,
DP-6-9,compos,RA,3628,469,8313,1211,55459,1351,2773,1,15,353.27MB,31,True,
DP-7-1,compos,RA,319,182,653,506,349,4,0,69,0,45.84MB,29,True,
DP-7-10,compos,RA,9279,685,21151,1889,361777,2698,7423,1,31,508.47MB,33,True,
DP-7-11,compos,RA,,,,,,,,,,,,,TO
DP-7-2,compos,RA,354,219,720,573,396,28,6,87,1,59.85MB,38,True,
DP-7-3,compos,RA,420,246,829,620,481,44,15,79,1,83.90MB,30,True,
DP-7-4,compos,RA,1077,253,1643,627,1271,100,30,1,17,148.04MB,31,True,
DP-7-5,compos,RA,1731,380,3034,954,4706,422,375,1,23,188.78MB,31,True,
DP-7-6,compos,RA,1865,387,3198,961,5038,420,405,1,24,221.61MB,31,True,
DP-7-7,compos,RA,2165,394,3574,968,6526,404,436,1,29,248.03MB,31,True,
DP-7-8,compos,RA,7376,671,16802,1875,196292,2560,5567,1,29,497.26MB,32,True,
DP-7-9,compos,RA,8228,678,18748,1882,280765,2694,6460,1,29,516.09MB,34,True,
DP-8-1,compos,RA,565,317,1365,1089,619,4,0,149,0,104.93MB,30,True,
DP-8-10,compos,RA,,,,,,,,,,,,,TO
DP-8-2,compos,RA,538,355,1352,1157,609,28,6,115,1,110.98MB,31,True,
DP-8-3,compos,RA,637,393,1520,1225,822,52,21,185,1,149.01MB,30,True,
DP-8-4,compos,RA,717,401,1600,1233,915,52,21,110,1,27.03MB,32,True,
DP-8-5,compos,RA,3262,529,5866,1561,13631,754,725,1,40,288.42MB,41,True,
DP-8-6,compos,RA,3567,583,6298,1673,18594,786,808,1,43,310.70MB,32,True,
DP-8-7,compos,RA,4298,602,7246,1702,24045,752,899,1,56,308.43MB,32,True,
DP-8-8,compos,RA,16860,1456,38054,4198,1165170,5108,12706,1,56,526.51MB,32,True,
DP-8-9,compos,RA,18891,1498,42601,4270,1636873,5376,14746,1,56,551.03MB,34,True,
DP-9-1,compos,RA,959,580,2806,2376,1125,4,0,179,0,79.73MB,39,True,
DP-9-2,compos,RA,858,619,2696,2445,1078,28,6,284,1,67.56MB,32,True,
DP-9-3,compos,RA,994,668,2930,2534,1209,60,28,208,1,124.80MB,46,True,
DP-9-4,compos,RA,1082,677,3018,2543,1350,60,28,310,1,66.36MB,44,True,
DP-9-5,compos,RA,4481,836,8578,2952,25016,906,935,1,46,326.42MB,32,True,
