testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
TA-2-1,mono,,121.0,94.0,300.0,161.0,11.0,0.0,0.0,0.0,0.0,10.32MB,58.0,True,,69.0,Monolithic,121.0,300.0,0.78,1.0,0.54,1.0,0.0,0.0,0.0,0.0,2,1,10.32
TA-2-10,compos,MA,283.0,227.0,566.0,429.0,574.0,193.0,0.0,1.0,0.0,72.73MB,29.0,True,,603.0,MA,301.0,696.0,0.75,0.94,0.62,0.81,27.7299,0.0,0.1437,0.0,2,10,72.73
TA-2-10,compos,BFS,294.0,166.0,612.0,295.0,175.0,95.0,0.0,1.0,102.0,56.47MB,28.0,True,,203.0,BFS,301.0,696.0,0.55,0.98,0.42,0.88,13.6494,0.0,0.1437,14.6552,2,10,56.47
TA-2-10,compos,RA,159.0,100.0,258.0,142.0,160.0,65.0,0.0,1.0,0.0,23.41MB,29.0,True,,189.0,RA,301.0,696.0,0.33,0.53,0.2,0.37,9.3391,0.0,0.1437,0.0,2,10,23.41
TA-2-10,mono,,301.0,238.0,696.0,467.0,15.0,0.0,0.0,0.0,0.0,13.36MB,61.0,True,,76.0,Monolithic,301.0,696.0,0.79,1.0,0.67,1.0,0.0,0.0,0.0,0.0,2,10,13.36
TA-2-11,compos,MA,320.0,245.0,634.0,457.0,649.0,239.0,0.0,1.0,0.0,128.83MB,29.0,True,,678.0,MA,321.0,740.0,0.76,1.0,0.62,0.86,32.2973,0.0,0.1351,0.0,2,11,128.83
TA-2-11,compos,BFS,324.0,243.0,733.0,480.0,223.0,128.0,0.0,1.0,95.0,80.47MB,27.0,True,,250.0,BFS,321.0,740.0,0.76,1.01,0.65,0.99,17.2973,0.0,0.1351,12.8378,2,11,80.47
TA-2-11,compos,RA,162.0,106.0,261.0,151.0,175.0,68.0,0.0,1.0,0.0,26.54MB,38.0,True,,213.0,RA,321.0,740.0,0.33,0.5,0.2,0.35,9.1892,0.0,0.1351,0.0,2,11,26.54
TA-2-11,mono,,321.0,254.0,740.0,501.0,23.0,0.0,0.0,0.0,0.0,14.64MB,70.0,True,,93.0,Monolithic,321.0,740.0,0.79,1.0,0.68,1.0,0.0,0.0,0.0,0.0,2,11,14.64
TA-2-12,compos,MA,340.0,259.0,668.0,483.0,716.0,253.0,0.0,1.0,0.0,14.96MB,29.0,True,,745.0,MA,341.0,784.0,0.76,1.0,0.62,0.85,32.2704,0.0,0.1276,0.0,2,12,14.96
TA-2-12,compos,BFS,344.0,219.0,760.0,411.0,225.0,139.0,0.0,1.0,80.0,83.51MB,41.0,True,,266.0,BFS,341.0,784.0,0.64,1.01,0.52,0.97,17.7296,0.0,0.1276,10.2041,2,12,83.51
TA-2-12,compos,RA,173.0,112.0,280.0,160.0,193.0,71.0,0.0,1.0,0.0,28.66MB,29.0,True,,222.0,RA,341.0,784.0,0.33,0.51,0.2,0.36,9.0561,0.0,0.1276,0.0,2,12,28.66
TA-2-12,mono,,341.0,270.0,784.0,535.0,16.0,0.0,0.0,0.0,0.0,14.04MB,64.0,True,,80.0,Monolithic,341.0,784.0,0.79,1.0,0.68,1.0,0.0,0.0,0.0,0.0,2,12,14.04
TA-2-13,compos,BFS,364.0,235.0,813.0,442.0,239.0,140.0,0.0,1.0,91.0,92.52MB,29.0,True,,268.0,BFS,361.0,828.0,0.65,1.01,0.53,0.98,16.9082,0.0,0.1208,10.9903,2,13,92.52
TA-2-13,compos,RA,176.0,118.0,283.0,169.0,196.0,74.0,0.0,1.0,0.0,29.78MB,36.0,True,,232.0,RA,361.0,828.0,0.33,0.49,0.2,0.34,8.9372,0.0,0.1208,0.0,2,13,29.78
TA-2-13,compos,MA,360.0,277.0,709.0,520.0,762.0,278.0,0.0,1.0,0.0,46.40MB,29.0,True,,791.0,MA,361.0,828.0,0.77,1.0,0.63,0.86,33.5749,0.0,0.1208,0.0,2,13,46.4
TA-2-13,mono,,361.0,286.0,828.0,569.0,24.0,0.0,0.0,0.0,0.0,14.89MB,83.0,True,,107.0,Monolithic,361.0,828.0,0.79,1.0,0.69,1.0,0.0,0.0,0.0,0.0,2,13,14.89
TA-2-14,compos,RA,186.0,124.0,300.0,178.0,200.0,77.0,0.0,1.0,0.0,32.93MB,30.0,True,,230.0,RA,381.0,872.0,0.33,0.49,0.2,0.34,8.8303,0.0,0.1147,0.0,2,14,32.93
TA-2-14,compos,BFS,384.0,267.0,856.0,507.0,283.0,142.0,0.0,1.0,120.0,108.56MB,29.0,True,,312.0,BFS,381.0,872.0,0.7,1.01,0.58,0.98,16.2844,0.0,0.1147,13.7615,2,14,108.56
TA-2-14,compos,MA,380.0,291.0,749.0,549.0,870.0,293.0,0.0,1.0,0.0,93.00MB,39.0,True,,909.0,MA,381.0,872.0,0.76,1.0,0.63,0.86,33.6009,0.0,0.1147,0.0,2,14,93.0
TA-2-14,mono,,381.0,302.0,872.0,603.0,26.0,0.0,0.0,0.0,0.0,15.37MB,84.0,True,,110.0,Monolithic,381.0,872.0,0.79,1.0,0.69,1.0,0.0,0.0,0.0,0.0,2,14,15.37
TA-2-15,compos,BFS,404.0,236.0,857.0,429.0,267.0,131.0,0.0,1.0,121.0,103.58MB,30.0,True,,297.0,BFS,401.0,916.0,0.59,1.01,0.47,0.94,14.3013,0.0,0.1092,13.2096,2,15,103.58
TA-2-15,compos,RA,192.0,130.0,309.0,187.0,211.0,80.0,0.0,1.0,0.0,36.07MB,30.0,True,,241.0,RA,401.0,916.0,0.32,0.48,0.2,0.34,8.7336,0.0,0.1092,0.0,2,15,36.07
TA-2-15,compos,MA,364.0,309.0,715.0,580.0,799.0,261.0,0.0,1.0,0.0,76.27MB,29.0,True,,828.0,MA,401.0,916.0,0.77,0.91,0.63,0.78,28.4934,0.0,0.1092,0.0,2,15,76.27
TA-2-15,mono,,401.0,318.0,916.0,637.0,20.0,0.0,0.0,0.0,0.0,15.14MB,68.0,True,,88.0,Monolithic,401.0,916.0,0.79,1.0,0.7,1.0,0.0,0.0,0.0,0.0,2,15,15.14
TA-2-2,compos,RA,90.0,46.0,140.0,57.0,115.0,33.0,0.0,1.0,0.0,25.92MB,33.0,True,,148.0,RA,141.0,344.0,0.33,0.64,0.17,0.41,9.593,0.0,0.2907,0.0,2,2,25.92
TA-2-2,compos,BFS,143.0,97.0,336.0,169.0,85.0,50.0,0.0,1.0,82.0,14.00MB,26.0,True,,111.0,BFS,141.0,344.0,0.69,1.01,0.49,0.98,14.5349,0.0,0.2907,23.8372,2,2,14.0
TA-2-2,compos,MA,118.0,80.0,229.0,130.0,195.0,73.0,0.0,1.0,0.0,48.16MB,27.0,True,,222.0,MA,141.0,344.0,0.57,0.84,0.38,0.67,21.2209,0.0,0.2907,0.0,2,2,48.16
TA-2-2,mono,,141.0,110.0,344.0,195.0,11.0,0.0,0.0,0.0,0.0,10.72MB,67.0,True,,78.0,Monolithic,141.0,344.0,0.78,1.0,0.57,1.0,0.0,0.0,0.0,0.0,2,2,10.72
TA-2-3,compos,BFS,164.0,113.0,383.0,204.0,107.0,72.0,0.0,1.0,81.0,17.33MB,26.0,True,,133.0,BFS,161.0,388.0,0.7,1.02,0.53,0.99,18.5567,0.0,0.2577,20.8763,2,3,17.33
TA-2-3,compos,RA,98.0,52.0,153.0,66.0,112.0,36.0,0.0,1.0,0.0,26.97MB,26.0,True,,138.0,RA,161.0,388.0,0.32,0.61,0.17,0.39,9.2784,0.0,0.2577,0.0,2,3,26.97
TA-2-3,compos,MA,160.0,117.0,315.0,202.0,284.0,113.0,0.0,1.0,0.0,76.12MB,26.0,True,,310.0,MA,161.0,388.0,0.73,0.99,0.52,0.81,29.1237,0.0,0.2577,0.0,2,3,76.12
TA-2-3,mono,,161.0,126.0,388.0,229.0,14.0,0.0,0.0,0.0,0.0,11.03MB,60.0,True,,74.0,Monolithic,161.0,388.0,0.78,1.0,0.59,1.0,0.0,0.0,0.0,0.0,2,3,11.03
TA-2-4,compos,RA,106.0,58.0,166.0,75.0,115.0,39.0,0.0,1.0,0.0,14.00MB,37.0,True,,152.0,RA,181.0,432.0,0.32,0.59,0.17,0.38,9.0278,0.0,0.2315,0.0,2,4,14.0
TA-2-4,compos,BFS,184.0,129.0,427.0,238.0,116.0,98.0,0.0,1.0,86.0,26.37MB,26.0,True,,142.0,BFS,181.0,432.0,0.71,1.02,0.55,0.99,22.6852,0.0,0.2315,19.9074,2,4,26.37
TA-2-4,compos,MA,180.0,133.0,365.0,240.0,309.0,138.0,0.0,1.0,0.0,96.07MB,26.0,True,,335.0,MA,181.0,432.0,0.73,0.99,0.56,0.84,31.9444,0.0,0.2315,0.0,2,4,96.07
TA-2-4,mono,,181.0,142.0,432.0,263.0,11.0,0.0,0.0,0.0,0.0,11.21MB,59.0,True,,70.0,Monolithic,181.0,432.0,0.78,1.0,0.61,1.0,0.0,0.0,0.0,0.0,2,4,11.21
TA-2-5,compos,RA,98.0,63.0,140.0,83.0,115.0,25.0,0.0,1.0,0.0,27.44MB,27.0,True,,142.0,RA,201.0,476.0,0.31,0.49,0.17,0.29,5.2521,0.0,0.2101,0.0,2,5,27.44
TA-2-5,compos,MA,200.0,149.0,405.0,272.0,370.0,146.0,0.0,1.0,0.0,117.29MB,27.0,True,,397.0,MA,201.0,476.0,0.74,1.0,0.57,0.85,30.6723,0.0,0.2101,0.0,2,5,117.29
TA-2-5,compos,BFS,204.0,145.0,471.0,272.0,154.0,105.0,0.0,1.0,78.0,33.41MB,35.0,True,,189.0,BFS,201.0,476.0,0.72,1.01,0.57,0.99,22.0588,0.0,0.2101,16.3866,2,5,33.41
TA-2-5,mono,,201.0,158.0,476.0,297.0,11.0,0.0,0.0,0.0,0.0,11.59MB,59.0,True,,70.0,Monolithic,201.0,476.0,0.79,1.0,0.62,1.0,0.0,0.0,0.0,0.0,2,5,11.59
TA-2-6,compos,RA,105.0,69.0,151.0,92.0,121.0,28.0,0.0,1.0,0.0,14.00MB,28.0,True,,149.0,RA,221.0,520.0,0.31,0.48,0.18,0.29,5.3846,0.0,0.1923,0.0,2,6,14.0
TA-2-6,compos,BFS,224.0,161.0,511.0,306.0,131.0,95.0,0.0,1.0,82.0,36.43MB,28.0,True,,159.0,BFS,221.0,520.0,0.73,1.01,0.59,0.98,18.2692,0.0,0.1923,15.7692,2,6,36.43
TA-2-6,compos,MA,220.0,165.0,443.0,303.0,404.0,165.0,0.0,1.0,0.0,136.33MB,34.0,True,,438.0,MA,221.0,520.0,0.75,1.0,0.58,0.85,31.7308,0.0,0.1923,0.0,2,6,136.33
TA-2-6,mono,,221.0,174.0,520.0,331.0,12.0,0.0,0.0,0.0,0.0,11.78MB,61.0,True,,73.0,Monolithic,221.0,520.0,0.79,1.0,0.64,1.0,0.0,0.0,0.0,0.0,2,6,11.78
TA-2-7,compos,BFS,244.0,177.0,548.0,339.0,146.0,80.0,0.0,1.0,96.0,43.43MB,39.0,True,,185.0,BFS,241.0,564.0,0.73,1.01,0.6,0.97,14.1844,0.0,0.1773,17.0213,2,7,43.43
TA-2-7,compos,RA,112.0,75.0,162.0,101.0,131.0,31.0,0.0,1.0,0.0,14.00MB,29.0,True,,160.0,RA,241.0,564.0,0.31,0.46,0.18,0.29,5.4965,0.0,0.1773,0.0,2,7,14.0
TA-2-7,compos,MA,232.0,181.0,465.0,338.0,426.0,160.0,0.0,1.0,0.0,148.41MB,27.0,True,,453.0,MA,241.0,564.0,0.75,0.96,0.6,0.82,28.3688,0.0,0.1773,0.0,2,7,148.41
TA-2-7,mono,,241.0,190.0,564.0,365.0,19.0,0.0,0.0,0.0,0.0,12.38MB,94.0,True,,113.0,Monolithic,241.0,564.0,0.79,1.0,0.65,1.0,0.0,0.0,0.0,0.0,2,7,12.38
TA-2-8,compos,BFS,264.0,170.0,584.0,305.0,159.0,99.0,0.0,1.0,99.0,50.47MB,27.0,True,,186.0,BFS,261.0,608.0,0.65,1.01,0.5,0.96,16.2829,0.0,0.1645,16.2829,2,8,50.47
