testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
TL-1-4,compos,BFS,18.0,5.0,21.0,5.0,12.0,1.0,0.0,1.0,5.0,14.52MB,25.0,True,,37.0,BFS,96.0,272.0,0.05,0.19,0.02,0.08,0.3676,0.0,0.3676,1.8382,1,4,14.52
TL-1-4,mono,,96.0,50.0,272.0,102.0,11.0,0.0,0.0,0.0,0.0,10.13MB,55.0,True,,66.0,Monolithic,96.0,272.0,0.52,1.0,0.38,1.0,0.0,0.0,0.0,0.0,1,4,10.13
TL-1-5,compos,BFS,21.0,5.0,25.0,5.0,12.0,1.0,0.0,1.0,6.0,15.44MB,25.0,True,,37.0,BFS,139.0,404.0,0.04,0.15,0.01,0.06,0.2475,0.0,0.2475,1.4851,1,5,15.44
TL-1-5,compos,MA,8.0,7.0,10.0,8.0,19.0,2.0,0.0,1.0,0.0,15.92MB,25.0,True,,44.0,MA,139.0,404.0,0.05,0.06,0.02,0.02,0.495,0.0,0.2475,0.0,1,5,15.92
TL-1-5,compos,RA,7.0,7.0,8.0,8.0,20.0,2.0,0.0,1.0,0.0,15.94MB,25.0,True,,45.0,RA,139.0,404.0,0.05,0.05,0.02,0.02,0.495,0.0,0.2475,0.0,1,5,15.94
TL-1-5,mono,,139.0,72.0,404.0,155.0,11.0,0.0,0.0,0.0,0.0,10.19MB,66.0,True,,77.0,Monolithic,139.0,404.0,0.52,1.0,0.38,1.0,0.0,0.0,0.0,0.0,1,5,10.19
TL-1-6,compos,BFS,24.0,5.0,29.0,5.0,13.0,1.0,0.0,1.0,7.0,15.44MB,38.0,True,,51.0,BFS,190.0,562.0,0.03,0.13,0.01,0.05,0.1779,0.0,0.1779,1.2456,1,6,15.44
TL-1-6,compos,RA,7.0,7.0,8.0,8.0,21.0,2.0,0.0,1.0,0.0,15.92MB,26.0,True,,47.0,RA,190.0,562.0,0.04,0.04,0.01,0.01,0.3559,0.0,0.1779,0.0,1,6,15.92
TL-1-6,compos,MA,8.0,7.0,10.0,8.0,21.0,2.0,0.0,1.0,0.0,16.00MB,25.0,True,,46.0,MA,190.0,562.0,0.04,0.04,0.01,0.02,0.3559,0.0,0.1779,0.0,1,6,16.0
TL-1-6,mono,,190.0,98.0,562.0,219.0,9.0,0.0,0.0,0.0,0.0,10.92MB,57.0,True,,66.0,Monolithic,190.0,562.0,0.52,1.0,0.39,1.0,0.0,0.0,0.0,0.0,1,6,10.92
TL-1-7,compos,BFS,27.0,5.0,33.0,5.0,14.0,1.0,0.0,1.0,8.0,15.45MB,26.0,True,,40.0,BFS,249.0,746.0,0.02,0.11,0.01,0.04,0.134,0.0,0.134,1.0724,1,7,15.45
TL-1-7,compos,RA,7.0,7.0,8.0,8.0,28.0,2.0,0.0,1.0,0.0,16.00MB,26.0,True,,54.0,RA,249.0,746.0,0.03,0.03,0.01,0.01,0.2681,0.0,0.134,0.0,1,7,16.0
TL-1-7,compos,MA,8.0,7.0,10.0,8.0,21.0,2.0,0.0,1.0,0.0,16.00MB,26.0,True,,47.0,MA,249.0,746.0,0.03,0.03,0.01,0.01,0.2681,0.0,0.134,0.0,1,7,16.0
TL-1-7,mono,,249.0,128.0,746.0,294.0,17.0,0.0,0.0,0.0,0.0,12.34MB,72.0,True,,89.0,Monolithic,249.0,746.0,0.51,1.0,0.39,1.0,0.0,0.0,0.0,0.0,1,7,12.34
TL-1-8,compos,MA,8.0,7.0,10.0,8.0,21.0,2.0,0.0,1.0,0.0,15.93MB,27.0,True,,48.0,MA,316.0,956.0,0.02,0.03,0.01,0.01,0.2092,0.0,0.1046,0.0,1,8,15.93
TL-1-8,compos,BFS,30.0,5.0,37.0,5.0,14.0,1.0,0.0,1.0,9.0,15.44MB,35.0,True,,49.0,BFS,316.0,956.0,0.02,0.09,0.01,0.04,0.1046,0.0,0.1046,0.9414,1,8,15.44
TL-1-8,compos,RA,7.0,7.0,8.0,8.0,24.0,2.0,0.0,1.0,0.0,16.00MB,26.0,True,,50.0,RA,316.0,956.0,0.02,0.02,0.01,0.01,0.2092,0.0,0.1046,0.0,1,8,16.0
TL-1-8,mono,,316.0,162.0,956.0,380.0,23.0,0.0,0.0,0.0,0.0,13.75MB,74.0,True,,97.0,Monolithic,316.0,956.0,0.51,1.0,0.4,1.0,0.0,0.0,0.0,0.0,1,8,13.75
TL-1-9,compos,MA,8.0,7.0,10.0,8.0,29.0,2.0,0.0,1.0,0.0,16.48MB,34.0,True,,63.0,MA,391.0,1192.0,0.02,0.02,0.01,0.01,0.1678,0.0,0.0839,0.0,1,9,16.48
TL-1-9,compos,BFS,33.0,5.0,41.0,5.0,16.0,1.0,0.0,1.0,10.0,15.44MB,30.0,True,,46.0,BFS,391.0,1192.0,0.01,0.08,0.0,0.03,0.0839,0.0,0.0839,0.8389,1,9,15.44
TL-1-9,compos,RA,7.0,7.0,8.0,8.0,24.0,2.0,0.0,1.0,0.0,16.00MB,26.0,True,,50.0,RA,391.0,1192.0,0.02,0.02,0.01,0.01,0.1678,0.0,0.0839,0.0,1,9,16.0
TL-1-9,mono,,391.0,200.0,1192.0,477.0,27.0,0.0,0.0,0.0,0.0,15.44MB,64.0,True,,91.0,Monolithic,391.0,1192.0,0.51,1.0,0.4,1.0,0.0,0.0,0.0,0.0,1,9,15.44
TL-10-1,compos,MA,355.0,25.0,602.0,26.0,296.0,2.0,0.0,1.0,96.0,90.20MB,29.0,True,,325.0,MA,,,,,,,,,,,10,1,90.2
TL-10-1,compos,RA,716.0,25.0,1117.0,26.0,935.0,2.0,0.0,1.0,350.0,17.05MB,29.0,True,,964.0,RA,,,,,,,,,,,10,1,17.05
TL-10-1,compos,BFS,4078.0,23.0,4817.0,23.0,1142.0,2.0,0.0,1.0,3522.0,120.19MB,38.0,True,,1180.0,BFS,,,,,,,,,,,10,1,120.19
TL-10-10,compos,RA,25.0,25.0,26.0,26.0,169.0,2.0,0.0,1.0,0.0,15.96MB,43.0,True,,212.0,RA,,,,,,,,,,,10,10,15.96
TL-10-10,compos,BFS,118674.0,23.0,158537.0,23.0,526221.0,2.0,0.0,1.0,100546.0,665.42MB,45.0,True,,526266.0,BFS,,,,,,,,,,,10,10,665.42
TL-10-10,compos,MA,641.0,25.0,888.0,26.0,553.0,2.0,0.0,1.0,10.0,15.93MB,45.0,True,,598.0,MA,,,,,,,,,,,10,10,15.93
TL-10-11,compos,BFS,129385.0,23.0,173056.0,23.0,632597.0,2.0,0.0,1.0,109602.0,663.96MB,46.0,True,,632643.0,BFS,,,,,,,,,,,10,11,663.96
TL-10-11,compos,MA,552.0,25.0,700.0,26.0,522.0,2.0,0.0,1.0,0.0,126.70MB,44.0,True,,566.0,MA,,,,,,,,,,,10,11,126.7
TL-10-11,compos,RA,25.0,25.0,26.0,26.0,174.0,2.0,0.0,1.0,0.0,15.92MB,44.0,True,,218.0,RA,,,,,,,,,,,10,11,15.92
TL-10-12,compos,RA,25.0,25.0,26.0,26.0,184.0,2.0,0.0,1.0,0.0,16.00MB,49.0,True,,233.0,RA,,,,,,,,,,,10,12,16.0
TL-10-12,compos,MA,552.0,25.0,700.0,26.0,533.0,2.0,0.0,1.0,0.0,137.66MB,57.0,True,,590.0,MA,,,,,,,,,,,10,12,137.66
TL-10-12,compos,BFS,140096.0,23.0,187575.0,23.0,744880.0,2.0,0.0,1.0,118658.0,665.75MB,47.0,True,,744927.0,BFS,,,,,,,,,,,10,12,665.75
TL-10-13,compos,BFS,150807.0,23.0,202094.0,23.0,872481.0,2.0,0.0,1.0,127714.0,669.33MB,47.0,True,,872528.0,BFS,,,,,,,,,,,10,13,669.33
TL-10-13,compos,RA,25.0,25.0,26.0,26.0,176.0,2.0,0.0,1.0,0.0,16.00MB,49.0,True,,225.0,RA,,,,,,,,,,,10,13,16.0
TL-10-13,compos,MA,552.0,25.0,700.0,26.0,525.0,2.0,0.0,1.0,0.0,149.66MB,48.0,True,,573.0,MA,,,,,,,,,,,10,13,149.66
TL-10-14,compos,RA,25.0,25.0,26.0,26.0,180.0,2.0,0.0,1.0,0.0,16.43MB,63.0,True,,243.0,RA,,,,,,,,,,,10,14,16.43
TL-10-14,compos,MA,552.0,25.0,700.0,26.0,537.0,2.0,0.0,1.0,0.0,16.36MB,47.0,True,,584.0,MA,,,,,,,,,,,10,14,16.36
TL-10-14,compos,BFS,161518.0,23.0,216613.0,23.0,999231.0,2.0,0.0,1.0,136770.0,668.17MB,50.0,True,,999281.0,BFS,,,,,,,,,,,10,14,668.17
TL-10-15,compos,BFS,172229.0,23.0,231132.0,23.0,1150269.0,2.0,0.0,1.0,145826.0,668.74MB,51.0,True,,1150320.0,BFS,,,,,,,,,,,10,15,668.74
TL-10-15,compos,MA,552.0,25.0,700.0,26.0,564.0,2.0,0.0,1.0,0.0,27.43MB,47.0,True,,611.0,MA,,,,,,,,,,,10,15,27.43
TL-10-15,compos,RA,25.0,25.0,26.0,26.0,173.0,2.0,0.0,1.0,0.0,18.68MB,48.0,True,,221.0,RA,,,,,,,,,,,10,15,18.68
TL-10-2,compos,RA,25.0,25.0,26.0,26.0,146.0,2.0,0.0,1.0,0.0,26.96MB,31.0,True,,177.0,RA,,,,,,,,,,,10,2,26.96
TL-10-2,compos,BFS,14127.0,23.0,17518.0,23.0,7256.0,2.0,0.0,1.0,12215.0,322.81MB,32.0,True,,7288.0,BFS,,,,,,,,,,,10,2,322.81
TL-10-2,compos,MA,582.0,25.0,1156.0,26.0,482.0,2.0,0.0,1.0,97.0,49.61MB,33.0,True,,515.0,MA,,,,,,,,,,,10,2,49.61
TL-10-3,compos,MA,717.0,25.0,1401.0,26.0,610.0,2.0,0.0,1.0,80.0,123.73MB,33.0,True,,643.0,MA,,,,,,,,,,,10,3,123.73
TL-10-3,compos,RA,25.0,25.0,26.0,26.0,139.0,2.0,0.0,1.0,0.0,27.44MB,34.0,True,,173.0,RA,,,,,,,,,,,10,3,27.44
TL-10-3,compos,BFS,37808.0,23.0,48967.0,23.0,47599.0,2.0,0.0,1.0,32504.0,511.02MB,34.0,True,,47633.0,BFS,,,,,,,,,,,10,3,511.02
TL-10-4,compos,MA,996.0,25.0,1951.0,26.0,806.0,2.0,0.0,1.0,61.0,124.61MB,37.0,True,,843.0,MA,,,,,,,,,,,10,4,124.61
TL-10-4,compos,BFS,51114.0,23.0,67088.0,23.0,88425.0,2.0,0.0,1.0,43687.0,546.39MB,37.0,True,,88462.0,BFS,,,,,,,,,,,10,4,546.39
TL-10-4,compos,RA,25.0,25.0,26.0,26.0,140.0,2.0,0.0,1.0,0.0,27.92MB,37.0,True,,177.0,RA,,,,,,,,,,,10,4,27.92
TL-10-5,compos,RA,25.0,25.0,26.0,26.0,174.0,2.0,0.0,1.0,0.0,28.00MB,37.0,True,,211.0,RA,,,,,,,,,,,10,5,28.0
TL-10-5,compos,MA,790.0,25.0,1489.0,26.0,679.0,2.0,0.0,1.0,32.0,38.84MB,36.0,True,,715.0,MA,,,,,,,,,,,10,5,38.84
TL-10-5,compos,BFS,64051.0,23.0,84394.0,23.0,142731.0,2.0,0.0,1.0,54627.0,590.99MB,37.0,True,,142768.0,BFS,,,,,,,,,,,10,5,590.99
TL-10-6,compos,RA,25.0,25.0,26.0,26.0,161.0,2.0,0.0,1.0,0.0,15.47MB,40.0,True,,201.0,RA,,,,,,,,,,,10,6,15.47
TL-10-6,compos,BFS,74821.0,23.0,99201.0,23.0,201018.0,2.0,0.0,1.0,63599.0,611.13MB,39.0,True,,201057.0,BFS,,,,,,,,,,,10,6,611.13
TL-10-6,compos,MA,853.0,25.0,1507.0,26.0,673.0,2.0,0.0,1.0,23.0,76.63MB,41.0,True,,714.0,MA,,,,,,,,,,,10,6,76.63
TL-10-7,compos,RA,25.0,25.0,26.0,26.0,172.0,2.0,0.0,1.0,0.0,15.44MB,39.0,True,,211.0,RA,,,,,,,,,,,10,7,15.44
TL-10-7,compos,BFS,87210.0,23.0,115783.0,23.0,276767.0,2.0,0.0,1.0,74081.0,644.52MB,41.0,True,,276808.0,BFS,,,,,,,,,,,10,7,644.52
TL-10-7,compos,MA,758.0,25.0,1265.0,26.0,630.0,2.0,0.0,1.0,18.0,42.72MB,41.0,True,,671.0,MA,,,,,,,,,,,10,7,42.72
TL-10-8,compos,RA,25.0,25.0,26.0,26.0,166.0,2.0,0.0,1.0,0.0,15.44MB,41.0,True,,207.0,RA,,,,,,,,,,,10,8,15.44
TL-10-8,compos,BFS,97566.0,23.0,129928.0,23.0,356829.0,2.0,0.0,1.0,82768.0,659.10MB,42.0,True,,356871.0,BFS,,,,,,,,,,,10,8,659.1
TL-10-8,compos,MA,602.0,25.0,855.0,26.0,519.0,2.0,0.0,1.0,9.0,117.67MB,53.0,True,,572.0,MA,,,,,,,,,,,10,8,117.67
TL-10-9,compos,MA,591.0,25.0,819.0,26.0,511.0,2.0,0.0,1.0,9.0,123.58MB,53.0,True,,564.0,MA,,,,,,,,,,,10,9,123.58
TL-10-9,compos,BFS,108704.0,23.0,144882.0,23.0,442726.0,2.0,0.0,1.0,92182.0,646.22MB,43.0,True,,442769.0,BFS,,,,,,,,,,,10,9,646.22
TL-10-9,compos,RA,25.0,25.0,26.0,26.0,163.0,2.0,0.0,1.0,0.0,15.92MB,44.0,True,,207.0,RA,,,,,,,,,,,10,9,15.92
TL-11-1,compos,RA,717.0,27.0,1117.0,28.0,946.0,2.0,0.0,1.0,349.0,54.87MB,44.0,True,,990.0,RA,,,,,,,,,,,11,1,54.87
TL-11-1,compos,BFS,7685.0,25.0,9139.0,25.0,3531.0,2.0,0.0,1.0,6569.0,208.49MB,39.0,True,,3570.0,BFS,,,,,,,,,,,11,1,208.49
TL-11-1,compos,MA,424.0,27.0,732.0,28.0,372.0,2.0,0.0,1.0,111.0,124.17MB,41.0,True,,413.0,MA,,,,,,,,,,,11,1,124.17
TL-11-10,compos,RA,27.0,27.0,28.0,28.0,194.0,2.0,0.0,1.0,0.0,15.93MB,47.0,True,,241.0,RA,,,,,,,,,,,11,10,15.93
TL-11-10,compos,MA,894.0,27.0,1224.0,28.0,800.0,2.0,0.0,1.0,10.0,45.28MB,58.0,True,,858.0,MA,,,,,,,,,,,11,10,45.28
TL-11-11,compos,RA,27.0,27.0,28.0,28.0,235.0,2.0,0.0,1.0,0.0,17.98MB,62.0,True,,297.0,RA,,,,,,,,,,,11,11,17.98
TL-11-11,compos,MA,840.0,27.0,1190.0,28.0,772.0,2.0,0.0,1.0,11.0,29.52MB,47.0,True,,819.0,MA,,,,,,,,,,,11,11,29.52
TL-11-12,compos,MA,800.0,27.0,1031.0,28.0,803.0,2.0,0.0,1.0,0.0,28.22MB,46.0,True,,849.0,MA,,,,,,,,,,,11,12,28.22
TL-11-12,compos,RA,27.0,27.0,28.0,28.0,190.0,2.0,0.0,1.0,0.0,20.22MB,56.0,True,,246.0,RA,,,,,,,,,,,11,12,20.22
TL-11-13,compos,MA,800.0,27.0,1031.0,28.0,760.0,2.0,0.0,1.0,0.0,47.19MB,47.0,True,,807.0,MA,,,,,,,,,,,11,13,47.19
TL-11-13,compos,RA,27.0,27.0,28.0,28.0,201.0,2.0,0.0,1.0,0.0,19.47MB,51.0,True,,252.0,RA,,,,,,,,,,,11,13,19.47
TL-11-14,compos,RA,27.0,27.0,28.0,28.0,222.0,2.0,0.0,1.0,0.0,21.72MB,52.0,True,,274.0,RA,,,,,,,,,,,11,14,21.72
TL-11-14,compos,MA,800.0,27.0,1031.0,28.0,772.0,2.0,0.0,1.0,0.0,64.14MB,62.0,True,,834.0,MA,,,,,,,,,,,11,14,64.14
TL-11-15,compos,MA,800.0,27.0,1031.0,28.0,834.0,2.0,0.0,1.0,0.0,83.39MB,51.0,True,,885.0,MA,,,,,,,,,,,11,15,83.39
TL-11-15,compos,RA,27.0,27.0,28.0,28.0,220.0,2.0,0.0,1.0,0.0,23.92MB,52.0,True,,272.0,RA,,,,,,,,,,,11,15,23.92
TL-11-2,compos,RA,27.0,27.0,28.0,28.0,182.0,2.0,0.0,1.0,0.0,14.96MB,31.0,True,,213.0,RA,,,,,,,,,,,11,2,14.96
TL-11-2,compos,BFS,45154.0,25.0,57144.0,25.0,64983.0,1.0,0.0,1.0,39831.0,529.15MB,32.0,True,,65015.0,BFS,,,,,,,,,,,11,2,529.15
TL-11-2,compos,MA,947.0,27.0,1958.0,28.0,790.0,2.0,0.0,1.0,174.0,101.69MB,33.0,True,,823.0,MA,,,,,,,,,,,11,2,101.69
TL-11-3,compos,MA,1348.0,27.0,2919.0,28.0,1174.0,2.0,0.0,1.0,141.0,139.71MB,44.0,True,,1218.0,MA,,,,,,,,,,,11,3,139.71
TL-11-3,compos,BFS,126785.0,25.0,167614.0,25.0,515528.0,1.0,0.0,1.0,111175.0,666.60MB,43.0,True,,515571.0,BFS,,,,,,,,,,,11,3,666.6
TL-11-3,compos,RA,27.0,27.0,28.0,28.0,198.0,2.0,0.0,1.0,0.0,14.98MB,35.0,True,,233.0,RA,,,,,,,,,,,11,3,14.98
TL-11-4,compos,MA,1149.0,27.0,2315.0,28.0,979.0,2.0,0.0,1.0,67.0,107.60MB,37.0,True,,1016.0,MA,,,,,,,,,,,11,4,107.6
TL-11-4,compos,BFS,174844.0,25.0,233756.0,25.0,1049009.0,1.0,0.0,1.0,152609.0,669.00MB,36.0,True,,1049045.0,BFS,,,,,,,,,,,11,4,669.0
TL-11-4,compos,RA,27.0,27.0,28.0,28.0,186.0,2.0,0.0,1.0,0.0,14.96MB,37.0,True,,223.0,RA,,,,,,,,,,,11,4,14.96
TL-11-5,compos,MA,1413.0,27.0,2860.0,28.0,1217.0,2.0,0.0,1.0,58.0,151.71MB,50.0,True,,1267.0,MA,,,,,,,,,,,11,5,151.71
TL-11-5,compos,RA,27.0,27.0,28.0,28.0,172.0,2.0,0.0,1.0,0.0,15.44MB,39.0,True,,211.0,RA,,,,,,,,,,,11,5,15.44
