,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),algorithm,heuristic,problem,n,k
59,13.0,13.0,14.0,14.0,52.0,2.0,0.0,1.0,0.0,20.66,new,r,TL,4,15
60,37.0,15.0,42.0,16.0,70.0,2.0,0.0,1.0,10.0,18.18,new,r,TL,5,1
61,15.0,15.0,16.0,16.0,49.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,5,2
62,15.0,15.0,16.0,16.0,51.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,5,3
63,15.0,15.0,16.0,16.0,52.0,2.0,0.0,1.0,0.0,17.62,new,r,TL,5,4
64,15.0,15.0,16.0,16.0,51.0,2.0,0.0,1.0,0.0,17.62,new,r,TL,5,5
65,15.0,15.0,16.0,16.0,52.0,2.0,0.0,1.0,0.0,18.18,new,r,TL,5,6
66,15.0,15.0,16.0,16.0,61.0,2.0,0.0,1.0,0.0,18.18,new,r,TL,5,7
67,15.0,15.0,16.0,16.0,56.0,2.0,0.0,1.0,0.0,18.66,new,r,TL,5,8
68,15.0,15.0,16.0,16.0,56.0,2.0,0.0,1.0,0.0,19.14,new,r,TL,5,9
69,15.0,15.0,16.0,16.0,56.0,2.0,0.0,1.0,0.0,19.62,new,r,TL,5,10
70,15.0,15.0,16.0,16.0,66.0,2.0,0.0,1.0,0.0,20.18,new,r,TL,5,11
71,15.0,15.0,16.0,16.0,68.0,2.0,0.0,1.0,0.0,20.66,new,r,TL,5,12
72,15.0,15.0,16.0,16.0,63.0,2.0,0.0,1.0,0.0,21.14,new,r,TL,5,13
73,15.0,15.0,16.0,16.0,65.0,2.0,0.0,1.0,0.0,21.62,new,r,TL,5,14
74,15.0,15.0,16.0,16.0,68.0,2.0,0.0,1.0,0.0,22.18,new,r,TL,5,15
75,89.0,17.0,111.0,18.0,101.0,2.0,0.0,1.0,33.0,24.18,new,r,TL,6,1
76,17.0,17.0,18.0,18.0,57.0,2.0,0.0,1.0,0.0,18.18,new,r,TL,6,2
77,17.0,17.0,18.0,18.0,60.0,2.0,0.0,1.0,0.0,18.18,new,r,TL,6,3
78,17.0,17.0,18.0,18.0,61.0,2.0,0.0,1.0,0.0,18.66,new,r,TL,6,4
79,17.0,17.0,18.0,18.0,61.0,2.0,0.0,1.0,0.0,19.14,new,r,TL,6,5
80,17.0,17.0,18.0,18.0,61.0,2.0,0.0,1.0,0.0,19.14,new,r,TL,6,6
81,17.0,17.0,18.0,18.0,68.0,2.0,0.0,1.0,0.0,19.62,new,r,TL,6,7
82,17.0,17.0,18.0,18.0,64.0,2.0,0.0,1.0,0.0,20.18,new,r,TL,6,8
83,17.0,17.0,18.0,18.0,64.0,2.0,0.0,1.0,0.0,20.66,new,r,TL,6,9
84,17.0,17.0,18.0,18.0,69.0,2.0,0.0,1.0,0.0,21.14,new,r,TL,6,10
85,17.0,17.0,18.0,18.0,73.0,2.0,0.0,1.0,0.0,21.62,new,r,TL,6,11
86,17.0,17.0,18.0,18.0,72.0,2.0,0.0,1.0,0.0,22.18,new,r,TL,6,12
87,17.0,17.0,18.0,18.0,76.0,2.0,0.0,1.0,0.0,22.66,new,r,TL,6,13
88,17.0,17.0,18.0,18.0,81.0,2.0,0.0,1.0,0.0,23.62,new,r,TL,6,14
89,17.0,17.0,18.0,18.0,79.0,2.0,0.0,1.0,0.0,24.18,new,r,TL,6,15
90,91.0,19.0,113.0,20.0,127.0,2.0,0.0,1.0,33.0,27.14,new,r,TL,7,1
91,19.0,19.0,20.0,20.0,69.0,2.0,0.0,1.0,0.0,19.62,new,r,TL,7,2
92,19.0,19.0,20.0,20.0,71.0,2.0,0.0,1.0,0.0,19.62,new,r,TL,7,3
93,19.0,19.0,20.0,20.0,72.0,2.0,0.0,1.0,0.0,20.18,new,r,TL,7,4
94,19.0,19.0,20.0,20.0,71.0,2.0,0.0,1.0,0.0,20.18,new,r,TL,7,5
95,19.0,19.0,20.0,20.0,72.0,2.0,0.0,1.0,0.0,20.66,new,r,TL,7,6
96,19.0,19.0,20.0,20.0,74.0,2.0,0.0,1.0,0.0,21.14,new,r,TL,7,7
97,19.0,19.0,20.0,20.0,79.0,2.0,0.0,1.0,0.0,21.62,new,r,TL,7,8
98,19.0,19.0,20.0,20.0,82.0,2.0,0.0,1.0,0.0,22.18,new,r,TL,7,9
99,19.0,19.0,20.0,20.0,80.0,2.0,0.0,1.0,0.0,22.66,new,r,TL,7,10
100,19.0,19.0,20.0,20.0,87.0,2.0,0.0,1.0,0.0,23.62,new,r,TL,7,11
101,19.0,19.0,20.0,20.0,87.0,2.0,0.0,1.0,0.0,24.18,new,r,TL,7,12
102,19.0,19.0,20.0,20.0,87.0,2.0,0.0,1.0,0.0,25.14,new,r,TL,7,13
103,19.0,19.0,20.0,20.0,93.0,2.0,0.0,1.0,0.0,25.62,new,r,TL,7,14
104,19.0,19.0,20.0,20.0,105.0,2.0,0.0,1.0,0.0,26.66,new,r,TL,7,15
105,246.0,21.0,344.0,22.0,280.0,2.0,0.0,1.0,109.0,31.5,new,r,TL,8,1
106,21.0,21.0,22.0,22.0,84.0,2.0,0.0,1.0,0.0,21.14,new,r,TL,8,2
107,21.0,21.0,22.0,22.0,86.0,2.0,0.0,1.0,0.0,21.62,new,r,TL,8,3
108,21.0,21.0,22.0,22.0,87.0,2.0,0.0,1.0,0.0,21.7,new,r,TL,8,4
109,21.0,21.0,22.0,22.0,90.0,2.0,0.0,1.0,0.0,22.18,new,r,TL,8,5
110,21.0,21.0,22.0,22.0,91.0,2.0,0.0,1.0,0.0,22.66,new,r,TL,8,6
111,21.0,21.0,22.0,22.0,90.0,2.0,0.0,1.0,0.0,23.14,new,r,TL,8,7
112,21.0,21.0,22.0,22.0,99.0,2.0,0.0,1.0,0.0,23.7,new,r,TL,8,8
113,21.0,21.0,22.0,22.0,98.0,2.0,0.0,1.0,0.0,24.66,new,r,TL,8,9
114,21.0,21.0,22.0,22.0,103.0,2.0,0.0,1.0,0.0,25.14,new,r,TL,8,10
115,21.0,21.0,22.0,22.0,116.0,2.0,0.0,1.0,0.0,26.18,new,r,TL,8,11
116,21.0,21.0,22.0,22.0,109.0,2.0,0.0,1.0,0.0,26.66,new,r,TL,8,12
117,21.0,21.0,22.0,22.0,109.0,2.0,0.0,1.0,0.0,27.62,new,r,TL,8,13
118,21.0,21.0,22.0,22.0,119.0,2.0,0.0,1.0,0.0,28.66,new,r,TL,8,14
119,21.0,21.0,22.0,22.0,119.0,2.0,0.0,1.0,0.0,29.62,new,r,TL,8,15
120,248.0,23.0,346.0,24.0,364.0,2.0,0.0,1.0,109.0,41.48,new,r,TL,9,1
121,23.0,23.0,24.0,24.0,105.0,2.0,0.0,1.0,0.0,23.62,new,r,TL,9,2
122,23.0,23.0,24.0,24.0,108.0,2.0,0.0,1.0,0.0,23.62,new,r,TL,9,3
123,23.0,23.0,24.0,24.0,109.0,2.0,0.0,1.0,0.0,24.18,new,r,TL,9,4
124,23.0,23.0,24.0,24.0,115.0,2.0,0.0,1.0,0.0,24.66,new,r,TL,9,5
125,23.0,23.0,24.0,24.0,107.0,2.0,0.0,1.0,0.0,25.14,new,r,TL,9,6
126,23.0,23.0,24.0,24.0,116.0,2.0,0.0,1.0,0.0,25.62,new,r,TL,9,7
127,23.0,23.0,24.0,24.0,120.0,2.0,0.0,1.0,0.0,26.66,new,r,TL,9,8
128,23.0,23.0,24.0,24.0,129.0,2.0,0.0,1.0,0.0,27.14,new,r,TL,9,9
129,23.0,23.0,24.0,24.0,140.0,2.0,0.0,1.0,0.0,28.18,new,r,TL,9,10
130,23.0,23.0,24.0,24.0,135.0,2.0,0.0,1.0,0.0,28.66,new,r,TL,9,11
131,23.0,23.0,24.0,24.0,128.0,2.0,0.0,1.0,0.0,29.62,new,r,TL,9,12
132,23.0,23.0,24.0,24.0,153.0,2.0,0.0,1.0,0.0,10.24,new,r,TL,9,13
133,23.0,23.0,24.0,24.0,145.0,2.0,0.0,1.0,0.0,11.37,new,r,TL,9,14
134,23.0,23.0,24.0,24.0,154.0,2.0,0.0,1.0,0.0,12.6,new,r,TL,9,15
135,,,,,,,,,,,new,r,TL,10,1
136,25.0,25.0,26.0,26.0,132.0,2.0,0.0,1.0,0.0,26.18,new,r,TL,10,2
137,25.0,25.0,26.0,26.0,129.0,2.0,0.0,1.0,0.0,26.66,new,r,TL,10,3
138,25.0,25.0,26.0,26.0,131.0,2.0,0.0,1.0,0.0,27.14,new,r,TL,10,4
139,25.0,25.0,26.0,26.0,133.0,2.0,0.0,1.0,0.0,27.62,new,r,TL,10,5
140,25.0,25.0,26.0,26.0,135.0,2.0,0.0,1.0,0.0,28.18,new,r,TL,10,6
141,25.0,25.0,26.0,26.0,147.0,2.0,0.0,1.0,0.0,29.14,new,r,TL,10,7
142,25.0,25.0,26.0,26.0,161.0,2.0,0.0,1.0,0.0,29.62,new,r,TL,10,8
143,25.0,25.0,26.0,26.0,158.0,2.0,0.0,1.0,0.0,9.56,new,r,TL,10,9
144,25.0,25.0,26.0,26.0,195.0,2.0,0.0,1.0,0.0,10.73,new,r,TL,10,10
145,25.0,25.0,26.0,26.0,167.0,2.0,0.0,1.0,0.0,11.97,new,r,TL,10,11
146,25.0,25.0,26.0,26.0,186.0,2.0,0.0,1.0,0.0,13.2,new,r,TL,10,12
147,25.0,25.0,26.0,26.0,172.0,2.0,0.0,1.0,0.0,14.41,new,r,TL,10,13
148,25.0,25.0,26.0,26.0,173.0,2.0,0.0,1.0,0.0,15.63,new,r,TL,10,14
149,25.0,25.0,26.0,26.0,211.0,2.0,0.0,1.0,0.0,16.86,new,r,TL,10,15
150,,,,,,,,,,,new,r,TL,11,1
151,27.0,27.0,28.0,28.0,168.0,2.0,0.0,1.0,0.0,8.78,new,r,TL,11,2
152,27.0,27.0,28.0,28.0,169.0,2.0,0.0,1.0,0.0,8.85,new,r,TL,11,3
153,27.0,27.0,28.0,28.0,174.0,2.0,0.0,1.0,0.0,8.98,new,r,TL,11,4
154,27.0,27.0,28.0,28.0,173.0,2.0,0.0,1.0,0.0,10.04,new,r,TL,11,5
155,27.0,27.0,28.0,28.0,182.0,2.0,0.0,1.0,0.0,11.19,new,r,TL,11,6
156,27.0,27.0,28.0,28.0,178.0,2.0,0.0,1.0,0.0,11.36,new,r,TL,11,7
157,27.0,27.0,28.0,28.0,180.0,2.0,0.0,1.0,0.0,12.54,new,r,TL,11,8
158,27.0,27.0,28.0,28.0,192.0,2.0,0.0,1.0,0.0,13.68,new,r,TL,11,9
159,27.0,27.0,28.0,28.0,226.0,2.0,0.0,1.0,0.0,14.91,new,r,TL,11,10
160,27.0,27.0,28.0,28.0,231.0,2.0,0.0,1.0,0.0,16.12,new,r,TL,11,11
161,27.0,27.0,28.0,28.0,192.0,2.0,0.0,1.0,0.0,17.4,new,r,TL,11,12
162,27.0,27.0,28.0,28.0,255.0,2.0,0.0,1.0,0.0,18.64,new,r,TL,11,13
163,27.0,27.0,28.0,28.0,199.0,2.0,0.0,1.0,0.0,19.87,new,r,TL,11,14
164,27.0,27.0,28.0,28.0,199.0,2.0,0.0,1.0,0.0,22.13,new,r,TL,11,15
165,,,,,,,,,,,new,r,TL,12,1
166,29.0,29.0,30.0,30.0,207.0,2.0,0.0,1.0,0.0,12.68,new,r,TL,12,2
167,29.0,29.0,30.0,30.0,211.0,2.0,0.0,1.0,0.0,12.78,new,r,TL,12,3
168,29.0,29.0,30.0,30.0,214.0,2.0,0.0,1.0,0.0,13.94,new,r,TL,12,4
169,29.0,29.0,30.0,30.0,210.0,2.0,0.0,1.0,0.0,15.09,new,r,TL,12,5
170,29.0,29.0,30.0,30.0,222.0,2.0,0.0,1.0,0.0,15.27,new,r,TL,12,6
171,29.0,29.0,30.0,30.0,213.0,2.0,0.0,1.0,0.0,16.46,new,r,TL,12,7
172,29.0,29.0,30.0,30.0,301.0,2.0,0.0,1.0,0.0,17.65,new,r,TL,12,8
173,29.0,29.0,30.0,30.0,232.0,2.0,0.0,1.0,0.0,18.86,new,r,TL,12,9
174,29.0,29.0,30.0,30.0,246.0,2.0,0.0,1.0,0.0,20.07,new,r,TL,12,10
175,29.0,29.0,30.0,30.0,218.0,2.0,0.0,1.0,0.0,21.3,new,r,TL,12,11
176,29.0,29.0,30.0,30.0,237.0,2.0,0.0,1.0,0.0,22.55,new,r,TL,12,12
177,29.0,29.0,30.0,30.0,236.0,2.0,0.0,1.0,0.0,24.85,new,r,TL,12,13
178,29.0,29.0,30.0,30.0,253.0,2.0,0.0,1.0,0.0,26.12,new,r,TL,12,14
179,29.0,29.0,30.0,30.0,254.0,2.0,0.0,1.0,0.0,27.42,new,r,TL,12,15
180,,,,,,,,,,,new,r,TL,13,1
181,31.0,31.0,32.0,32.0,240.0,2.0,0.0,1.0,0.0,17.73,new,r,TL,13,2
182,31.0,31.0,32.0,32.0,243.0,2.0,0.0,1.0,0.0,18.87,new,r,TL,13,3
183,31.0,31.0,32.0,32.0,265.0,2.0,0.0,1.0,0.0,20.01,new,r,TL,13,4
184,31.0,31.0,32.0,32.0,253.0,2.0,0.0,1.0,0.0,20.19,new,r,TL,13,5
185,31.0,31.0,32.0,32.0,236.0,2.0,0.0,1.0,0.0,21.36,new,r,TL,13,6
186,31.0,31.0,32.0,32.0,266.0,2.0,0.0,1.0,0.0,22.57,new,r,TL,13,7
187,31.0,31.0,32.0,32.0,347.0,2.0,0.0,1.0,0.0,23.78,new,r,TL,13,8
188,31.0,31.0,32.0,32.0,267.0,2.0,0.0,1.0,0.0,25.01,new,r,TL,13,9
189,31.0,31.0,32.0,32.0,285.0,2.0,0.0,1.0,0.0,26.24,new,r,TL,13,10
190,31.0,31.0,32.0,32.0,279.0,2.0,0.0,1.0,0.0,27.51,new,r,TL,13,11
191,31.0,31.0,32.0,32.0,283.0,2.0,0.0,1.0,0.0,28.8,new,r,TL,13,12
192,31.0,31.0,32.0,32.0,307.0,2.0,0.0,1.0,0.0,31.09,new,r,TL,13,13
193,31.0,31.0,32.0,32.0,302.0,2.0,0.0,1.0,0.0,32.43,new,r,TL,13,14
194,31.0,31.0,32.0,32.0,296.0,2.0,0.0,1.0,0.0,35.63,new,r,TL,13,15
195,,,,,,,,,,,new,r,TL,14,1
196,33.0,33.0,34.0,34.0,302.0,2.0,0.0,1.0,0.0,24.76,new,r,TL,14,2
197,33.0,33.0,34.0,34.0,301.0,2.0,0.0,1.0,0.0,25.91,new,r,TL,14,3
198,33.0,33.0,34.0,34.0,307.0,2.0,0.0,1.0,0.0,26.04,new,r,TL,14,4
199,33.0,33.0,34.0,34.0,287.0,2.0,0.0,1.0,0.0,27.27,new,r,TL,14,5
200,33.0,33.0,34.0,34.0,330.0,2.0,0.0,1.0,0.0,28.46,new,r,TL,14,6
201,33.0,33.0,34.0,34.0,316.0,2.0,0.0,1.0,0.0,29.68,new,r,TL,14,7
202,33.0,33.0,34.0,34.0,321.0,2.0,0.0,1.0,0.0,30.87,new,r,TL,14,8
203,33.0,33.0,34.0,34.0,329.0,2.0,0.0,1.0,0.0,32.14,new,r,TL,14,9
204,33.0,33.0,34.0,34.0,325.0,2.0,0.0,1.0,0.0,33.4,new,r,TL,14,10
205,33.0,33.0,34.0,34.0,366.0,2.0,0.0,1.0,0.0,34.68,new,r,TL,14,11
206,33.0,33.0,34.0,34.0,325.0,2.0,0.0,1.0,0.0,37.01,new,r,TL,14,12
207,33.0,33.0,34.0,34.0,303.0,2.0,0.0,1.0,0.0,38.33,new,r,TL,14,13
208,33.0,33.0,34.0,34.0,383.0,2.0,0.0,1.0,0.0,22.63,new,r,TL,14,14
209,33.0,33.0,34.0,34.0,354.0,2.0,0.0,1.0,0.0,27.5,new,r,TL,14,15
210,,,,,,,,,,,new,r,TL,15,1
211,35.0,35.0,36.0,36.0,373.0,2.0,0.0,1.0,0.0,32.84,new,r,TL,15,2
212,35.0,35.0,36.0,36.0,372.0,2.0,0.0,1.0,0.0,34.01,new,r,TL,15,3
213,35.0,35.0,36.0,36.0,397.0,2.0,0.0,1.0,0.0,34.18,new,r,TL,15,4
214,35.0,35.0,36.0,36.0,332.0,2.0,0.0,1.0,0.0,35.38,new,r,TL,15,5
215,35.0,35.0,36.0,36.0,380.0,2.0,0.0,1.0,0.0,36.58,new,r,TL,15,6
216,35.0,35.0,36.0,36.0,408.0,2.0,0.0,1.0,0.0,37.82,new,r,TL,15,7
217,35.0,35.0,36.0,36.0,393.0,2.0,0.0,1.0,0.0,39.06,new,r,TL,15,8
218,35.0,35.0,36.0,36.0,392.0,2.0,0.0,1.0,0.0,40.31,new,r,TL,15,9
219,35.0,35.0,36.0,36.0,404.0,2.0,0.0,1.0,0.0,41.59,new,r,TL,15,10
220,35.0,35.0,36.0,36.0,403.0,2.0,0.0,1.0,0.0,43.9,new,r,TL,15,11
221,35.0,35.0,36.0,36.0,359.0,2.0,0.0,1.0,0.0,45.26,new,r,TL,15,12
222,35.0,35.0,36.0,36.0,429.0,2.0,0.0,1.0,0.0,29.34,new,r,TL,15,13
223,35.0,35.0,36.0,36.0,456.0,2.0,0.0,1.0,0.0,35.56,new,r,TL,15,14
224,35.0,35.0,36.0,36.0,436.0,2.0,0.0,1.0,0.0,43.7,new,r,TL,15,15
