,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
61,49,27,60,31,206,7,0,1,0,20.66,27.0,new,experiments/results/DP_2_2/5mill_C/61.onnx,DP,2,3,6468.226413488388,3050000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,61
62,83,35,116,47,211,20,0,1,7,23.62,35.0,new,experiments/results/DP_2_2/5mill_C/62.onnx,DP,2,3,6572.940078496933,3100000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,62
63,103,60,161,95,300,26,0,1,11,8.73,79.0,new,experiments/results/DP_2_2/5mill_C/63.onnx,DP,2,3,6679.697094678879,3150000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,63
64,45,27,53,31,178,7,0,1,0,20.18,28.0,new,experiments/results/DP_2_2/5mill_C/64.onnx,DP,2,3,6788.268392086029,3200000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,64
65,73,35,103,48,224,10,0,1,8,21.62,49.0,new,experiments/results/DP_2_2/5mill_C/65.onnx,DP,2,3,6897.272023200989,3250000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,65
66,46,31,59,39,172,8,0,1,4,19.62,23.0,new,experiments/results/DP_2_2/5mill_C/66.onnx,DP,2,3,7010.149385213852,3300000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,66
67,74,27,101,31,194,8,0,1,4,23.62,40.0,new,experiments/results/DP_2_2/5mill_C/67.onnx,DP,2,3,7129.494841814041,3350000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,67
68,97,31,130,39,210,9,0,1,8,25.14,49.0,new,experiments/results/DP_2_2/5mill_C/68.onnx,DP,2,3,7262.922465085983,3400000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,68
69,32,27,37,31,161,4,0,1,0,18.18,18.0,new,experiments/results/DP_2_2/5mill_C/69.onnx,DP,2,3,7400.701733350754,3450000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,69
70,29,27,34,31,189,4,0,1,0,18.18,26.0,new,experiments/results/DP_2_2/5mill_C/70.onnx,DP,2,3,7526.311767101288,3500000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,70
71,65,31,89,39,247,12,0,1,4,23.14,44.0,new,experiments/results/DP_2_2/5mill_C/71.onnx,DP,2,3,7628.756779909134,3550000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,71
72,52,27,62,31,194,6,0,1,0,20.66,31.0,new,experiments/results/DP_2_2/5mill_C/72.onnx,DP,2,3,7730.28527545929,3600000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,72
73,62,31,77,39,237,6,0,1,4,21.62,41.0,new,experiments/results/DP_2_2/5mill_C/73.onnx,DP,2,3,7832.113243818283,3650000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,73
74,70,27,83,31,226,7,0,1,2,22.66,44.0,new,experiments/results/DP_2_2/5mill_C/74.onnx,DP,2,3,7934.719887971878,3700000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,74
75,77,39,109,51,272,22,0,1,2,26.66,59.0,new,experiments/results/DP_2_2/5mill_C/75.onnx,DP,2,3,8038.308785676956,3750000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,75
76,64,31,90,39,240,19,0,1,4,22.66,45.0,new,experiments/results/DP_2_2/5mill_C/76.onnx,DP,2,3,8142.083913326263,3800000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,76
77,87,31,119,39,218,14,1,1,5,28.66,49.0,new,experiments/results/DP_2_2/5mill_C/77.onnx,DP,2,3,8245.323021411896,3850000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,77
78,58,31,80,39,186,18,0,1,3,22.18,37.0,new,experiments/results/DP_2_2/5mill_C/78.onnx,DP,2,3,8348.804412841797,3900000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,78
79,68,31,102,39,215,16,0,1,12,22.18,43.0,new,experiments/results/DP_2_2/5mill_C/79.onnx,DP,2,3,8451.737030267715,3950000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,79
80,70,31,99,39,233,13,1,1,4,25.14,54.0,new,experiments/results/DP_2_2/5mill_C/80.onnx,DP,2,3,8554.548486948013,4000000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,80
81,71,31,105,39,206,23,0,1,4,25.62,45.0,new,experiments/results/DP_2_2/5mill_C/81.onnx,DP,2,3,8656.969495773315,4050000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,81
82,77,31,99,39,221,9,0,1,7,23.62,39.0,new,experiments/results/DP_2_2/5mill_C/82.onnx,DP,2,3,8761.2110850811,4100000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,82
83,56,31,75,39,207,16,0,1,3,21.62,42.0,new,experiments/results/DP_2_2/5mill_C/83.onnx,DP,2,3,8865.9234457016,4150000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,83
84,79,27,96,31,204,15,0,1,1,25.62,48.0,new,experiments/results/DP_2_2/5mill_C/84.onnx,DP,2,3,8972.956085681915,4200000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,84
85,70,31,96,39,240,12,0,1,7,22.18,46.0,new,experiments/results/DP_2_2/5mill_C/85.onnx,DP,2,3,9083.210006952286,4250000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,85
86,89,31,138,39,258,33,0,1,7,28.66,62.0,new,experiments/results/DP_2_2/5mill_C/86.onnx,DP,2,3,9197.59204339981,4300000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,86
87,74,31,91,39,251,14,0,1,2,24.18,51.0,new,experiments/results/DP_2_2/5mill_C/87.onnx,DP,2,3,9314.906798124313,4350000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,87
88,62,31,85,39,201,14,0,1,5,21.14,38.0,new,experiments/results/DP_2_2/5mill_C/88.onnx,DP,2,3,9432.35372877121,4400000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,88
89,94,39,135,51,228,29,0,1,2,29.62,46.0,new,experiments/results/DP_2_2/5mill_C/89.onnx,DP,2,3,9550.72173666954,4450000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,89
90,97,43,143,60,279,31,0,1,5,9.69,90.0,new,experiments/results/DP_2_2/5mill_C/90.onnx,DP,2,3,9682.147439479828,4500000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,90
91,137,27,167,31,347,21,0,1,3,17.72,92.0,new,experiments/results/DP_2_2/5mill_C/91.onnx,DP,2,3,9794.686916828156,4550000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,91
92,46,27,53,31,222,4,0,1,0,20.18,45.0,new,experiments/results/DP_2_2/5mill_C/92.onnx,DP,2,3,9895.368493795395,4600000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,92
93,44,27,52,31,214,7,0,1,0,19.7,34.0,new,experiments/results/DP_2_2/5mill_C/93.onnx,DP,2,3,9995.001304626465,4650000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,93
94,74,43,103,60,238,17,0,1,5,24.18,51.0,new,experiments/results/DP_2_2/5mill_C/94.onnx,DP,2,3,10094.589280843735,4700000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,94
95,57,31,76,39,187,14,0,1,4,21.7,31.0,new,experiments/results/DP_2_2/5mill_C/95.onnx,DP,2,3,10195.21221780777,4750000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,95
96,81,27,106,31,211,23,0,1,2,26.66,43.0,new,experiments/results/DP_2_2/5mill_C/96.onnx,DP,2,3,10295.298711299896,4800000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,96
97,92,31,120,39,218,23,0,1,3,28.66,41.0,new,experiments/results/DP_2_2/5mill_C/97.onnx,DP,2,3,10395.691829442978,4850000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,97
98,62,35,85,48,203,10,0,1,4,21.62,42.0,new,experiments/results/DP_2_2/5mill_C/98.onnx,DP,2,3,10497.193566799164,4900000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,98
99,80,35,120,47,230,26,0,1,2,27.14,49.0,new,experiments/results/DP_2_2/5mill_C/99.onnx,DP,2,3,10598.780041217804,4950000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,99
100,62,31,81,39,210,15,0,1,2,23.14,52.0,new,experiments/results/DP_2_2/5mill_C/100.onnx,DP,2,3,10699.759378910065,5000000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,100
