,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,idx
54,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/56.onnx,DP,1,1,56
55,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/57.onnx,DP,1,1,57
56,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/58.onnx,DP,1,1,58
57,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/59.onnx,DP,1,1,59
58,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/60.onnx,DP,1,1,60
59,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/61.onnx,DP,1,1,61
60,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/62.onnx,DP,1,1,62
61,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/63.onnx,DP,1,1,63
62,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/64.onnx,DP,1,1,64
63,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/65.onnx,DP,1,1,65
64,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/66.onnx,DP,1,1,66
65,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/67.onnx,DP,1,1,67
66,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/68.onnx,DP,1,1,68
67,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/69.onnx,DP,1,1,69
68,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/70.onnx,DP,1,1,70
69,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/71.onnx,DP,1,1,71
70,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/72.onnx,DP,1,1,72
71,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/73.onnx,DP,1,1,73
72,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/74.onnx,DP,1,1,74
73,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/75.onnx,DP,1,1,75
74,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/76.onnx,DP,1,1,76
75,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/77.onnx,DP,1,1,77
76,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/78.onnx,DP,1,1,78
77,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/79.onnx,DP,1,1,79
78,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/80.onnx,DP,1,1,80
79,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/81.onnx,DP,1,1,81
80,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/82.onnx,DP,1,1,82
81,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/83.onnx,DP,1,1,83
82,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/84.onnx,DP,1,1,84
83,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/85.onnx,DP,1,1,85
84,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/86.onnx,DP,1,1,86
85,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/87.onnx,DP,1,1,87
86,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/88.onnx,DP,1,1,88
87,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/89.onnx,DP,1,1,89
88,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/90.onnx,DP,1,1,90
89,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/91.onnx,DP,1,1,91
90,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/92.onnx,DP,1,1,92
91,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/93.onnx,DP,1,1,93
92,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/94.onnx,DP,1,1,94
93,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/95.onnx,DP,1,1,95
94,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/96.onnx,DP,1,1,96
95,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/97.onnx,DP,1,1,97
96,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/98.onnx,DP,1,1,98
97,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/99.onnx,DP,1,1,99
98,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/100.onnx,DP,1,1,100
99,,,False,True,new,experiments/results/DP_2_2/pathLabelsSGDNoMomentum/101.onnx,DP,1,1,101
