,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
74,30,15,44,20,180,12,0,2,0,17.14,14.0,new,experiments/results/BW_2_2/TB_5mill/74.onnx,BW,2,2,5434.554871559143,3700000,1e-05,20,0.1,15,True,10000,True,10000,True,74
75,26,15,41,20,142,14,0,2,0,17.14,13.0,new,experiments/results/BW_2_2/TB_5mill/75.onnx,BW,2,2,5506.451237678528,3750000,1e-05,20,0.1,15,True,10000,True,10000,True,75
76,19,15,26,20,173,7,0,2,0,16.66,10.0,new,experiments/results/BW_2_2/TB_5mill/76.onnx,BW,2,2,5584.227602481842,3800000,1e-05,20,0.1,15,True,10000,True,10000,True,76
77,33,15,57,20,180,19,0,1,0,17.62,17.0,new,experiments/results/BW_2_2/TB_5mill/77.onnx,BW,2,2,5657.372416734695,3850000,1e-05,20,0.1,15,True,10000,True,10000,True,77
78,29,15,47,20,166,17,0,2,0,17.14,10.0,new,experiments/results/BW_2_2/TB_5mill/78.onnx,BW,2,2,5732.455203294754,3900000,1e-05,20,0.1,15,True,10000,True,10000,True,78
79,32,15,64,20,179,11,0,1,0,17.62,17.0,new,experiments/results/BW_2_2/TB_5mill/79.onnx,BW,2,2,5805.273046255112,3950000,1e-05,20,0.1,15,True,10000,True,10000,True,79
80,32,15,53,20,152,20,0,2,0,17.62,19.0,new,experiments/results/BW_2_2/TB_5mill/80.onnx,BW,2,2,5878.406418800354,4000000,1e-05,20,0.1,15,True,10000,True,10000,True,80
81,32,15,63,20,158,29,0,1,0,17.7,16.0,new,experiments/results/BW_2_2/TB_5mill/81.onnx,BW,2,2,5953.235384225845,4050000,1e-05,20,0.1,15,True,10000,True,10000,True,81
82,26,15,39,20,146,13,0,2,0,17.14,11.0,new,experiments/results/BW_2_2/TB_5mill/82.onnx,BW,2,2,6028.493226289749,4100000,1e-05,20,0.1,15,True,10000,True,10000,True,82
83,20,15,28,20,160,8,0,2,0,16.66,9.0,new,experiments/results/BW_2_2/TB_5mill/83.onnx,BW,2,2,6101.3467445373535,4150000,1e-05,20,0.1,15,True,10000,True,10000,True,83
