,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,idx
35,,,False,True,new,experiments/results/AT_2_2/33stepRR/35.onnx,AT,1,1,35
36,,,False,True,new,experiments/results/AT_2_2/33stepRR/36.onnx,AT,1,1,36
37,,,False,True,new,experiments/results/AT_2_2/33stepRR/37.onnx,AT,1,1,37
38,,,False,True,new,experiments/results/AT_2_2/33stepRR/38.onnx,AT,1,1,38
39,,,False,True,new,experiments/results/AT_2_2/33stepRR/39.onnx,AT,1,1,39
40,,,False,True,new,experiments/results/AT_2_2/33stepRR/40.onnx,AT,1,1,40
41,,,False,True,new,experiments/results/AT_2_2/33stepRR/41.onnx,AT,1,1,41
42,,,False,True,new,experiments/results/AT_2_2/33stepRR/42.onnx,AT,1,1,42
43,,,False,True,new,experiments/results/AT_2_2/33stepRR/43.onnx,AT,1,1,43
44,,,False,True,new,experiments/results/AT_2_2/33stepRR/44.onnx,AT,1,1,44
45,,,False,True,new,experiments/results/AT_2_2/33stepRR/45.onnx,AT,1,1,45
46,,,False,True,new,experiments/results/AT_2_2/33stepRR/46.onnx,AT,1,1,46
47,,,False,True,new,experiments/results/AT_2_2/33stepRR/47.onnx,AT,1,1,47
48,,,False,True,new,experiments/results/AT_2_2/33stepRR/48.onnx,AT,1,1,48
49,,,False,True,new,experiments/results/AT_2_2/33stepRR/49.onnx,AT,1,1,49
50,,,False,True,new,experiments/results/AT_2_2/33stepRR/50.onnx,AT,1,1,50
51,,,False,True,new,experiments/results/AT_2_2/33stepRR/51.onnx,AT,1,1,51
52,,,False,True,new,experiments/results/AT_2_2/33stepRR/52.onnx,AT,1,1,52
53,,,False,True,new,experiments/results/AT_2_2/33stepRR/53.onnx,AT,1,1,53
54,,,False,True,new,experiments/results/AT_2_2/33stepRR/54.onnx,AT,1,1,54
55,,,False,True,new,experiments/results/AT_2_2/33stepRR/55.onnx,AT,1,1,55
56,,,False,True,new,experiments/results/AT_2_2/33stepRR/56.onnx,AT,1,1,56
57,,,False,True,new,experiments/results/AT_2_2/33stepRR/57.onnx,AT,1,1,57
58,,,False,True,new,experiments/results/AT_2_2/33stepRR/58.onnx,AT,1,1,58
59,,,False,True,new,experiments/results/AT_2_2/33stepRR/59.onnx,AT,1,1,59
60,,,False,True,new,experiments/results/AT_2_2/33stepRR/60.onnx,AT,1,1,60
61,,,False,True,new,experiments/results/AT_2_2/33stepRR/61.onnx,AT,1,1,61
62,,,False,True,new,experiments/results/AT_2_2/33stepRR/62.onnx,AT,1,1,62
63,,,False,True,new,experiments/results/AT_2_2/33stepRR/63.onnx,AT,1,1,63
64,,,False,True,new,experiments/results/AT_2_2/33stepRR/64.onnx,AT,1,1,64
65,,,False,True,new,experiments/results/AT_2_2/33stepRR/65.onnx,AT,1,1,65
66,,,False,True,new,experiments/results/AT_2_2/33stepRR/66.onnx,AT,1,1,66
67,,,False,True,new,experiments/results/AT_2_2/33stepRR/67.onnx,AT,1,1,67
68,,,False,True,new,experiments/results/AT_2_2/33stepRR/68.onnx,AT,1,1,68
69,,,False,True,new,experiments/results/AT_2_2/33stepRR/69.onnx,AT,1,1,69
70,,,False,True,new,experiments/results/AT_2_2/33stepRR/70.onnx,AT,1,1,70
71,,,False,True,new,experiments/results/AT_2_2/33stepRR/71.onnx,AT,1,1,71
72,,,False,True,new,experiments/results/AT_2_2/33stepRR/72.onnx,AT,1,1,72
73,,,False,True,new,experiments/results/AT_2_2/33stepRR/73.onnx,AT,1,1,73
74,,,False,True,new,experiments/results/AT_2_2/33stepRR/74.onnx,AT,1,1,74
75,,,False,True,new,experiments/results/AT_2_2/33stepRR/75.onnx,AT,1,1,75
76,,,False,True,new,experiments/results/AT_2_2/33stepRR/76.onnx,AT,1,1,76
77,,,False,True,new,experiments/results/AT_2_2/33stepRR/77.onnx,AT,1,1,77
78,,,False,True,new,experiments/results/AT_2_2/33stepRR/78.onnx,AT,1,1,78
79,,,False,True,new,experiments/results/AT_2_2/33stepRR/79.onnx,AT,1,1,79
80,,,False,True,new,experiments/results/AT_2_2/33stepRR/80.onnx,AT,1,1,80
81,,,False,True,new,experiments/results/AT_2_2/33stepRR/81.onnx,AT,1,1,81
82,,,False,True,new,experiments/results/AT_2_2/33stepRR/82.onnx,AT,1,1,82
83,,,False,True,new,experiments/results/AT_2_2/33stepRR/83.onnx,AT,1,1,83
84,,,False,True,new,experiments/results/AT_2_2/33stepRR/84.onnx,AT,1,1,84
85,,,False,True,new,experiments/results/AT_2_2/33stepRR/85.onnx,AT,1,1,85
86,,,False,True,new,experiments/results/AT_2_2/33stepRR/86.onnx,AT,1,1,86
87,,,False,True,new,experiments/results/AT_2_2/33stepRR/87.onnx,AT,1,1,87
88,,,False,True,new,experiments/results/AT_2_2/33stepRR/88.onnx,AT,1,1,88
89,,,False,True,new,experiments/results/AT_2_2/33stepRR/89.onnx,AT,1,1,89
90,,,False,True,new,experiments/results/AT_2_2/33stepRR/90.onnx,AT,1,1,90
91,,,False,True,new,experiments/results/AT_2_2/33stepRR/91.onnx,AT,1,1,91
92,,,False,True,new,experiments/results/AT_2_2/33stepRR/92.onnx,AT,1,1,92
93,,,False,True,new,experiments/results/AT_2_2/33stepRR/93.onnx,AT,1,1,93
94,,,False,True,new,experiments/results/AT_2_2/33stepRR/94.onnx,AT,1,1,94
95,,,False,True,new,experiments/results/AT_2_2/33stepRR/95.onnx,AT,1,1,95
96,,,False,True,new,experiments/results/AT_2_2/33stepRR/96.onnx,AT,1,1,96
97,,,False,True,new,experiments/results/AT_2_2/33stepRR/97.onnx,AT,1,1,97
98,,,False,True,new,experiments/results/AT_2_2/33stepRR/98.onnx,AT,1,1,98
99,,,False,True,new,experiments/results/AT_2_2/33stepRR/99.onnx,AT,1,1,99
