,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
30,494,118,1018,158,741,350,0,1,76,53.11,314.0,false,OpenSet RA,r,TA,3,1
31,527,139,1060,197,713,340,0,1,79,61.21,293.0,false,OpenSet RA,r,TA,3,2
32,583,154,1164,215,767,366,0,1,74,102.38,285.0,false,OpenSet RA,r,TA,3,3
33,633,256,1290,433,895,409,0,1,87,24.2,301.0,false,OpenSet RA,r,TA,3,4
34,678,283,1362,481,970,428,0,1,69,55.24,336.0,false,OpenSet RA,r,TA,3,5
35,733,314,1516,549,1182,496,0,1,78,21.01,363.0,false,OpenSet RA,r,TA,3,6
36,767,226,1535,331,1118,472,0,1,78,142.42,399.0,false,OpenSet RA,r,TA,3,7
37,815,244,1645,366,1172,530,0,1,75,67.45,372.0,false,OpenSet RA,r,TA,3,8
38,886,408,1807,720,1443,581,0,1,108,88.87,441.0,false,OpenSet RA,r,TA,3,9
39,932,277,1884,415,1479,596,0,1,95,93.03,474.0,false,OpenSet RA,r,TA,3,10
40,988,469,2004,837,1537,628,0,1,86,34.45,438.0,false,OpenSet RA,r,TA,3,11
41,1038,499,2107,894,1701,663,0,1,87,126.12,520.0,false,OpenSet RA,r,TA,3,12
42,1094,525,2333,960,2054,751,0,1,153,50.67,521.0,false,OpenSet RA,r,TA,3,13
43,1101,558,2249,1010,1854,745,0,1,84,144.26,519.0,false,OpenSet RA,r,TA,3,14
44,1200,591,2518,1078,2316,791,0,1,157,31.28,575.0,false,OpenSet RA,r,TA,3,15
45,2098,470,4938,817,7353,1991,0,1,247,261.91,900.0,false,OpenSet RA,r,TA,4,1
46,2264,566,5180,996,7549,1997,0,1,216,296.26,1013.0,false,OpenSet RA,r,TA,4,2
47,2421,656,5665,1220,10278,2289,0,1,250,295.45,1104.0,false,OpenSet RA,r,TA,4,3
48,2686,762,6170,1400,12171,2418,0,1,225,244.02,1200.0,false,OpenSet RA,r,TA,4,4
49,2846,578,6543,973,13374,2609,0,1,208,247.38,1260.0,false,OpenSet RA,r,TA,4,5
50,3002,956,6886,1799,15839,2796,0,1,269,289.0,1430.0,false,OpenSet RA,r,TA,4,6
51,3329,1047,7687,1987,19429,3009,0,1,243,309.41,1608.0,false,OpenSet RA,r,TA,4,7
52,3524,1153,8131,2205,23503,3133,0,1,345,231.93,1711.0,false,OpenSet RA,r,TA,4,8
53,3761,1256,8938,2488,28375,3538,0,1,365,298.77,1795.0,false,OpenSet RA,r,TA,4,9
54,3927,1363,9482,2747,34796,3910,0,1,368,293.4,1916.0,false,OpenSet RA,r,TA,4,10
55,4111,1446,9507,2813,32457,3835,0,1,296,263.77,1976.0,false,OpenSet RA,r,TA,4,11
56,4349,1548,10005,3018,36328,3958,0,1,295,259.5,2161.0,false,OpenSet RA,r,TA,4,12
57,4564,1644,10559,3218,43257,4208,0,1,302,202.16,2216.0,false,OpenSet RA,r,TA,4,13
58,4656,1472,10900,2897,48257,4522,0,1,243,197.75,2274.0,false,OpenSet RA,r,TA,4,14
59,4943,1837,11457,3617,51088,4643,0,1,278,249.56,2500.0,false,OpenSet RA,r,TA,4,15
60,5743,0,15001,0,86601,7618,0,0,177,325.19,2813.0,true,OpenSet RA,r,TA,5,1
61,5616,0,15001,0,103362,7959,0,0,120,326.91,2763.0,true,OpenSet RA,r,TA,5,2
62,5509,0,15001,0,120737,8399,0,0,40,324.88,2773.0,true,OpenSet RA,r,TA,5,3
63,5518,0,15001,0,130937,8530,0,0,36,347.25,2800.0,true,OpenSet RA,r,TA,5,4
64,5582,0,15001,0,138402,8481,0,0,35,332.2,2747.0,true,OpenSet RA,r,TA,5,5
65,5798,0,15001,0,140092,8282,0,0,27,343.25,2928.0,true,OpenSet RA,r,TA,5,6
66,5774,0,15001,0,143428,8194,0,0,35,324.0,3086.0,true,OpenSet RA,r,TA,5,7
67,5937,0,15001,0,142995,7994,0,0,31,340.1,3105.0,true,OpenSet RA,r,TA,5,8
68,6137,0,15001,0,141177,7784,0,0,31,209.77,3378.0,true,OpenSet RA,r,TA,5,9
69,6186,0,15001,0,149015,7693,0,0,27,199.88,3608.0,true,OpenSet RA,r,TA,5,10
70,6378,0,15001,0,141372,7459,0,0,27,257.9,3588.0,true,OpenSet RA,r,TA,5,11
71,6297,0,15001,0,141604,7479,0,0,23,287.49,3750.0,true,OpenSet RA,r,TA,5,12
72,6527,0,15001,0,136839,7266,0,0,23,313.13,3653.0,true,OpenSet RA,r,TA,5,13
73,6541,0,15001,0,142326,7211,0,0,23,351.96,4099.0,true,OpenSet RA,r,TA,5,14
74,6482,0,15001,0,149640,7270,0,0,20,365.27,3971.0,true,OpenSet RA,r,TA,5,15
75,5335,0,15001,0,99892,8374,0,0,33,327.8,3027.0,true,OpenSet RA,r,TA,6,1
76,5386,0,15001,0,114218,8280,0,0,28,327.98,3054.0,true,OpenSet RA,r,TA,6,2
77,5677,0,15001,0,109599,7897,0,0,28,308.91,3555.0,true,OpenSet RA,r,TA,6,3
78,5630,0,15001,0,122059,7849,0,0,24,337.71,3687.0,true,OpenSet RA,r,TA,6,4
79,5761,0,15001,0,123155,7768,0,0,23,339.62,3643.0,true,OpenSet RA,r,TA,6,5
80,5949,0,15001,0,115817,7594,0,0,23,324.15,3958.0,true,OpenSet RA,r,TA,6,6
81,5843,0,15001,0,132786,7599,0,0,19,208.01,4117.0,true,OpenSet RA,r,TA,6,7
82,5929,0,15001,0,126653,7526,0,0,19,273.8,4025.0,true,OpenSet RA,r,TA,6,8
83,5935,0,15001,0,179559,8002,0,0,18,298.53,3977.0,true,OpenSet RA,r,TA,6,9
84,6609,0,15001,0,155694,7162,0,0,18,302.2,4583.0,true,OpenSet RA,r,TA,6,10
85,7097,0,15001,0,131006,6567,0,0,18,345.83,5143.0,true,OpenSet RA,r,TA,6,11
86,7198,0,15001,0,162391,6747,0,0,18,369.31,5214.0,true,OpenSet RA,r,TA,6,12
87,7405,0,15001,0,128909,6461,0,0,18,395.47,5381.0,true,OpenSet RA,r,TA,6,13
88,7265,0,15001,0,168211,6838,0,0,18,314.9,5312.0,true,OpenSet RA,r,TA,6,14
89,7519,0,15001,0,143945,6572,0,0,18,337.24,6062.0,true,OpenSet RA,r,TA,6,15
90,3726,0,15001,0,66470,9309,0,0,2,332.2,2692.0,true,OpenSet RA,r,TA,7,1
91,3966,0,15001,0,61232,9117,0,0,3,342.77,2899.0,true,OpenSet RA,r,TA,7,2
92,4302,0,15001,0,142082,8699,0,0,7,332.59,3394.0,true,OpenSet RA,r,TA,7,3
93,4433,0,15001,0,171363,9200,0,0,2,337.27,3482.0,true,OpenSet RA,r,TA,7,4
94,4476,0,15001,0,64103,8522,0,0,8,334.77,3750.0,true,OpenSet RA,r,TA,7,5
95,4472,0,15001,0,108653,9826,0,0,7,265.26,3610.0,true,OpenSet RA,r,TA,7,6
96,5076,0,15001,0,142849,7927,0,0,5,332.36,4361.0,true,OpenSet RA,r,TA,7,7
97,4317,0,15001,0,95998,9525,0,0,3,319.69,3799.0,true,OpenSet RA,r,TA,7,8
98,5151,0,15001,0,126213,7851,0,0,6,363.83,4643.0,true,OpenSet RA,r,TA,7,9
99,5262,0,15001,0,131745,7746,0,0,3,372.55,4798.0,true,OpenSet RA,r,TA,7,10
100,4542,0,15001,0,99822,8459,0,0,6,345.11,4341.0,true,OpenSet RA,r,TA,7,11
101,5834,0,15001,0,85586,7161,0,0,11,274.06,5781.0,true,OpenSet RA,r,TA,7,12
102,5330,0,15001,0,115287,7679,0,0,3,264.65,5424.0,true,OpenSet RA,r,TA,7,13
103,5020,0,15001,0,95744,7990,0,0,10,361.67,5147.0,true,OpenSet RA,r,TA,7,14
104,4836,0,15001,0,63622,8160,0,0,9,281.98,5394.0,true,OpenSet RA,r,TA,7,15
105,4029,0,15001,0,15106,5867,0,0,8,276.5,3957.0,true,OpenSet RA,r,TA,8,1
106,5029,0,15001,0,56208,4939,0,0,2,360.27,5146.0,true,OpenSet RA,r,TA,8,2
107,5529,0,15001,0,66357,4339,0,0,2,419.47,5801.0,true,OpenSet RA,r,TA,8,3
108,5866,0,15001,0,57317,4003,0,0,2,245.85,6478.0,true,OpenSet RA,r,TA,8,4
109,6105,0,15001,0,56289,3758,0,0,6,384.46,6863.0,true,OpenSet RA,r,TA,8,5
110,6274,0,15001,0,46966,3592,0,0,4,401.68,7261.0,true,OpenSet RA,r,TA,8,6
111,4432,0,15001,0,72122,9032,0,0,2,356.73,4453.0,true,OpenSet RA,r,TA,8,7
112,4030,0,15001,0,30470,5859,0,0,2,336.26,5495.0,true,OpenSet RA,r,TA,8,8
113,7021,0,15001,0,33657,2846,0,0,3,337.0,9554.0,true,OpenSet RA,r,TA,8,9
114,4917,0,15001,0,37470,4967,0,0,4,420.15,6247.0,true,OpenSet RA,r,TA,8,10
115,4962,0,15001,0,38982,4926,0,0,2,282.09,6938.0,true,OpenSet RA,r,TA,8,11
116,5718,0,15001,0,22992,4141,0,0,6,340.07,8517.0,true,OpenSet RA,r,TA,8,12
117,3907,0,15001,0,26597,5949,0,0,11,222.69,5841.0,true,OpenSet RA,r,TA,8,13
118,6762,0,15001,0,136893,6701,0,0,2,296.74,9283.0,true,OpenSet RA,r,TA,8,14
119,7065,0,15001,0,27130,2804,0,0,2,353.02,10906.0,true,OpenSet RA,r,TA,8,15
120,3686,0,15001,0,11520,1801,0,0,1,219.52,6731.0,true,OpenSet RA,r,TA,9,1
121,3713,0,15001,0,12069,1790,0,0,1,120.08,7077.0,true,OpenSet RA,r,TA,9,2
122,3689,0,15001,0,11736,1805,0,0,1,313.67,6446.0,true,OpenSet RA,r,TA,9,3
123,3836,0,15001,0,12975,1818,0,0,1,257.09,7430.0,true,OpenSet RA,r,TA,9,4
124,4357,0,15001,0,15443,2819,0,0,2,211.21,8396.0,true,OpenSet RA,r,TA,9,5
125,5768,0,15001,0,16802,2545,0,0,2,187.32,10020.0,true,OpenSet RA,r,TA,9,6
126,3718,0,15001,0,13162,1834,0,0,1,276.22,7648.0,true,OpenSet RA,r,TA,9,7
127,3736,0,15001,0,13968,1840,0,0,1,304.75,8417.0,true,OpenSet RA,r,TA,9,8
128,4307,0,15001,0,41303,7111,0,0,2,272.18,5960.0,true,OpenSet RA,r,TA,9,9
129,3813,0,15001,0,13310,1856,0,0,1,229.1,7920.0,true,OpenSet RA,r,TA,9,10
130,3808,0,15001,0,14297,1864,0,0,1,348.89,8611.0,true,OpenSet RA,r,TA,9,11
131,5146,0,15001,0,51227,6271,0,0,2,361.34,7971.0,true,OpenSet RA,r,TA,9,12
132,3900,0,15001,0,15768,1880,0,0,1,254.15,9538.0,true,OpenSet RA,r,TA,9,13
133,3861,0,15001,0,16216,1888,0,0,1,278.05,9727.0,true,OpenSet RA,r,TA,9,14
134,3892,0,15001,0,16531,1895,0,0,1,215.84,10403.0,true,OpenSet RA,r,TA,9,15
135,4315,0,15001,0,15484,3310,0,0,1,270.5,9366.0,true,OpenSet RA,r,TA,10,1
136,4089,0,15001,0,16779,3344,0,0,1,163.89,8960.0,true,OpenSet RA,r,TA,10,2
137,4327,0,15001,0,17621,3338,0,0,1,193.35,10729.0,true,OpenSet RA,r,TA,10,3
138,4342,0,15001,0,16135,3345,0,0,1,125.12,9179.0,true,OpenSet RA,r,TA,10,4
139,4076,0,15001,0,14570,2843,0,0,1,241.66,9073.0,true,OpenSet RA,r,TA,10,5
140,4343,0,15001,0,16753,3363,0,0,1,256.88,10072.0,true,OpenSet RA,r,TA,10,6
141,4330,0,15001,0,17213,3449,0,0,1,276.35,10005.0,true,OpenSet RA,r,TA,10,7
142,4354,0,15001,0,17668,3377,0,0,1,293.36,10662.0,true,OpenSet RA,r,TA,10,8
143,3553,0,15001,0,17126,4170,0,0,1,237.49,7817.0,true,OpenSet RA,r,TA,10,9
144,3644,0,15001,0,16187,1875,0,0,1,165.56,10587.0,true,OpenSet RA,r,TA,10,10
145,4392,0,15001,0,18412,3468,0,0,1,221.5,10959.0,true,OpenSet RA,r,TA,10,11
146,4387,0,15001,0,18594,3465,0,0,1,210.7,11104.0,true,OpenSet RA,r,TA,10,12
147,4412,0,15001,0,16696,2396,0,0,2,113.34,11298.0,true,OpenSet RA,r,TA,10,13
148,4426,0,15001,0,20023,3487,0,0,1,295.17,11679.0,true,OpenSet RA,r,TA,10,14
149,3938,0,15001,0,17219,2874,0,0,2,229.12,10625.0,true,OpenSet RA,r,TA,10,15
150,3170,0,15001,0,10449,2625,0,0,1,101.75,7409.0,true,OpenSet RA,r,TA,11,1
151,3198,0,15001,0,10307,2586,0,0,1,75.62,7314.0,true,OpenSet RA,r,TA,11,2
152,3212,0,15001,0,9207,2572,0,0,1,107.78,6414.0,true,OpenSet RA,r,TA,11,3
153,3237,0,15001,0,9833,2547,0,0,1,112.86,7057.0,true,OpenSet RA,r,TA,11,4
154,3263,0,15001,0,10024,2521,0,0,1,27.95,7273.0,true,OpenSet RA,r,TA,11,5
155,3324,0,15001,0,10553,2460,0,0,1,188.48,7824.0,true,OpenSet RA,r,TA,11,6
156,3318,0,15001,0,10589,2466,0,0,1,72.18,7828.0,true,OpenSet RA,r,TA,11,7
157,3584,0,15001,0,11927,2001,0,0,1,66.01,9444.0,true,OpenSet RA,r,TA,11,8
158,3372,0,15001,0,11102,2412,0,0,1,151.45,8258.0,true,OpenSet RA,r,TA,11,9
159,3492,0,15001,0,11954,1858,0,0,1,129.07,9437.0,true,OpenSet RA,r,TA,11,10
160,3402,0,15001,0,12387,2382,0,0,1,209.0,9236.0,true,OpenSet RA,r,TA,11,11
161,3487,0,15001,0,13531,1880,0,0,1,80.48,10612.0,true,OpenSet RA,r,TA,11,12
162,3397,0,15001,0,14108,2387,0,0,1,192.82,10532.0,true,OpenSet RA,r,TA,11,13
163,3484,0,15001,0,13405,2300,0,0,1,156.4,10327.0,true,OpenSet RA,r,TA,11,14
164,3463,0,15001,0,12720,2321,0,0,1,241.77,9643.0,true,OpenSet RA,r,TA,11,15
165,3319,0,15001,0,9561,0,0,0,0,137.06,8854.0,true,OpenSet RA,r,TA,12,1
166,3320,0,15001,0,8918,0,0,0,0,140.7,8197.0,true,OpenSet RA,r,TA,12,2
167,3321,0,15001,0,9831,0,0,0,0,67.0,9129.0,true,OpenSet RA,r,TA,12,3
168,3322,0,15001,0,10895,0,0,0,0,94.59,10105.0,true,OpenSet RA,r,TA,12,4
169,3322,0,15001,0,10419,0,0,0,0,93.34,9676.0,true,OpenSet RA,r,TA,12,5
170,3328,0,15001,0,11683,0,0,0,0,38.69,10855.0,true,OpenSet RA,r,TA,12,6
171,3332,0,15001,0,12193,0,0,0,0,88.85,11261.0,true,OpenSet RA,r,TA,12,7
172,3334,0,15001,0,11515,0,0,0,0,203.98,10699.0,true,OpenSet RA,r,TA,12,8
173,3331,0,15001,0,10761,0,0,0,0,163.69,9979.0,true,OpenSet RA,r,TA,12,9
174,3333,0,15001,0,12185,0,0,0,0,80.69,11287.0,true,OpenSet RA,r,TA,12,10
175,3325,0,15001,0,11073,0,0,0,0,216.14,10233.0,true,OpenSet RA,r,TA,12,11
176,3330,0,15001,0,11828,0,0,0,0,224.57,10930.0,true,OpenSet RA,r,TA,12,12
177,3351,0,15001,0,12444,0,0,0,0,219.24,11439.0,true,OpenSet RA,r,TA,12,13
178,3344,0,15001,0,11728,0,0,0,0,212.74,10831.0,true,OpenSet RA,r,TA,12,14
179,3350,0,15001,0,12538,0,0,0,0,138.12,11552.0,true,OpenSet RA,r,TA,12,15
180,4032,0,15001,0,13401,0,0,0,0,136.52,12705.0,true,OpenSet RA,r,TA,13,1
181,4033,0,15001,0,12277,0,0,0,0,111.58,11601.0,true,OpenSet RA,r,TA,13,2
182,4032,0,15001,0,15103,0,0,0,0,74.96,14400.0,true,OpenSet RA,r,TA,13,3
183,4035,0,15001,0,13417,0,0,0,0,97.91,12733.0,true,OpenSet RA,r,TA,13,4
184,4038,0,15001,0,16342,0,0,0,0,166.8,15580.0,true,OpenSet RA,r,TA,13,5
185,4041,0,15001,0,15598,0,0,0,0,133.2,14851.0,true,OpenSet RA,r,TA,13,6
186,4038,0,15001,0,15698,0,0,0,0,124.43,14879.0,true,OpenSet RA,r,TA,13,7
187,4038,0,15001,0,15430,0,0,0,0,102.68,14662.0,true,OpenSet RA,r,TA,13,8
188,4039,0,15001,0,16148,0,0,0,0,106.09,15356.0,true,OpenSet RA,r,TA,13,9
189,4044,0,15001,0,15357,0,0,0,0,133.07,14531.0,true,OpenSet RA,r,TA,13,10
190,4046,0,15001,0,15712,0,0,0,0,185.9,14856.0,true,OpenSet RA,r,TA,13,11
191,4056,0,15001,0,16634,0,0,0,0,161.71,15813.0,true,OpenSet RA,r,TA,13,12
192,4038,0,15001,0,16663,0,0,0,0,220.45,15820.0,true,OpenSet RA,r,TA,13,13
193,4061,0,15001,0,17091,0,0,0,0,243.3,16210.0,true,OpenSet RA,r,TA,13,14
194,4061,0,15001,0,17937,0,0,0,0,194.4,17016.0,true,OpenSet RA,r,TA,13,15
195,3544,0,15001,0,17568,0,0,0,0,66.32,16868.0,true,OpenSet RA,r,TA,14,1
196,3546,0,15001,0,15202,0,0,0,0,151.54,14463.0,true,OpenSet RA,r,TA,14,2
197,3545,0,15001,0,15650,0,0,0,0,97.15,14977.0,true,OpenSet RA,r,TA,14,3
198,3546,0,15001,0,15039,0,0,0,0,189.77,14328.0,true,OpenSet RA,r,TA,14,4
199,3552,0,15001,0,16860,0,0,0,0,105.06,16073.0,true,OpenSet RA,r,TA,14,5
200,3546,0,15001,0,16251,0,0,0,0,217.83,15525.0,true,OpenSet RA,r,TA,14,6
201,3549,0,15001,0,16052,0,0,0,0,117.97,15256.0,true,OpenSet RA,r,TA,14,7
202,3547,0,15001,0,16816,0,0,0,0,206.78,15970.0,true,OpenSet RA,r,TA,14,8
203,3562,0,15001,0,16891,0,0,0,0,219.01,16085.0,true,OpenSet RA,r,TA,14,9
204,3565,0,15001,0,16399,0,0,0,0,59.53,15569.0,true,OpenSet RA,r,TA,14,10
205,3559,0,15001,0,17662,0,0,0,0,134.72,16833.0,true,OpenSet RA,r,TA,14,11
206,3558,0,15001,0,18019,0,0,0,0,178.14,17147.0,true,OpenSet RA,r,TA,14,12
207,3585,0,15001,0,19510,0,0,0,0,232.41,18561.0,true,OpenSet RA,r,TA,14,13
208,3564,0,15001,0,19523,0,0,0,0,199.49,18596.0,true,OpenSet RA,r,TA,14,14
209,3576,0,15001,0,18534,0,0,0,0,316.6,17610.0,true,OpenSet RA,r,TA,14,15
210,4727,0,15001,0,24085,0,0,0,0,179.57,23288.0,true,OpenSet RA,r,TA,15,1
211,4727,0,15001,0,24457,0,0,0,0,118.02,23748.0,true,OpenSet RA,r,TA,15,2
212,4730,0,15001,0,24338,0,0,0,0,124.78,23489.0,true,OpenSet RA,r,TA,15,3
213,4733,0,15001,0,24981,0,0,0,0,166.37,24194.0,true,OpenSet RA,r,TA,15,4
214,4734,0,15001,0,24641,0,0,0,0,128.99,23856.0,true,OpenSet RA,r,TA,15,5
215,4734,0,15001,0,23094,0,0,0,0,81.07,22331.0,true,OpenSet RA,r,TA,15,6
216,4739,0,15001,0,24247,0,0,0,0,197.84,23462.0,true,OpenSet RA,r,TA,15,7
217,4750,0,15001,0,24194,0,0,0,0,191.9,23353.0,true,OpenSet RA,r,TA,15,8
218,4744,0,15001,0,25353,0,0,0,0,219.14,24571.0,true,OpenSet RA,r,TA,15,9
219,4743,0,15001,0,25203,0,0,0,0,240.01,24351.0,true,OpenSet RA,r,TA,15,10
220,4738,0,15001,0,24906,0,0,0,0,217.05,24062.0,true,OpenSet RA,r,TA,15,11
221,4752,0,15001,0,25956,0,0,0,0,228.38,25058.0,true,OpenSet RA,r,TA,15,12
222,4745,0,15001,0,26487,0,0,0,0,195.43,25612.0,true,OpenSet RA,r,TA,15,13
223,4759,0,15001,0,26361,0,0,0,0,280.83,25443.0,true,OpenSet RA,r,TA,15,14
224,4746,0,15001,0,26545,0,0,0,0,285.19,25650.0,true,OpenSet RA,r,TA,15,15
